Nome_Fundo,Tipo,Valor
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,14279559.47
ATRIUM NACOES UNIDAS FI IMOBILIARIO,Outras Cotas de FI,164105.71
ATRIUM NAÇÕES UNIDAS FII,Outras Cotas de FI,70044.94
ATRIUM NAÇÕES UNIDAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,25338735.52
AVM FII,Cotas de Sociedades,342211900.0
BACURI FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,487902.44
BANESTES RECEBIVEIS IMOBILIARIOS FII,CRI,1034014997.49
BANESTES RECEBIVEIS IMOBILIARIOS FII,FII,54947507.31
BANESTES RECEBIVEIS IMOBILIARIOS FII,Outras Cotas de FI,38272342.68
BANESTES RECEBIVEIS IMOBILIARIOS FII,Outros Ativos Financeiros,53997226.69
BARZEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,1403612724.94
BARZEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,997869.36
BASILICA PARTNERS LED CORPORATE FII,Outras Cotas de FI,90164923.52
BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,130557748.48
BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO,Outras Cotas de FI,52483453.07
BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,Outras Cotas de FI,57242785.93
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,41783484.91
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,CRI,228240674.99
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,FII,15421248.39
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,CRI,403736351.4
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,FII,7176360.0
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,CRI,372710005.66
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,FII,2900648.77
BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,37640.7
BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,56083241.45
BIRD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,13975391.07
BLUECAP RENDA LOGISTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,61513246.68
BLUECAP RENDA LOGÍSTICA FII,Outras Cotas de FI,31913535.6
BLUECAP RENDA LOGÍSTICA FII,Outros Ativos Financeiros,424054.23
BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,178302413.25
BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO IMOBILIÁRIO,FII,4651716.61
BLUEMACAW OFFICE FUND II F,Outras Cotas de FI,82482933.5
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,82385887.72
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,20143053.41
BM BRASCAN LAJES CORPORATIVAS FII,Outras Cotas de FI,4306022.89
BM BRASCAN LAJES CORPORATIVAS FII,Outros Ativos Financeiros,668191.74
BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1493922.22
BOA VISTA FUNDO DE INVESTIMENTO IMOBILARIO FII,Outros Ativos Financeiros,1779835.1
BPG LOGÍSTICA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,20223326.72
BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,16489690.6
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,CRI,18953907.91
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,FII,1081750625.12
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,LCI,16007289.03
BRAZIL PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,6044604.9
BRAZIL REAL ESTATE VICTORY FUND I - FII,Outras Cotas de FI,683551.9
BRAZIL REAL ESTATE VICTORY FUND I - FII,Outros Ativos Financeiros,8986884.21
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,1066214986.73
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,147700573.34
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,96345920.57
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Ações de Sociedades,700634689.21
BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,3050334187.69
BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,57784260.81
BRIO REAL ESTATE II,Ações de Sociedades,141411137.26
BRIO REAL ESTATE II,Outras Cotas de FI,18747254.18
BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,23993731.13
BRISA RENDA IMOBILIARIA FII,Ações de Sociedades,321529600.87
BRISA RENDA IMOBILIARIA FII,Outras Cotas de FI,2276500.36
BRISA RENDA IMOBILIARIA FII,Outros Ativos Financeiros,7327106.08
BRIX FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,6613938.09
BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,195874.5
BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,169841757.39
BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,96.44
BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,39565037.93
BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,190763387.4
BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,12362988.25
BS APOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,1915526.79
BTERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,10768596.99
BTERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,180773.78
BTERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,7454118.0
BTG PACTUAL FUNDO DE CRI FI IMOBILIARIO,CRI,430319441.4
BTG PACTUAL FUNDO DE CRI FI IMOBILIARIO,FII,6827420.85
BTG PACTUAL FUNDO DE CRI FI IMOBILIARIO,Outras Cotas de FI,49730269.67
BTG PACTUAL FUNDO DE FUNDOS FII,CRI,7877873.02
BTG PACTUAL FUNDO DE FUNDOS FII,FII,1402048065.84
BTG PACTUAL FUNDO DE FUNDOS FII,Outras Cotas de FI,351849558.06
BTG PACTUAL LOGÍSTICA FII,Outras Cotas de FI,52436669.08
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,631334595.79
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,159219214.53
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,146493547.99
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,539444079.26
BTG PACTUAL PRIME OFFICES I - FII,Outros Ativos Financeiros,21004845.24
BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES - FII,FII,135575852.99
BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES - FII,Outros Ativos Financeiros,964997.47
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,Ações de Sociedades,123538651.66
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,CEPAC,18005151206.34
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,FII,316021.5
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,Outros Ativos Financeiros,85337234.18
CAIXA RIO BRAVO FUNDO DE FII,FII,629280318.8
CAIXA RIO BRAVO FUNDO DE FII,Outras Cotas de FI,344083.28
CAIXA RIO BRAVO FUNDO DE FII II,FII,254119442.02
CAPITAL RS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outros Ativos Financeiros,10136968.49
CAPITANIA SECURITIES II FII,CRI,445063853.17
CAPITANIA SECURITIES II FII,FII,292864718.06
CAPITANIA SECURITIES II FII,Outras Cotas de FI,57219473.11
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,206491867.26
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,89612845.03
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,4214238.82
CAPITÂNIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,584367147.97
CAPITÂNIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,13686532.29
CAPITÂNIA REIT FOF FII,FII,347243686.83
CAPITÂNIA REIT FOF FII,Outras Cotas de FI,279941.19
CAPITÂNIA REIT FOF FII,Outros Ativos Financeiros,367350.69
CAPITÂNIA SECURITIES II FII,CRI,716556959.0
CAPITÂNIA SECURITIES II FII,FII,541336988.27
CAPITÂNIA SECURITIES II FII,Outras Cotas de FI,7452712.27
CAPITÂNIA SECURITIES II FII,Outros Ativos Financeiros,8445.23
CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,422783705.54
CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,196710582.02
CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,137600332.38
CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,28233018.74
CATUAI FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,4216629.1
CATUAÍ FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,817838.06
CF2 FUNDO DE INVESTIMENTO IMOBILIARIO,Ações de Sociedades,40777171.33
CF2 FUNDO DE INVESTIMENTO IMOBILIARIO,FII,22177647.02
CF2 FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,28057340.68
CIBRASEC CRÉDITO IMOBILIÁRIO - FII,CRI,11502587.41
CIVITAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,6317752.02
CLARITAS LOGÍSTICA I - FI IMOBILIÁRIO,Outros Ativos Financeiros,22791162.64
COLONIZADOR I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,480800003.81
COLONIZADOR II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,84039996.0
COLONIZADOR II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,3825599.67
COSMOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,61500000.0
CSHG IMOBILIARIO FOF - FUNDO DE INVESTIMENTO IMO - FII,CRI,6006317.39
CSHG IMOBILIARIO FOF - FUNDO DE INVESTIMENTO IMO - FII,FII,806760929.22
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,400585271.27
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,366442991.71
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,1020765381.63
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,LCI,101886378.33
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,3007.08
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,32471179.29
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,3007.08
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,74870480.09
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,CRI,3933146764.78
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,FII,875207355.6
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,LCI,25628700.41
CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII,Ações de Sociedades,98195636.39
CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII,CRI,166330774.58
CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII,FII,837830879.24
CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII,LCI,100171584.77
DALLAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1032843.98
DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,735256.09
DEVANT RECEBÍVEIS IMOBILIÁRIOS FII,CRI,245026547.38
EBT FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,45529417.36
EMPRO FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,39621826.32
ESTOQUE RJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,352362300.0
ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,305140.16
EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,4689049.41
EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,179420115.95
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,792.0
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,18963553.53
EZTB FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,35181067.28
FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII,CRI,136038879.82
FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII,FII,9139882.03
FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII,Outras Cotas de FI,21256082.33
FATOR VERITA FII,CRI,2198871329.98
FBV KEYDEV FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,56002000.0
FBV KEYDEV FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,105358.0
FGRP FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,732000000.0
FI IMOBILIARIO PLUS,Outras Cotas de FI,2956439.89
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,Ações de Sociedades,56197653.08
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,Outras Cotas de FI,80711.74
FII ANCAR IC,Outras Cotas de FI,54569290.12
FII ANHANGUERA EDUCACIONAL,Outras Cotas de FI,32811637.63
FII ATRIUM NAÇÕES UNIDAS,Outras Cotas de FI,67073.05
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,CRI,656323717.06
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,FII,128713293.39
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,LCI,20022318.8
FII BM BRASCAN LAJES CORPORATIVAS,Outras Cotas de FI,30051925.33
FII BM BRASCAN LAJES CORPORATIVAS,Outros Ativos Financeiros,377494.43
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,CRI,20453963.39
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,FII,1059791699.11
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,Outros Ativos Financeiros,83948654.96
FII BRISA RENDA IMOBILIÁRIA,Ações de Sociedades,954583804.72
FII BRISA RENDA IMOBILIÁRIA,Outras Cotas de FI,29276036.66
FII BRISA RENDA IMOBILIÁRIA,Outros Ativos Financeiros,22364265.18
FII BTG PACTUAL CORPORATE OFFICE FUND,CRI,500127821.35
FII BTG PACTUAL CORPORATE OFFICE FUND,FII,2776664280.81
FII BTG PACTUAL CORPORATE OFFICE FUND,Outras Cotas de FI,252333283.78
FII BTG PACTUAL CORPORATE OFFICE FUND,Outros Ativos Financeiros,38436017.88
FII BTG PACTUAL CREDITO IMOBILIARIO,CRI,753045616.84
FII BTG PACTUAL CREDITO IMOBILIARIO,FII,9301614.45
FII BTG PACTUAL CREDITO IMOBILIARIO,Outras Cotas de FI,117466971.7
FII BTG PACTUAL CREDITO IMOBILIARIO,Outros Ativos Financeiros,59711473.89
FII BTG PACTUAL CRÉDITO IMOBILIÁRIO,CRI,776647077.62
FII BTG PACTUAL CRÉDITO IMOBILIÁRIO,FII,25047925.53
FII BTG PACTUAL CRÉDITO IMOBILIÁRIO,Outras Cotas de FI,112962030.06
FII BTG PACTUAL CRÉDITO IMOBILIÁRIO,Outros Ativos Financeiros,26841065.89
FII BTG PACTUAL FUNDO DE CRI,CRI,451632957.68
FII BTG PACTUAL FUNDO DE CRI,FII,6448985.98
FII BTG PACTUAL FUNDO DE CRI,Outros Ativos Financeiros,218843877.56
FII BTG PACTUAL FUNDO DE FUNDOS,CRI,24128260.48
FII BTG PACTUAL FUNDO DE FUNDOS,FII,4372043739.96
FII BTG PACTUAL FUNDO DE FUNDOS,Outras Cotas de FI,425605657.25
FII BTG PACTUAL FUNDO DE FUNDOS,Outros Ativos Financeiros,391496382.48
FII BTG PACTUAL SHOPPINGS,Ações de Sociedades,343331695.7
FII BTG PACTUAL SHOPPINGS,Cotas de Sociedades,176481537.85
FII BTG PACTUAL SHOPPINGS,Outras Cotas de FI,123825045.74
FII BTG PACTUAL SHOPPINGS,Outros Ativos Financeiros,4926551.37
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,Ações de Sociedades,952000464.0
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,Outros Ativos Financeiros,43354685.43
FII CAMPUS FARIA LIMA,Outras Cotas de FI,18801825.89
FII CAPITANIA REIT FOF,FII,185161855.95
FII CAPITANIA REIT FOF,Outras Cotas de FI,510394.29
FII CEO CYRELA COMMERCIAL PROPERTIES,Outras Cotas de FI,39478301.76
FII CYRELA THERA CORPORATE,Outras Cotas de FI,35701377.11
FII EDIFICIO ALMIRANTE BARROSO,Outras Cotas de FI,54301408.38
FII EDIFÍCIO ALMIRANTE BARROSO,Outras Cotas de FI,63001944.64
FII EXCLUSIVO INFRA PATRIMONIAL II,FII,285024672.5
FII FLORIPA SHOPPING,Outras Cotas de FI,5874495.22
FII FOF INTEGRAL BREI,CRI,8964437.7
FII FOF INTEGRAL BREI,FII,201158352.15
FII FOF INTEGRAL BREI,Outras Cotas de FI,42883008.56
FII FOF INTEGRAL BREI,Outros Ativos Financeiros,5082827.34
FII HECTARE CRI,CRI,23720598.03
FII HECTARE CRI,Outras Cotas de FI,1927886.89
FII HECTARE STUDENT HOUSING,Cotas de Sociedades,25293833.59
FII HECTARE STUDENT HOUSING,Outras Cotas de FI,5000.0
FII HOSPITAL DA CRIANCA,Outras Cotas de FI,490759.68
FII HOSPITAL DA CRIANÇA,Outras Cotas de FI,25732576.13
FII HOSPITAL NOSSA SENHORA DE LOURDES,Outras Cotas de FI,43158057.08
FII HOTEL MAXINVEST,Outras Cotas de FI,34648315.78
FII HOTEL MAXINVEST,Outros Ativos Financeiros,3003793.53
FII IMOBILIÁRIO FII RBR REND HIGH GRADE,CRI,612078653.7
FII IMOBILIÁRIO FII RBR REND HIGH GRADE,FII,68063319.86
FII IMOBILIÁRIO FII RBR REND HIGH GRADE,Outras Cotas de FI,75846878.15
FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,CRI,893334824.47
FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,FII,429775066.25
FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,Outras Cotas de FI,25169904.02
FII MAX RETAIL,Outras Cotas de FI,5834449.97
FII MAX RETAIL,Outros Ativos Financeiros,219015.7
FII MEILI,Outras Cotas de FI,101190.42
FII MOGNO CERTIFICADOS DE RECEBÍVEIS IMOB HIGH GRADE,CRI,53333853.13
FII MOGNO CERTIFICADOS DE RECEBÍVEIS IMOB HIGH GRADE,FII,9143646.3
FII MOGNO HOTÉIS,CRI,55108841.24
FII MOGNO HOTÉIS,FII,13364457.66
FII MOGNO HOTÉIS,Outras Cotas de FI,410771.11
FII MOGNO HOTÉIS,Outros Ativos Financeiros,534625.63
FII MOGNO REAL ESTATE IMPACT DEVELOPMENT FUND,Ações de Sociedades,4945300.0
FII MORUMBI TOWN I,Outras Cotas de FI,10818181.85
FII MULTI RENDA URBANA,Outras Cotas de FI,7491146.81
FII NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS,CRI,75117809.5
FII NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS,Outras Cotas de FI,52590969.05
FII NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I,FIA,1171036.38
FII NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I,Outras Cotas de FI,16126711.67
FII PARQUE DOM PEDRO SHOPPING CENTER,FII,1651027188.94
FII PARQUE DOM PEDRO SHOPPING CENTER,Outras Cotas de FI,34711368.06
FII PATEO BANDEIRANTES,CRI,20632549.69
FII PATEO BANDEIRANTES,Outras Cotas de FI,1766760.91
FII PRIME PORTFOLIO,FII,649182679.13
FII PRIME PORTFOLIO,Outras Cotas de FI,38356831.41
FII PRIME PORTFOLIO,Outros Ativos Financeiros,500119.29
FII QUASAR AGRO,Outras Cotas de FI,433781154.31
FII RB CAPITAL OFFICE INCOME,Ações de Sociedades,118661959.5
FII RB CAPITAL OFFICE INCOME,Outras Cotas de FI,282723641.18
FII RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO,CRI,126357159.63
FII RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO,FIDC,7755085.75
FII RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO,FII,44175060.1
FII RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO,Outros Ativos Financeiros,29815977.66
FII RBR CRÉDITO IMOBILIÁRIO HIGH YIELD,CRI,344869821.76
FII RBR CRÉDITO IMOBILIÁRIO HIGH YIELD,FIDC,22700358.3
FII RBR CRÉDITO IMOBILIÁRIO HIGH YIELD,FII,128622816.58
FII RBR CRÉDITO IMOBILIÁRIO HIGH YIELD,Outras Cotas de FI,116120737.31
FII RBR CRÉDITO IMOBILIÁRIO HIGH YIELD,Outros Ativos Financeiros,2598406.39
FII RBR CRÉDITO IMOBILIÁRIO SPECIAL OPPORTUNITIES,CRI,29928042.48
FII RBR CRÉDITO IMOBILIÁRIO SPECIAL OPPORTUNITIES,Outras Cotas de FI,2243273.66
FII RBR DESENVOLVIMENTO,Ações de Sociedades,88331000.0
FII RBR DESENVOLVIMENTO,Outras Cotas de FI,6122084.39
FII RBR DESENVOLVIMENTO III,Ações de Sociedades,154383000.0
FII RBR DESENVOLVIMENTO III,Cotas de Sociedades,88109000.0
FII RBR DESENVOLVIMENTO III,Outras Cotas de FI,2391373.23
FII RBR DESENVOLVIMENTO IV,Ações de Sociedades,3181540.0
FII RBR DESENVOLVIMENTO IV,Outras Cotas de FI,2483459.71
FII RBR RENDIMENTO HIGH GRADE,CRI,1863504618.66
FII RBR RENDIMENTO HIGH GRADE,FII,138729843.9
FII RBR RENDIMENTO HIGH GRADE,Outras Cotas de FI,145349853.28
FII REC RECEBÍVEIS IMOBILIÁRIOS,CRI,698557986.07
FII REC RECEBÍVEIS IMOBILIÁRIOS,Outras Cotas de FI,8975100.63
FII SHOPPING CIDADE JARDIM,Outras Cotas de FI,25646478.65
FII SHOPPING CIDADE JARDIM,Outros Ativos Financeiros,330824.67
FII SHOPPING JARDIM SUL,Outras Cotas de FI,28841661.44
FII SHOPPING LIGHT,Outros Ativos Financeiros,11260159.23
FII SHOPPING PARQUE D PEDRO,Outras Cotas de FI,10921959.9
FII SHOPPING PARQUE DOM PEDRO,Outras Cotas de FI,13839318.3
FII TORDESILHAS EMPREENDIMENTOS IMOBILIARIOS,Ações de Sociedades,69908504.0
FII TORDESILHAS EMPREENDIMENTOS IMOBILIARIOS,CRI,131454513.49
FII TORDESILHAS EMPREENDIMENTOS IMOBILIARIOS,FII,38195617.65
