CNPJ_Fundo,Data_Referencia_x,Versao_x,Classe,Nome_Imovel,Endereco_x,Area_x,Numero_Unidades_x,Outras_Caracteristicas_Relevantes_x,Percentual_Vacancia,Percentual_Inadimplencia,Percentual_Receitas_FII,Percentual_Locado,Percentual_Vendido,Percentual_Conclusao_Obras_Realizado,Percentual_Conclusao_Obras_Previsto,Custo_Construcao_Realizado,Custo_Construcao_Previsto,Percentual_Imovel_Total_Investido_x,Data_Referencia_y,Versao_y,Endereco_y,Area_y,Numero_Unidades_y,Outras_Caracteristicas_Relevantes_y,Percentual_Imovel_Total_Investido_y,Categoria,Data_Referencia,Versao,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
01.601.918/0001-59,2024-03-31,1,Imóveis para renda acabados,Eusébio Matoso,Av Eusébio Matoso nº 891 - São Paulo - SP,5279.94,6.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,2024-12-31,1.0,Av Eusébio Matoso nº 891 - São Paulo - SP,2024-12-13,5279.94,6.0,,0.92,0.81
01.601.918/0001-59,2024-06-30,1,Imóveis para renda acabados,Eusébio Matoso,Av Eusébio Matoso nº 891 - São Paulo - SP,5279.94,6.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,2024-12-31,1.0,Av Eusébio Matoso nº 891 - São Paulo - SP,2024-12-13,5279.94,6.0,,0.92,0.81
01.601.918/0001-59,2024-09-30,1,Imóveis para renda acabados,Eusébio Matoso,Av Eusébio Matoso nº 891 - São Paulo - SP,5279.94,6.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,2024-12-31,1.0,Av Eusébio Matoso nº 891 - São Paulo - SP,2024-12-13,5279.94,6.0,,0.92,0.81
07.000.400/0001-46,2024-03-31,1,Imóveis para renda acabados,Sede I - Antenas,"Sbs Quadra 1, S/n, Sem Complemento, Asa Sul, Brasilia/DF, Brasil, 70072-900",40.4,1.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-06-30,1.0,"Sbs Quadra 1, S/n, Sem Complemento, Asa Sul, Brasilia/DF, Brasil, 70072-900",2024-06-05,40.4,1.0,Nenhuma caracterítica que destoe das demais,0.0,0.0
07.000.400/0001-46,2024-03-31,1,Imóveis para renda acabados,Sede I - Brasilia,"Sbs Quadra 1 Bloco E Lote 24, S/n, Sem Complemento, Asa Sul, Brasilia/DF, Brasil, 70072-900",46175.4,1.0,Direito de propriedade,0.0,0.0,0.76,,,,,,,,,,,,,,,,2024-06-30,1.0,"Sbs Quadra 1 Bloco E Lote 24, S/n, Sem Complemento, Asa Sul, Brasilia/DF, Brasil, 70072-900",2024-06-05,46175.4,1.0,Nenhuma caracterítica que destoe das demais,0.76,0.76
07.000.400/0001-46,2024-06-30,1,Imóveis para renda acabados,Sede I - Antenas,"Sbs Quadra 1, S/n, Sem Complemento, Asa Sul, Brasilia/DF, Brasil, 70072-900",40.4,1.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-06-30,1.0,"Sbs Quadra 1, S/n, Sem Complemento, Asa Sul, Brasilia/DF, Brasil, 70072-900",2024-06-05,40.4,1.0,Nenhuma caracterítica que destoe das demais,0.0,0.0
07.000.400/0001-46,2024-06-30,1,Imóveis para renda acabados,Sede I - Brasilia,"Sbs Quadra 1 Bloco E Lote 24, S/n, Sem Complemento, Asa Sul, Brasilia/DF, Brasil, 70072-900",46175.4,1.0,Direito de propriedade,0.0,0.0,0.76,,,,,,,,,,,,,,,,2024-06-30,1.0,"Sbs Quadra 1 Bloco E Lote 24, S/n, Sem Complemento, Asa Sul, Brasilia/DF, Brasil, 70072-900",2024-06-05,46175.4,1.0,Nenhuma caracterítica que destoe das demais,0.76,0.76
08.098.114/0001-28,2024-03-28,1,Imóveis para renda acabados,Loja - Centro E Call Center,"Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",3031.91,1.0,Direito de propriedade,0.46,0.0,0.0,,,,,,,,,,,,,,,,2024-12-31,1.0,"Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",2024-11-26,6654.76,1.0,Não há,0.03,0.03
08.098.114/0001-28,2024-03-28,1,Imóveis para renda acabados,Loja - Nova Iguaçu,"Cidade de Nova Iguaçu, Rio de Janeiro, na Avenida Nilo Peçanha, 176 e 186",4457.25,1.0,Direito de propriedade,0.0,0.0,0.04,,,,,,,,,,,,,,,,2024-06-28,1.0,"Cidade de Nova Iguaçu, Rio de Janeiro, na Avenida Nilo Peçanha, 176 e 186",2024-04-15,4457.25,1.0,Direito de propriedade,0.03,0.03
08.098.114/0001-28,2024-03-28,1,Imóveis para renda acabados,Loja - Shopping Goiânia,"Cidade de Goiânia, Goiás, na Avenida T-10, 1.300",2400.0,1.0,Direito de propriedade,0.0,0.0,0.02,,,,,,,,,,,,,,,,2024-09-30,1.0,"Cidade de Goiânia, Goiás, na Avenida T-10, 1.300",2024-07-29,2400.0,1.0,Não há,0.02,0.02
08.098.114/0001-28,2024-06-28,1,Imóveis para renda acabados,Loja - Centro E Call Center,"Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",3031.91,1.0,Direito de propriedade,1.0,0.0,0.0,,,,,,,,,,,,,,,,2024-12-31,1.0,"Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",2024-11-26,6654.76,1.0,Não há,0.03,0.03
08.098.114/0001-28,2024-06-28,1,Imóveis para renda acabados,Loja - Shopping Goiânia,"Cidade de Goiânia, Goiás, na Avenida T-10, 1.300",2400.0,1.0,Direito de propriedade,0.0,0.0,0.02,,,,,,,,,,,,,,,,2024-09-30,1.0,"Cidade de Goiânia, Goiás, na Avenida T-10, 1.300",2024-07-29,2400.0,1.0,Não há,0.02,0.02
08.098.114/0001-28,2024-09-30,1,Imóveis para renda acabados,Loja - Centro E Call Center,"Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",6654.76,1.0,Direito de propriedade,1.0,0.0,0.0,,,,,,,,,,,,,,,,2024-12-31,1.0,"Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",2024-11-26,6654.76,1.0,Não há,0.03,0.03
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Wyndham Berrini,"Rua Heinrich Hertz 14,São Paulo, SP, 04575-000",26.13,1.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-03-31,1.0,"Rua Heinrich Hertz, 14, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04575-000",2024-02-25,29.0,1.0,Direito de propriedade,0.0,0.15
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Intercity Premium Ibirapuera,"Av. Ibirapuera 2577, São Paulo, SP, 04029-200",26.6,4.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-09-30,1.0,"Avenida Ibirapuera, 2577, Sem Complemento, Indianopolis, Sao Paulo/SP, Brasil, 04029-200",2024-08-25,26.6,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Estanplaza International,"Rua Fernandes Moreira 1293, São Paulo, SP, 04716-003",1.11,40.0,Direito de propriedade,0.0,0.0,0.03,,,,,,,,,,,,,,,,2024-09-30,1.0,"Rua Fernandes Moreira, 1293, Sem Complemento, Chacara Santo Antonio Zona Sul, Sao Paulo/SP, Brasil, 04716-003",2024-08-14,26.6,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Blue Tree Faria Lima,"Av. Brigadeiro Faria Lima 3989, São Paulo, SP, 04538-133",35.43,7.0,Direito de propriedade,0.0,0.0,0.01,,,,,,,,,,,,,,,,2024-09-30,1.0,"Avenida Brigadeiro Faria Lima, 3989, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 00004-538",2024-07-22,26.86,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Blue Tree Faria Lima,"Av. Brigadeiro Faria Lima 3989, São Paulo, SP, 04538-133",35.43,7.0,Direito de propriedade,0.0,0.0,0.01,,,,,,,,,,,,,,,,2024-12-31,1.0,"Avenida Brigadeiro Faria Lima, 3989, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 00004-538",2024-11-11,26.86,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Blue Tree Faria Lima,"Av. Brigadeiro Faria Lima 3989, São Paulo, SP, 04538-133",35.43,7.0,Direito de propriedade,0.0,0.0,0.01,,,,,,,,,,,,,,,,2024-12-31,1.0,"Avenida Brigadeiro Faria Lima, 3989, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 00004-538",2024-12-04,26.86,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Ibis Budget Paulista,"Rua da Consolação 2303, São Paulo, SP, 01301-100",19.75,6.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-12-31,1.0,"Rua Da Consolacao, 2303, Sem Complemento, Consolacao, Sao Paulo/SP, Brasil, 01301-100",2024-10-07,12.72,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Park Inn by Radisson Berrini,"Rua Quintana 963,São Paulo, SP, 04569-011",19.75,6.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-06-30,1.0,"Rua Quintana, 963, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011",2024-05-19,28.4,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Park Inn by Radisson Berrini,"Rua Quintana 963,São Paulo, SP, 04569-011",19.75,6.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-06-30,1.0,"Rua Quintana, 963, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011",2024-05-09,28.4,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Park Inn by Radisson Berrini,"Rua Quintana 963,São Paulo, SP, 04569-011",19.75,6.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-09-30,1.0,"Rua Quintana, 963, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011",2024-08-14,28.4,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Park Inn by Radisson Berrini,"Rua Quintana 963,São Paulo, SP, 04569-011",19.75,6.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-09-30,1.0,"Rua Quintana, 963, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011",2024-08-28,28.4,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Park Inn by Radisson Berrini,"Rua Quintana 963,São Paulo, SP, 04569-011",19.75,6.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-09-30,1.0,"Rua Quintana, 963, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011",2024-09-12,28.4,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-03-31,1,Imóveis para renda acabados,Park Inn by Radisson Berrini,"Rua Quintana 963,São Paulo, SP, 04569-011",19.75,6.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-09-30,1.0,"Rua Quintana, 963, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011",2024-09-18,28.4,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-06-30,1,Imóveis para renda acabados,Intercity Premium Ibirapuera,"Av. Ibirapuera 2577, São Paulo, SP, 04029-200",26.6,4.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-09-30,1.0,"Avenida Ibirapuera, 2577, Sem Complemento, Indianopolis, Sao Paulo/SP, Brasil, 04029-200",2024-08-25,26.6,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-06-30,1,Imóveis para renda acabados,Blue Tree Faria Lima,"Av. Brigadeiro Faria Lima 3989, São Paulo, SP, 04538-133",35.43,7.0,Direito de propriedade,0.0,0.0,0.01,,,,,,,,,,,,,,,,2024-09-30,1.0,"Avenida Brigadeiro Faria Lima, 3989, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 00004-538",2024-07-22,26.86,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-06-30,1,Imóveis para renda acabados,Blue Tree Faria Lima,"Av. Brigadeiro Faria Lima 3989, São Paulo, SP, 04538-133",35.43,7.0,Direito de propriedade,0.0,0.0,0.01,,,,,,,,,,,,,,,,2024-12-31,1.0,"Avenida Brigadeiro Faria Lima, 3989, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 00004-538",2024-11-11,26.86,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-06-30,1,Imóveis para renda acabados,Blue Tree Faria Lima,"Av. Brigadeiro Faria Lima 3989, São Paulo, SP, 04538-133",35.43,7.0,Direito de propriedade,0.0,0.0,0.01,,,,,,,,,,,,,,,,2024-12-31,1.0,"Avenida Brigadeiro Faria Lima, 3989, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 00004-538",2024-12-04,26.86,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-06-30,1,Imóveis para renda acabados,Ibis Budget Paulista,"Rua da Consolação 2303, São Paulo, SP, 01301-100",19.75,6.0,Direito de propriedade,0.0,0.0,0.01,,,,,,,,,,,,,,,,2024-12-31,1.0,"Rua Da Consolacao, 2303, Sem Complemento, Consolacao, Sao Paulo/SP, Brasil, 01301-100",2024-10-07,12.72,1.0,Direito de Propriedade,0.0,0.0
08.706.065/0001-69,2024-06-30,1,Imóveis para renda acabados,Estanplaza International,"Rua Fernandes Moreira 1293, São Paulo, SP, 04716-003",1.11,40.0,Direito de propriedade,0.0,0.0,0.05,,,,,,,,,,,,,,,,2024-09-30,1.0,"Rua Fernandes Moreira, 1293, Sem Complemento, Chacara Santo Antonio Zona Sul, Sao Paulo/SP, Brasil, 04716-003",2024-08-14,26.6,1.0,Direito de Propriedade,0.0,0.0
