CNPJ_Fundo,Nome_Fundo,Lucro_Contabil,Rendimentos_Declarados,%Distribuido
00.332.266/0001-31,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,0.0,12894573.47,inf
00.868.235/0001-08,FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES,0.0,3856436.0,inf
01.201.140/0001-90,FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,0.0,20990591.04,inf
01.201.140/0001-90,FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,0.0,42713412.0,inf
01.201.140/0001-90,FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,0.0,19526131.2,inf
01.201.140/0001-90,FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,0.0,33560538.0,inf
01.497.954/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,0.0,-0.0,-inf
01.497.954/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,0.0,946276.74,inf
01.497.954/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,120556.9,120556.9,100.0
01.497.954/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,0.0,578256.36,inf
01.633.741/0001-72,FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,0.0,48312.1,inf
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,0.0,328499.77,inf
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,0.0,142666.7,inf
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,0.0,4827825.75,inf
01.657.856/0001-05,SCP FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,346228.67,inf
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,0.0,3163499.68,inf
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,0.0,7022970.0,inf
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,0.0,2061747.0,inf
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,0.0,5238927.0,inf
03.507.519/0001-59,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,0.0,7605785.5,inf
03.507.519/0001-59,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,0.0,13390810.5,inf
03.507.519/0001-59,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,0.0,7794560.0,inf
03.507.519/0001-59,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,0.0,13792717.5,inf
03.683.056/0001-86,FUNDO DE INVESTIMENTO IMOBILIARIO RIOBRAVO RENDA CORPORATIVA,0.0,16239058.0,inf
03.855.441/0001-63,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,0.0,2037858.34,inf
03.855.441/0001-63,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,0.0,4667978.15,inf
03.855.441/0001-63,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,0.0,-0.0,-inf
03.855.441/0001-63,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,0.0,6261085.78,inf
04.066.582/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,0.0,1444130.51,inf
04.066.582/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,0.0,1999893.17,inf
04.066.582/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,0.0,1323028.34,inf
04.066.582/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,0.0,1991637.95,inf
04.141.645/0001-03,FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,0.0,7759365.37,inf
04.722.883/0001-02,FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,0.0,5275928.78,inf
04.722.883/0001-02,FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,0.0,9744825.35,inf
04.722.883/0001-02,FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,0.0,3534284.9,inf
04.722.883/0001-02,FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,0.0,7939919.0,inf
06.175.262/0001-73,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,0.0,1034577.44,inf
06.175.262/0001-73,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,0.0,2020471.64,inf
06.175.262/0001-73,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,0.0,1208892.57,inf
06.175.262/0001-73,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST - FII,0.0,2453312.66,inf
07.000.400/0001-46,BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO,0.0,10253779.3,inf
07.000.400/0001-46,BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO,0.0,20702167.37,inf
07.000.400/0001-46,BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO,0.0,10430856.61,inf
07.000.400/0001-46,BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO,0.0,20929313.0,inf
07.122.725/0001-00,FII TORRE ALMIRANTE,0.0,463917.44,inf
07.122.725/0001-00,FII TORRE ALMIRANTE,0.0,818025.43,inf
07.224.019/0001-60,FII SHOPPING PARQUE D. PEDRO,0.0,29255693.51,inf
07.224.019/0001-60,FII SHOPPING PARQUE D. PEDRO,0.0,56234848.44,inf
07.224.019/0001-60,FII SHOPPING PARQUE D. PEDRO,0.0,32384789.9,inf
07.224.019/0001-60,FII SHOPPING PARQUE D. PEDRO,0.0,60505467.81,inf
07.789.135/0001-27,FII ANCAR IC,2688063.16,27674179.87,1029.52
08.014.513/0001-63,FII HOSPITAL NOSSA SENHORA DE LOURDES,0.0,1759581.66,inf
08.014.513/0001-63,FII HOSPITAL NOSSA SENHORA DE LOURDES,0.0,2496015.5,inf
08.014.513/0001-63,FII HOSPITAL NOSSA SENHORA DE LOURDES,0.0,4742637.56,inf
08.014.513/0001-63,FII - HOSPITAL NOSSA SENHORA DE LOURDES,0.0,10597233.94,inf
08.098.114/0001-28,HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,882248.51,14310347.49,1622.03
08.098.114/0001-28,HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,470186.59,28620694.99,6087.09
08.417.532/0001-30,FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,0.0,3277954.67,inf
08.417.532/0001-30,FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,0.0,6502043.62,inf
08.417.532/0001-30,FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,0.0,-0.0,-inf
08.417.532/0001-30,FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,0.0,6079598.51,inf
08.706.065/0001-69,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,0.0,3270614.39,inf
08.706.065/0001-69,FII HOTEL MAXINVEST,0.0,8448491.27,inf
08.924.783/0001-01,BTG PACTUAL CORPORATE OFFICE FUND,0.0,43960360.78,inf
08.924.783/0001-01,FII BTG PACTUAL CORPORATE OFFICE FUND,0.0,82080616.0,inf
08.924.783/0001-01,FII BTG PACTUAL CORPORATE OFFICE FUND,0.0,34223320.38,inf
08.924.783/0001-01,BTG PACTUAL CORPORATE OFFICE FUND,0.0,71472651.43,inf
09.072.017/0001-29,CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,24462777.8,inf
09.072.017/0001-29,CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,52116352.9,inf
09.072.017/0001-29,CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,27653575.15,inf
09.072.017/0001-29,CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,59088835.0,inf
09.517.273/0001-82,SEQUÓIA III RENDA IMOBILIÁRIA FII,482597.43,3030028.86,627.86
09.517.273/0001-82,SEQUÓIA III RENDA IMOBILIÁRIA FII,99138.41,6120056.89,6173.24
09.517.273/0001-82,SEQUÓIA III RENDA IMOBILIÁRIA FII,824453.24,3209973.01,389.35
09.517.273/0001-82,SEQUÓIA III RENDA IMOBILIÁRIA FII,408542.05,6478148.47,1585.67
09.552.812/0001-14,FII BTG PACTUAL FUNDO DE CRI,0.0,19552844.49,inf
09.552.812/0001-14,FII BTG PACTUAL FUNDO DE CRI,0.0,39352496.44,inf
09.552.812/0001-14,FII BTG PACTUAL FUNDO DE CRI,0.0,19759231.22,inf
09.552.812/0001-14,FUNDO DE INVESTIMENTO IMOB - BTG PACTUAL CRÉDITO IMOBILIÁRIO,0.0,42235801.79,inf
10.347.505/0001-80,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0,66499.1,inf
10.347.505/0001-80,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0,144290.5,inf
10.347.505/0001-80,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0,51442.7,inf
10.347.505/0001-80,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0,116687.1,inf
10.375.382/0001-91,FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,2262873.18,inf
10.375.382/0001-91,FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,3997789.9,inf
10.375.382/0001-91,FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,1945875.88,inf
10.427.246/0001-06,FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,0.0,4974794.98,inf
10.427.246/0001-06,FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,0.0,9601178.45,inf
10.427.246/0001-06,FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,0.0,4915778.47,inf
10.427.246/0001-06,FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,0.0,12454417.25,inf
10.456.799/0001-89,FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,0.0,3356646.49,inf
10.456.799/0001-89,FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,0.0,7037697.0,inf
10.456.799/0001-89,FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,0.0,5468098.74,inf
10.456.799/0001-89,FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,0.0,10894862.5,inf
10.456.810/0001-00,MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,0.0,736610.43,inf
10.456.810/0001-00,MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV IMOBILIÁRIO,0.0,1528814.1,inf
10.456.810/0001-00,MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV IMOBILIÁRIO,3123.61,884859.07,28328.09
10.869.155/0001-12,FII PARQUE DOM PEDRO SHOPPING CENTER,0.0,11164352.32,inf
10.869.155/0001-12,FII PARQUE DOM PEDRO SHOPPING CENTER,0.0,21458904.33,inf
10.869.155/0001-12,FII PARQUE DOM PEDRO SHOPPING CENTER,0.0,12505494.97,inf
10.869.155/0001-12,FII PARQUE DOM PEDRO SHOPPING CENTER,0.0,23259726.0,inf
11.026.627/0001-38,FII BTG PACTUAL FUNDO DE FUNDOS,0.0,43818268.47,inf
11.026.627/0001-38,FII BTG PACTUAL FUNDO DE FUNDOS,0.0,83115047.4,inf
11.026.627/0001-38,FII BTG PACTUAL FUNDO DE FUNDOS,0.0,43826529.45,inf
11.026.627/0001-38,FII BTG PACTUAL FUNDO DE FUNDOS,0.0,84626230.1,inf
11.044.355/0001-07,STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,3888677.19,inf
11.044.355/0001-07,STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,141738.33,7438506.99,5248.06
