Nome_Fundo,Publico_Alvo
TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII BRASIL LAND,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO FUTURO,INVESTIDOR QUALIFICADO
TREECORP REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - I,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL,INVESTIDOR QUALIFICADO
HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA,INVESTIDOR QUALIFICADO
TRADE INVEST CARE II FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO JAGUAR,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO MILLENIUM - FII,INVESTIDOR PROFISSIONAL
SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
AIRPORT TOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII REC RECEBÍVEIS IMOBILIÁRIOS,INVESTIDORES EM GERAL
SUNO AGRO FIAGRO-IMOBILIARIO - SUNO AGRO FII,INVESTIDORES EM GERAL
SICOOB AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SABUGAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BASILICA PARTNERS LED COPORATE,INVESTIDOR QUALIFICADO
RIZA ARCTIUM REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
XP CRÉDITO IMOBILIÁRIO FII,INVESTIDORES EM GERAL
XP INDUSTRIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOB OURINVEST RENDA ESTRUTURADA,INVESTIDORES EM GERAL
TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - OURINVEST RE I,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI CRI,INVESTIDORES EM GERAL
ALIANZA TRUST RENDA IMOBILIARIA FII,INVESTIDORES EM GERAL
XP MALLS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FII IRIDIUM RECEBIVEIS IMOBILIARIOS,INVESTIDORES EM GERAL
FII HOSPITAL UNIMED SUL CAPIXABA,INVESTIDORES EM GERAL
IMMOB I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIOS HIRE PROPERTIES,INVESTIDOR QUALIFICADO
TOP CENTER II FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
PRAZO EDUCACIONAL - FII,INVESTIDOR QUALIFICADO
TRANCOSO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
VBI RENDIMENTOS IMOBILIARIOS I FII,INVESTIDORES EM GERAL
RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FII RBR RENDIMENTO HIGH GRADE,INVESTIDORES EM GERAL
PÁTRIA RENDA URBANA - FII - RESPONSABILIDADE LIMITADA,INVESTIDORES EM GERAL
VALORA CRI CDI FUNDO DE INVESTIMENTO IMOBILIARIO  FII,INVESTIDORES EM GERAL
HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
PATRIA EDIFICIOS CORPORATIVOS  FII,INVESTIDOR QUALIFICADO
FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO NOVA IGUACU,INVESTIDOR PROFISSIONAL
KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,INVESTIDOR QUALIFICADO
FII RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO F2ZZ,INVESTIDOR QUALIFICADO
FII TORDESILHAS EMPREENDIMENTOS IMOBILIARIOS,INVESTIDORES EM GERAL
ENCONTRO DAS ÁGUAS II  - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
LEGATUS SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO  FII,INVESTIDORES EM GERAL
HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
PRAZO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO CCPAR,INVESTIDOR QUALIFICADO
NE LOGISTIC FII,INVESTIDOR QUALIFICADO
BRC RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO GV BLUE CHIP,INVESTIDOR QUALIFICADO
VX XII - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
HABITAT RECEBÍVEIS PULVERIZADOS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO BACURI,INVESTIDOR PROFISSIONAL
RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FII,INVESTIDORES EM GERAL
V2 PRIME PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
KINEA CO-INVESTIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
VBI ULIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII MULTI RENDA URBANA,INVESTIDORES EM GERAL
JPP CAPITAL RECEBÍVEIS IMOBILIÁRIOS,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII VITACON,INVESTIDOR QUALIFICADO
GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
XP SELECTION FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
HECTARE DESENVOLVIMENTO STUDENT HOUSING - FII,INVESTIDORES EM GERAL
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FII,INVESTIDORES EM GERAL
SÃO JORGE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
MULTIOFFICES 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
ELEV BRÁS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
PORTO PREMIUM FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO ECOPARQUE,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS,INVESTIDOR QUALIFICADO
AGRI8 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO AMÉRICA LOGÍSTICA,INVESTIDORES EM GERAL
APOLLO CORPORATE FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
JACARANDA I FII,INVESTIDOR QUALIFICADO
CAIXA RIO BRAVO FUNDO DE FII II,INVESTIDORES EM GERAL
HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
PROLOGIS BRAZIL LOGISTICS VENTURE FII,INVESTIDOR PROFISSIONAL
BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS - FII,INVESTIDORES EM GERAL
CARTESIA RECEBIVEIS IMOB,INVESTIDORES EM GERAL
G5 ALLOCATION FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
MB BI - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
PRIME REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII REC RENDA IMOBILIÁRIA,INVESTIDORES EM GERAL
SNOWBIRD MASTER FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
SNOWBIRD PARALELL FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
VENETO FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
DALLAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
CMX REALTY III FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII RBR DESENVOLVIMENTO III,INVESTIDOR QUALIFICADO
VIC DESENVOLVIMENTO - VINTAGE 20/21 FII,INVESTIDOR PROFISSIONAL
NEWPORT LOGISTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
PLURAL RECEBÍVEIS IMOBILIÁRIOS FII,INVESTIDORES EM GERAL
M8 FUNDO DE INVESTIMENTO IMOBILIARIO MULTIESTRATEGIA,INVESTIDOR PROFISSIONAL
VBI AGRO - FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
PATRIA IMOBILIÁRIO FOF - FII - RESPONSABILIDADE LIMITADA,INVESTIDORES EM GERAL
HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
SANTANDER PAPÉIS IMOBILIÁRIOS CDI FII,INVESTIDORES EM GERAL
HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
HSI LOG II FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SANTANDER RENDA DE ALUGUÉIS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL SHOPPINGS,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - AVM FII,INVESTIDOR QUALIFICADO
LOTEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FRAM CAPITAL PENHA FUNDO DE INVESTIMENTO OMOBILIÁRIO,INVESTIDOR QUALIFICADO
FRAM CAPITAL TESSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
AUREA EXTREMA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
INTRABANK FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
YORK - FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I FII,INVESTIDOR QUALIFICADO
SÃO MIGUEL DOS MILAGRES FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FII RB CAPITAL I FUNDO DE FUNDOS,INVESTIDORES EM GERAL
CAPITANIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI,INVESTIDORES EM GERAL
BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
G5 CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO - MOGNO HOTEIS,INVESTIDORES EM GERAL
VALORA CRI INDICE DE PRECO - FII,INVESTIDORES EM GERAL
URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CF2 FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
HECTARE RECEBÍVEIS HIGH GRADE - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO JAPURÁ,INVESTIDOR PROFISSIONAL
ARC FUNDO DE INVESTIMENTO IMOBILIÁRIO III - FII,INVESTIDOR QUALIFICADO
INTER LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CAPITANIA HBC RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
IMMOB III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
RBR DESENVOLVIMENTO COMERCIAL I - FII,INVESTIDOR QUALIFICADO
PERFORMA REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
INTER RESIDENCE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
TISHMAN SPEYER RENDA CORPORATIVA FII,INVESTIDORES EM GERAL
HIRE LOG I - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
CIVITAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
VBI OFFICE FUND II FII,INVESTIDORES EM GERAL
BRIX FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
LOTE M2 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOB,INVESTIDORES EM GERAL
VBI REITS FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BARZEL CD1 FII RESPONSABILIDADE LIMITADA,INVESTIDORES EM GERAL
HEDGE SHOPPING PARQUE DOM PEDRO FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO  FII GOLDEN LOGISTICA,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO  VBI PRIME PROPERTIES,INVESTIDORES EM GERAL
FII RBR CREDITO IMOBILIARIO SPECIAL OPPORTUNITIES,INVESTIDOR QUALIFICADO
RB CAPITAL LOGISTICO FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR PROFISSIONAL
NAVI IMOBILIARIO TOTAL RETURN FII,INVESTIDORES EM GERAL
RAIZZ RENDA LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
HEDGE PALADIN DESIGN OFFICES FUNDO DE INVESTIMENTO IMOB,INVESTIDOR QUALIFICADO
HEDGE SEED FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
RBR DES COMERCIAL FEEDER FOF FII,INVESTIDOR PROFISSIONAL
RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FII,INVESTIDORES EM GERAL
MILETO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
JACARANDA 02 FUNDO DE INVESTIMENTO IMOBILIARIO FII,INVESTIDOR QUALIFICADO
CAPITAL RS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CV HAUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
XP EXETER DESENVOLVIMENTO LOGISTICO - FII,INVESTIDOR PROFISSIONAL
BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
ARCH  EDIFICIOS CORPORATIVOS FII,INVESTIDORES EM GERAL
JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
GOLGI FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
JIVE ATIVOS IMOBILIÁRIOS III - FII,INVESTIDOR QUALIFICADO
ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
DARP JIVE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
PLATINIUM XXI FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
BTSP I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
VINCI FULWOOD DESENV LOGÍSTICO FUNDO DE INVEST IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TELLUS DESENVOLVIMENTO LOGISTICO FII,INVESTIDORES EM GERAL
VERSALHES RECEBÍVEIS IMOBILIÁRIOS - FII,INVESTIDORES EM GERAL
PIEMONTE - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
INTER TEVA ÍNDICE DE TIJOLO - FII,INVESTIDORES EM GERAL
POSITIVO III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
INTER TEVA ÍNDICE DE PAPEL - FII,INVESTIDORES EM GERAL
TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
TANTOU FII RESPONSABILIDADE LIMITADA.,INVESTIDOR PROFISSIONAL
YUCA FII,INVESTIDOR PROFISSIONAL
VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA,INVESTIDORES EM GERAL
JFL LIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
GENIAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BARRA MALLS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
LWTC FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
RIO BRAVO RENDA RESIDENCIAL FII,INVESTIDORES EM GERAL
ALDEOTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
JBFO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIARIO FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL AGRO LOGISTICA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO FII RBR DESENVOLVIMENTO IV,INVESTIDOR QUALIFICADO
AF INVEST CRI FII,INVESTIDORES EM GERAL
BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES FII,INVESTIDOR PROFISSIONAL
MAUA CAPITAL REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
VÊNUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
KILIMA FUNDO DE INV EM COTAS DE FII SUNO 30,INVESTIDOR QUALIFICADO
MEZANINO ESTRUTURADO FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
KRONOS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
STRUAN - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
VALORA HEDGE,INVESTIDORES EM GERAL
R CAP 1810 FUNDO DE FUNDOS - FUNDO DE INVEST IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
APOLLO 11 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
RADOMA 16 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
ABEL 33 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
BTSP II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
ENERGY RESORT FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
GALAPAGOS RECEBÍVEIS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO,INVESTIDORES EM GERAL
DEVANT RECEBÍVEIS IMOBILIÁRIOS FII,INVESTIDORES EM GERAL
FII REC LOGISTICA,INVESTIDORES EM GERAL
BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
XP IDEA!ZARVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
LAGO DA PEDRA - FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
ESTOQUE RJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN REAL ESTATE,INVESTIDOR QUALIFICADO
FBV KEYDEV FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
VÊNUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CENU FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
PANORAMA DESENVOLVIMENTO LOGÍSTICO FII,INVESTIDORES EM GERAL
RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FII,INVESTIDORES EM GERAL
PETTRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
CONTE BIANCAMANO FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FII BLUE RECEBÍVEIS IMOBILIÁRIOS,INVESTIDORES EM GERAL
SERRA VERDE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
ALIANZA DIGITAL REALTY FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
GALAPAGOS RECEBIVEIS IMOBILIARIOS FUNDO DE INV. IMOBILIARIO,INVESTIDORES EM GERAL
DAYCOVAL RE MULTIESTRATÈGIA FII RL,INVESTIDORES EM GERAL
FII BTG PACTUAL AAA CORPORATE OFFICE FUND,INVESTIDOR PROFISSIONAL
CVPAR FUNDO DE INVESTIMENTO IMOBILIARIO DE CRI,INVESTIDOR PROFISSIONAL
IMMOB V DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
HGI CREDITOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I,INVESTIDOR QUALIFICADO
IC LOTEAMENTOS E RECEBIVEIS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA IMÓVEIS CORPORATIVOS,INVESTIDORES EM GERAL
TELLUS HEALTHCARE & MIXED USE FEEDER FII,INVESTIDOR PROFISSIONAL
BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
F.I.I. HOSPITAL UNIMED CAMPINA GRANDE,INVESTIDORES EM GERAL
IBIZA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
POMPEIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BII VENTURA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
BASÍLICA PARTNERS MEDWELL,INVESTIDOR QUALIFICADO
TJK RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTOS IMOBILIÁRIOS,INVESTIDORES EM GERAL
FII - DEVANT FUNDO DE FUNDOS IMOBILIÁRIOS,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO STAR,INVESTIDOR QUALIFICADO
SUNO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FII MAUA CAPITAL DESENVOLVIMENTO URBANO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO DE CRI INTEGRAL BREI,INVESTIDORES EM GERAL
ALIANZA ITACA DESENVOLVIMENTO FII,INVESTIDOR QUALIFICADO
ALIANZA CREDITO IMOBILIARIO FII,INVESTIDORES EM GERAL
NAVI CREDITO IMOBILIARIO - FII,INVESTIDORES EM GERAL
SUNO LOG FII,INVESTIDORES EM GERAL
VECTIS RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
