Nome_Fundo,Publico_Alvo
LOFT III FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
BLUECAP DESENVOLVIMENTO LOGÍSTICO I FII,INVESTIDOR PROFISSIONAL
FII DESENVOLVIMENTO 1 MODALMAIS,INVESTIDOR QUALIFICADO
JAFFA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO  DEVELOPMENT V1,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGENCIAS,INVESTIDORES EM GERAL
SUPREMO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
KIJANI ASATALA FIAGRO,INVESTIDORES EM GERAL
HIGH FUNDO DE INVESRIMENTO AGRO - FIAGRO - IMOBILIÁRIO,INVESTIDORES EM GERAL
GREEN LOG FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FI NAS CAD PROD AGROINDUSTRIAIS RIZA FIAGRO IMOBILIÁRIO,INVESTIDORES EM GERAL
FLAMENGO FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
ZAVIT REAL ESTATE FUND - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
REAG LOGÍSTICA INDUSTRIAL FUNDO DE INVESTIMENTO,INVESTIDOR PROFISSIONAL
JASC RENDA VAREJO ESSENCIAL - FII,INVESTIDORES EM GERAL
GLOBAL APARTAMENTOS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
FII PANORAMA LAST MILE SBC,INVESTIDOR PROFISSIONAL
FRAM CAPITAL HELMER FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BR7 SENADO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
EQI RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO FII,INVESTIDORES EM GERAL
IRIDIUM FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FII BTG PACTUAL TERRAS AGRICOLAS,INVESTIDORES EM GERAL
SUNO RECEBIVEIS IMOBILIARIOS FII,INVESTIDORES EM GERAL
CATUAI VBI TRIPLE A FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
ALIANZA URBAN HUB RENDA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
EXES FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO MAUA CAPITAL MPD,INVESTIDOR PROFISSIONAL
VALORA CRA - FIAGROIMOBILIARIO,INVESTIDORES EM GERAL
COSMIC - FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
BRIO MULTIESTRATEGIA - FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
RBR PLUS MULTIESTRATEGIA REAL ESTATE FII,INVESTIDORES EM GERAL
FUNDO DE INV. IMOBILIARIO  LEBLON REALTY DESENVOLVIMENTO I,INVESTIDORES EM GERAL
FUNDO DE INVEST. IMOB. HOSPITAL INVESTCOOP NACIONAL,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO ROOFTOP II,INVESTIDOR QUALIFICADO
OURINVEST INNOVATION FIAGRO IMOBILIARIO,INVESTIDORES EM GERAL
BS2 ALLINVESTMENTS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TISHMAN SPEYER FII,INVESTIDOR QUALIFICADO
COXIM FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
ECOAGRO I,INVESTIDORES EM GERAL
FRONTEIRA MULTI FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
MARESIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
MIRANTE REALTY RECEBIVEIS IMOBILIARIOS,INVESTIDOR PROFISSIONAL
WHG REAL ESTATE FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
FII GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA I,INVESTIDORES EM GERAL
XPCA FIAGRO IMOB,INVESTIDORES EM GERAL
PLURAL BRB CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO,INVESTIDORES EM GERAL
MOGNO RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
CF3 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
CONTE ROSSO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
RIO NEGRO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TARUMÃ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SATURNO FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
RDP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
CLD GUARULHOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,INVESTIDORES EM GERAL
LUCERNA FUNDO DE INVESTIMENTO IMOBILIÁRIOS,INVESTIDOR PROFISSIONAL
HIGH FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FLORIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
BARZEL RETAIL FII  RESPONSABILIDADE LIMITADA,INVESTIDORES EM GERAL
BRASIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
EVORIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
ANGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
VBI RENDA PREFERENCIAL FII,INVESTIDOR PROFISSIONAL
VINCI OPORTUNIDADE RESIDENCIAL FII R LTDA,INVESTIDOR PROFISSIONAL
BARZEL BLP FII RESPONSABILIDADE LIMITADA,INVESTIDORES EM GERAL
INSTANT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CARTEIRA IMOBILIÁRIA,INVESTIDORES EM GERAL
JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
TELLUS DESENVOLVIMENTO RESIDENCIAL FII,INVESTIDOR PROFISSIONAL
OPPORTUNITY BALASSIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
KILIMA VOLKANO REC IMOBILIARIOS FII,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS,INVESTIDORES EM GERAL
PORT2 FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
XP EXETER II DESENVOLVIMENTO LOGISTICO FII,INVESTIDOR PROFISSIONAL
ITAÚ ASSET RURAL FIAGRO - IMOBILIÁRIO,INVESTIDORES EM GERAL
KINEA CREDITAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
VECTIS DATAGRO CRÉD AGRONEGÓCIO FI NAS CADEIAS PROD AGRO IMO,INVESTIDORES EM GERAL
RBR PREMIUM RECEBÍVEIS IMOB FUNDO INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BRAY REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
ARAGUAIA FII RESP LIMT,INVESTIDOR PROFISSIONAL
FYTO RECEBIVEIS DO AGRONEGOCIO - FIAGRO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INSVESTIMENTO IMOBILIARIO PRIME OFFICES III,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO  BRICK 80,INVESTIDOR PROFISSIONAL
CAPITANIA AGRO STRATEGIES - FIAGRO-IMOBILIARIO,INVESTIDORES EM GERAL
SPECIALE REAL ESTATE DEVELOPMENT FII,INVESTIDOR PROFISSIONAL
BB FUNDO DE INVESTIMENTO DE CRÉDITO FIAGRO-IMOBILIÁRIO,INVESTIDORES EM GERAL
LESTE FI NAS CAD PROD AGROINDUSTRIAIS - FIAGRO - IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
PGP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO BIG BOX,INVESTIDORES EM GERAL
WITEX FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
INTER AMERRA - FIAGRO - IMOBILIÁRIO,INVESTIDORES EM GERAL
KINEA PREMIUM PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
KINEA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
KINEA UNIQUE HY CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FII HIRE RESIDENCIAL I - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BARZEL SP FII RESPONSABILIDADE LIMITADA,INVESTIDORES EM GERAL
JACARANDÁ 03 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
BRIO REAL ESTATE IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
JGP CRÉDITO - FIAGRO - IMOBILIÁRIO,INVESTIDORES EM GERAL
DEVANT FIAGRO-IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
MANATÍ CAPITAL HEDGE FUND FII,INVESTIDOR PROFISSIONAL
DEVANT PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
GHIA DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
BTG PACTUAL CREDITO PARA INCORPORACAO  FII,INVESTIDORES EM GERAL
FII MAUA PROPRIEDADES PARA INVESTIMENTO,INVESTIDOR PROFISSIONAL
RBR MALLS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO APEX MALLS FII,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO SPX SYN MULTIESTRATEGIA,INVESTIDORES EM GERAL
CYRELA DESENVOLVIMENTO LOGISTICO FII,INVESTIDOR QUALIFICADO
CANUMA CAPITAL MULTIESTRATEGIA FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO NM KSM LOG,INVESTIDOR QUALIFICADO
FII MEIRINGEN FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
DJF JIVE PROPERTIES FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
WARREN SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
PRIME HOTELS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
REAL ESTATE TRANCOSO II FII - CLASSE A,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII BIOTIC,INVESTIDOR QUALIFICADO
MODULO RENDA CORPORATIVA FII,INVESTIDORES EM GERAL
GRANBRAVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RL,INVESTIDOR PROFISSIONAL
BARZEL CEA FII RESPONSABILIDADE LIMITADA,INVESTIDORES EM GERAL
LAGUNA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
AZURITA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
KOMBI AZUL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
WHG FINVEST SP REALTY FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUNO ENERGIAS LIMPAS,INVESTIDORES EM GERAL
XP CRÉDITO AGRO FII,INVESTIDORES EM GERAL
MAUÁ CAPITAL FII,INVESTIDORES EM GERAL
JGP CRÉDITO AGRO FII,INVESTIDORES EM GERAL
NOVO CAMPO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
BRC II FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
JK 1455 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
MS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
VT TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FL SQUARE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
PDC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
TNU FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
VIC DESENVOLVIMENTO VINTAGE 22/23 FII,INVESTIDOR PROFISSIONAL
FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS EXES ARAGUAIA,INVESTIDORES EM GERAL
FLFC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
PDC II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
TRX HEDGE FII,INVESTIDORES EM GERAL
TORINO FII RESPONSABILIDADE LIMITADA,INVESTIDOR PROFISSIONAL
BRM FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
SFI INVESTIMENTOS DO AGRONEGÓCIO - FIAGRO-IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
BARRA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FII JIVE PROPERTIES III FII,INVESTIDOR QUALIFICADO
JIVE PROPERTIES MULTIESTRATEGIA FII,INVESTIDOR PROFISSIONAL
HEDGE DESENVOLVIMENTO LOGÍSTICO FII,INVESTIDOR QUALIFICADO
ARX DOVER RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FOCO FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
ASSET BANK - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
VINCI CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FII TG REAL ESTATE,INVESTIDORES EM GERAL
REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FII TG RENDA IMOBILIÁRIA,INVESTIDOR QUALIFICADO
XP 051 FIAGRO,INVESTIDOR PROFISSIONAL
AZ QUEST SOLE FII AGRO,INVESTIDOR PROFISSIONAL
BRM FUNDO DE INVESTIMENTO IMOBILIARIO II,INVESTIDOR PROFISSIONAL
TAG OCEANUS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
AROEIRA 333 RENDA LOGÍSTICA FII,INVESTIDORES EM GERAL
OCTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
MAHOGANY MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO ALUMIE,INVESTIDOR PROFISSIONAL
LBV FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
REAG RECEBÍVEIS IMOBILIÁRIOS FII,INVESTIDOR PROFISSIONAL
MOGNO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
HIGH END REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
ARTEMIS 2022 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BSB PA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CTN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO JK B - FII,INVESTIDOR QUALIFICADO
MCH TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
ALPH TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
PLANTA DESENVOLVIMENTO URBANO & RETROFIT FII,INVESTIDOR QUALIFICADO
PAN PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
GAZIN FUNO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
CANAÃ FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO,INVESTIDOR PROFISSIONAL
DAYCOVAL RETROFITS I FUNDO DE INVESTIMENTO IMOBILIARIO FII,INVESTIDOR QUALIFICADO
ZAGROS MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
TELLUS MULTIESTRATEGIA  FII,INVESTIDOR QUALIFICADO
EMPIRICA RECEBIVEIS IMOBILIARIOS FII,INVESTIDOR QUALIFICADO
BTG PACTUAL REAL ESTATE HEDGE FUND FII - FII RESP. LIMITADA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - BRICK 104,INVESTIDOR PROFISSIONAL
POXIM FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
FII VBI CRÉDITO ALOCAÇÃO ESTRATÉGICA,INVESTIDORES EM GERAL
RIZA EOS FIAGRO FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO JK B II - FII,INVESTIDOR QUALIFICADO
PDC III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
G5 EMPREENDIMENTO IMOBILIÁRIO FII,INVESTIDOR QUALIFICADO
BRC III DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FOREMAN FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
MERITO M01 FII,INVESTIDORES EM GERAL
MERITO CEMITERIOS FII,INVESTIDORES EM GERAL
PANORAMA REAL ESTATE CREDITO FII,INVESTIDOR PROFISSIONAL
GALAPAGOS SPECIAL OPORTUNITIES FII,INVESTIDORES EM GERAL
VALORA CRI INFRA FII,INVESTIDOR PROFISSIONAL
FII SULAMÉRICA REAL ESTATE,INVESTIDOR QUALIFICADO
NAVI HEDGE FII,INVESTIDORES EM GERAL
SPECIALE BLUE REAL ASSET FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
CONSORCIO DO EMPREENDIMENTO NCPFI-RJ FII,INVESTIDOR PROFISSIONAL
PEDRA ALTA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
JAI IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO EM ATIVOS DE SAUDE - SAUD,INVESTIDORES EM GERAL
REAL ESTATE SPECIAL SITUATIONS I FII,INVESTIDOR PROFISSIONAL
REAG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
PROPP I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
GREENWICH FIAGRO - IMOBILIÁRIO,INVESTIDORES EM GERAL
FG DEVELOPER INVESTIMENTOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
VENETO I FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
SINAI PRIME FUNDO DE INVESTIMENTO IMOB CLASSE ÚNICA,INVESTIDOR PROFISSIONAL
CAPITANIA SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
CIX ITAPURANGA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
CIX PONTA NEGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
CIX MUIRAQUITAN FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
051 AGRO FAZENDAS II FIAGRO,INVESTIDOR PROFISSIONAL
SPARTA FIAGRO - IMOBILIARIO,INVESTIDORES EM GERAL
CARFAN FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
CAPITANIA OFFICE FII - FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
BRK DESENVOLVIMENTO IMOBILIARIO FII,INVESTIDOR PROFISSIONAL
BRYGGEN FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
GRIFFIN FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA II,INVESTIDOR PROFISSIONAL
FRATIX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
MENESCAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
BRPR CORPORATE OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
PINHEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
CLAVE INDICES DE PRECOS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
XPCE HIGH YIELD FII,INVESTIDOR PROFISSIONAL
ID GOIANA FUNDO DE INVESTIMENTO FIAGRO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
OPQ FUNDO IMOBILIARIO FII,INVESTIDOR QUALIFICADO
V2 RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
NOAD LIFETIME RECEBÍVEIS IMOBILIÁRIOS FII,INVESTIDOR PROFISSIONAL
FII LAV SLDZ DESENVOLVIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
051 AGRO FAZENDAS III FIAGRO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FATOR RENDA ESTRUTURADA,INVESTIDOR QUALIFICADO
BLUECAP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
AGILE INVESTE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
TEN DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
CAPITÂNIA FIAGRO,INVESTIDORES EM GERAL
AZ QUEST LUNA  FIAGRO IMOBILIÁRIO,INVESTIDORES EM GERAL
CL GUARULHOS II - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
MANATÍ RECEBÍVEIS ESTRUTURADOS FII,INVESTIDORES EM GERAL
STONEX MB CREDITO AGRO FIAGRO - IMOBILIARIO,INVESTIDOR PROFISSIONAL
TERRA RICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
RANCH FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII TERRENO QUINTAS GLOBAIS,INVESTIDOR PROFISSIONAL
ALDEOTA RENDA IMOBILIÁRIA FII - FII,INVESTIDOR PROFISSIONAL
SPECIALE REAL ESTATE FUND OF FUNDS FII,INVESTIDOR PROFISSIONAL
CAPITANIA FII,INVESTIDORES EM GERAL
VALORA PREMIUM - FII,INVESTIDORES EM GERAL
MAYA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
DEMETER FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO,INVESTIDOR PROFISSIONAL
ROHT FUNDO DE INVESTIMENTO IMOBILIÁRIO RL,INVESTIDOR QUALIFICADO
FII RBR OPORTUNIDADES EM CREDITO IMOBILIARIO,INVESTIDORES EM GERAL
REAG AUCTION OPPORTUNITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
XP HABITAT FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS III,INVESTIDOR PROFISSIONAL
INVISTA SCJ FII,INVESTIDOR PROFISSIONAL
BTG PACTUAL LOGCP FUNDO DE INVESTIMENTO IMOBILIARIO  FII,INVESTIDORES EM GERAL
BARZEL RETAIL II FII RESPONSABILIDADE LIMITADA,INVESTIDOR PROFISSIONAL
FII MULTIESTRATEGIA SANTA CATARINA - FII,INVESTIDOR QUALIFICADO
DJF IV JIVE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
PANORAMA CRÉDITO RESIDENCIAL FII,INVESTIDORES EM GERAL
BARZEL LOG FII RESPONSABILIDADE LIMITADA,INVESTIDOR PROFISSIONAL
IMMOBINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
JHSF CAPITAL CIDADE JARDIM - FII,INVESTIDOR PROFISSIONAL
FII DO CAMPREV PARA SUSTENTABILIDADE PREV. DO MUNICIPIO,INVESTIDOR QUALIFICADO
FOF JHSF PRIVATE  FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
FOF JHSF CAPITAL INSTITUCIONAL - FII,INVESTIDOR PROFISSIONAL
RIZA DOMUS FII,INVESTIDORES EM GERAL
VBI TR FARIA LIMA 4440 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
ARC IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
PIEMONTESE FII RESPONSABILIDADE LIMITADA,INVESTIDOR QUALIFICADO
GREY EAGLE FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
BLACK BRIDGE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BASSANO DI GRAPPO FII,INVESTIDOR PROFISSIONAL
HOP FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
MORE CREDITO IMOBILIARIO FII,INVESTIDORES EM GERAL
