Nome_Fundo,Ativo_Liquidez_Valor_Disponibilidades
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,682567.48
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,865529.05
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,566736.22
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,529564.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,571013.83
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,570680.43
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,570328.83
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,569972.53
FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL,5640.68
FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL,5123.98
FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL,5307.49
FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL,5274.74
FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES,613387.02
FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES,694074.02
FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES,582309.67
FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES,595769.53
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,9944.37
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,9878.66
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,9780.52
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,4050349.5
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,1732503.07
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,2804574.43
OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,2487507.43
OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,1863082.51
LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,403280.35
LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,366464.26
LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,508008.45
LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,404684.12
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,6852.43
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,7192.16
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,6286.94
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,6293.84
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,7940.27
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,34822.36
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,23094.36
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,24206.85
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,11430.83
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,84703.79
