Nome_Fundo,Tipo,Valor
CAIXA RIO BRAVO FUNDO DE FII,Outras Cotas de FI,0.0
CAIXA RIO BRAVO FUNDO DE FII,Outros Ativos Financeiros,0.0
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO,CRI,248995338.38
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO,FII,19844947.31
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,10630675.84
CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,71880041.22
CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,6204710.97
CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,22411552.13
CASPER FUNDO DE INVESTIMENTO IMOBILIARIO,Cotas de Sociedades,14460000.0
CEDRO PROPERTIES - FUNDO DE INVESTIMENTO - FII,Outras Cotas de FI,10625.29
CHALLENGER FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,2506327.24
CIBRASEC CRÉDITO IMOBILIÁRIO - FII,CRI,48972186.54
CIX CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,6379214.86
CLARITAS LOGÍSTICA I - FI IMOBILIÁRIO,Outros Ativos Financeiros,14284958.54
CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,152688921.07
CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,1213511479.78
CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,LCI,57256698.57
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,493701984.1
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,12.0
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,73736729.02
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,453423902.43
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,LCI,175706700.37
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,CRI,334933456.86
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,FII,38905613.57
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,LCI,36624322.4
CSHG TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,FII,454814156.2
CSHG TOP FOFII FUNDO DE INVESTIMENTO IMOBILIARIO - FII,FII,497519445.83
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,4000043.53
EQUIINFINITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1726.55
ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,201575.95
EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,8760800.46
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,Ações de Sociedades,2234889.4
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,CRI,9530637.82
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,FII,111478137.91
FATOR VERITA FII,CRI,940976904.76
FATOR VERITA FII,FII,15444439.7
FI IMOBILIARIO AMETISTA - FII,Outras Cotas de FI,40208.94
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,CRI,12854501.03
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,Cotas de Sociedades,90750.0
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,Outras Cotas de FI,17023.66
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,Outros Ativos Financeiros,2291088.21
FII ANCAR IC,Outras Cotas de FI,151118041.21
FII BM BRASCAN LAJES CORPORATIVAS,Outras Cotas de FI,2677734.89
FII BM BRASCAN LAJES CORPORATIVAS,Outros Ativos Financeiros,442018.14
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,CRI,16241505.75
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,FII,695177809.32
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,Outras Cotas de FI,802621.0
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,Outros Ativos Financeiros,38261427.79
FII BRAZIL REAL ESTATE VISTORY FUND I,Outras Cotas de FI,6887324.21
FII BRISA RENDA IMOBILIARIA,Ações de Sociedades,709759869.42
FII BRISA RENDA IMOBILIARIA,Outras Cotas de FI,19641071.88
FII BRISA RENDA IMOBILIARIA,Outros Ativos Financeiros,21020157.83
FII BTG PACTUAL FUNDO DE CRI,CRI,444586173.05
FII BTG PACTUAL FUNDO DE CRI,LCI,61757392.05
FII BTG PACTUAL FUNDO DE CRI,Outras Cotas de FI,85900327.69
FII BTG PACTUAL FUNDO DE FUNDOS,CRI,119229481.38
FII BTG PACTUAL FUNDO DE FUNDOS,FII,1527389127.04
FII BTG PACTUAL FUNDO DE FUNDOS,LCI,168822768.05
FII BTG PACTUAL FUNDO DE FUNDOS,Outras Cotas de FI,140843988.06
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,Ações,1011500349.0
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,Outros Ativos Financeiros,6515531.37
FII CEO CYRELA COMMERCIAL PROPERTIES,Outras Cotas de FI,3846704.06
FII COMERCIAL PROGRESSIVO II,Outras Cotas de FI,11334541.55
FII CYRELA THERA CORPORATE,Outras Cotas de FI,17105739.0
FII DERRY UNIVERSAL,Ações de Sociedades,10755128.0
FII DERRY UNIVERSAL,Cotas de Sociedades,2688782.0
FII DERRY UNIVERSAL,Outras Cotas de FI,3332.07
FII ESTOQUE RESIDENCIAL VITACON,Outras Cotas de FI,4896882.78
FII EXCLUSIVO INFRA PATRIMONIAL II,CRI,1350481.4
FII EXCLUSIVO INFRA PATRIMONIAL II,FII,73874329.65
FII EXCLUSIVO INFRA PATRIMONIAL II,Outras Cotas de FI,8982.32
FII HEDGE REALTY DEVELOPMENT MULTIESTRATEGIA,Ações de Sociedades,68761041.45
FII HOSPITAL NOSSA SENHORA DE LOURDES,Outras Cotas de FI,11306432.76
FII NCH BRASIL RECEBIVEIS IMOBILIARIOS,CRI,54045017.59
FII NCH BRASIL RECEBIVEIS IMOBILIARIOS,Outras Cotas de FI,1675144.74
FII PARQUE DOM PEDRO SHOPPING,FII,301310809.85
FII PARQUE DOM PEDRO SHOPPING,Outras Cotas de FI,10911390.83
FII PARQUE DOM PEDRO SHOPPING CENTER,FII,621267917.8
FII PARQUE DOM PEDRO SHOPPING CENTER,Outras Cotas de FI,22838589.29
FII PÁTEO MOINHOS DE VENTO,Outras Cotas de FI,5311241.61
FII PÁTEO MOINHOS DE VENTO,Outros Ativos Financeiros,4200574.45
FII SHOPPING PARQUE DOM PEDRO,Outras Cotas de FI,13562584.53
FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,168529950.03
FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,74311185.5
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,2788354.22
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outros Ativos Financeiros,1982633.8
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,6739470.44
FRAM CAPITAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,1720000.0
FRAM CAPITAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,67230.2
FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,2732570.1
FUNDO DE INV. IMOBILIÁRIO GWI RENDA IMOBILIÁRIA - FII,Outras Cotas de FI,1720602.71
FUNDO DE INV. IMOBILIÁRIO GWI RENDA IMOBILIÁRIA - FII,Outros Ativos Financeiros,666265.21
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,LCI,66645389.65
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,Outras Cotas de FI,116483709.25
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,Ações,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,Ações de Sociedades,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,CEPAC,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,CRI,27880538.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,Cotas de Sociedades,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,FIA,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,FIDC,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,FII,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,FIP,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,LCI,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,LIG,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,Outras Cotas de FI,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,Outros Ativos Financeiros,0.0
FUNDO DE INVEST IMOBILIARIO - FII ANHANGUERA EDUCACIONCIONAL,Outras Cotas de FI,1396892.48
FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,Outras Cotas de FI,3747993.78
FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,Outros Ativos Financeiros,13084580.88
FUNDO DE INVEST. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,Ações de Sociedades,16500025.36
FUNDO DE INVEST. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,Outras Cotas de FI,968416.5
FUNDO DE INVEST. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,Outros Ativos Financeiros,331666.4
FUNDO DE INVEST. IMOBNILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,Ações de Sociedades,49500076.08
FUNDO DE INVEST. IMOBNILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,Outras Cotas de FI,8255236.22
FUNDO DE INVEST. IMOBNILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,Outros Ativos Financeiros,580100.58
FUNDO DE INVESTIMENTO IMOBILIARIO -  FII SHOPPING WEST PLAZA,Outras Cotas de FI,281948.58
FUNDO DE INVESTIMENTO IMOBILIARIO - FII ALLIANZA,Outras Cotas de FI,95672179.41
FUNDO DE INVESTIMENTO IMOBILIARIO - FII ANHANGUERA EDUCACION,Outras Cotas de FI,4303115.29
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,Outras Cotas de FI,11254343.06
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,Outras Cotas de FI,2003670.5
FUNDO DE INVESTIMENTO IMOBILIARIO - FII ED ALMIRANTE BARROSO,Outros Ativos Financeiros,1952419.79
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO ALMIRANTE B,Outras Cotas de FI,5994.74
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO ALMIRANTE B,Outros Ativos Financeiros,1095059.6
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO,Outras Cotas de FI,27293359.9
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA,Outras Cotas de FI,2143168.7
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA,Outros Ativos Financeiros,3461.43
FUNDO DE INVESTIMENTO IMOBILIARIO - FII FLORIPA SHOPPING,Outras Cotas de FI,1865503.29
FUNDO DE INVESTIMENTO IMOBILIARIO - FII FLORIPA SHOPPING,Outros Ativos Financeiros,1957006.5
FUNDO DE INVESTIMENTO IMOBILIARIO - FII GOLDEN,Ações de Sociedades,1202225.2
FUNDO DE INVESTIMENTO IMOBILIARIO - FII GOLDEN,Outras Cotas de FI,8803573.26
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,Outras Cotas de FI,357084.74
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL NOSSA SENHO,Outras Cotas de FI,3869044.01
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,Outras Cotas de FI,33256902.36
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,Outras Cotas de FI,6088475.51
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MEILI,Outras Cotas de FI,383733.83
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,Outras Cotas de FI,20322707.42
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,Outros Ativos Financeiros,787800000.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PARQUE DOM PEDRO SHO,FII,315718288.86
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PARQUE DOM PEDRO SHO,Outras Cotas de FI,12035750.75
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES,Outras Cotas de FI,10050508.37
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PREMIER REALTY,CEPAC,66960.54
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PREMIER REALTY,Outras Cotas de FI,26404.25
FUNDO DE INVESTIMENTO IMOBILIARIO - FII RODOBENS,Outras Cotas de FI,445279.64
FUNDO DE INVESTIMENTO IMOBILIARIO - FII SHOPPING PARQUE D. P,Outras Cotas de FI,45847913.31
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TB OFFICE,Outras Cotas de FI,25984974.9
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TB OFFICE,Outros Ativos Financeiros,953885.6
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE ALMIRANTE,Outros Ativos Financeiros,22089225.19
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,Outras Cotas de FI,11925367.3
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,Outros Ativos Financeiros,2266320.32
FUNDO DE INVESTIMENTO IMOBILIARIO AMETISTA - FII,Outras Cotas de FI,195757.28
FUNDO DE INVESTIMENTO IMOBILIARIO BM BRASCAN LAJES CORPORATI,Outras Cotas de FI,2487610.18
FUNDO DE INVESTIMENTO IMOBILIARIO BM BRASCAN LAJES CORPORATI,Outros Ativos Financeiros,404838.58
FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL CORPORATE OFFI,CRI,133617000.08
FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL CORPORATE OFFI,FII,4085300501.81
FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL CORPORATE OFFI,LCI,895024692.13
FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL CORPORATE OFFI,Outras Cotas de FI,82240233.28
FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL CORPORATE OFFI,Outros Ativos Financeiros,30494118.41
FUNDO DE INVESTIMENTO IMOBILIARIO CENESP,Outras Cotas de FI,81141713.3
FUNDO DE INVESTIMENTO IMOBILIARIO CENESP,Outros Ativos Financeiros,533728.36
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,Outras Cotas de FI,4683012.09
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,Ações de Sociedades,2715985.03
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,Outras Cotas de FI,28303414.6
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,FII,977481380.17
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,LCI,39152729.03
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,Outras Cotas de FI,39587021.67
FUNDO DE INVESTIMENTO IMOBILIARIO FII SHOPPING WEST PLAZA,Outras Cotas de FI,232738.64
FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BE,Outros Ativos Financeiros,8972800.54
FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII,Ações de Sociedades,58537390.79
FUNDO DE INVESTIMENTO IMOBILIARIO JK E - FII,Ações de Sociedades,118472053.62
FUNDO DE INVESTIMENTO IMOBILIARIO MILLENIUM FII,CRI,31476644.43
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Ações,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Ações de Sociedades,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,CEPAC,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,CRI,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Cotas de Sociedades,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,FIA,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,FIDC,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,FII,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,FIP,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,LCI,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,LIG,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Outras Cotas de FI,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Outros Ativos Financeiros,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PROPERTY INVEST,Outras Cotas de FI,1532426.65
FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS,CRI,5800693.72
FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS,FII,74210356.75
FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS,Outras Cotas de FI,77586815.46
FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII,Outros Ativos Financeiros,10690778.03
FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO,Outras Cotas de FI,10860760.53
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING JARDIM SUL,Outras Cotas de FI,1740224.87
FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,Cotas de Sociedades,403604.31
FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,Outras Cotas de FI,1629416.8
FUNDO DE INVESTIMENTO IMOBILIARIO VBI FL 4440-FII,Outras Cotas de FI,11395659.93
FUNDO DE INVESTIMENTO IMOBILIARIO VBI FL 4440-FII,Outros Ativos Financeiros,77677.46
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII CEO CYRELA COMMERCIA,Outras Cotas de FI,1473400.67
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII CYRELA THERA CORPORA,Outras Cotas de FI,223310.49
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII EDIFÍCIO GALERIA,Outras Cotas de FI,5561805.72
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII EDIFÍCIO GALERIA,Outros Ativos Financeiros,10144.21
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ELDORADO,Outras Cotas de FI,22214067.5
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII PROPERTY INVEST,Outras Cotas de FI,262792.02
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SIA CORPORATE,Outras Cotas de FI,16205589.33
FUNDO DE INVESTIMENTO IMOBILIÁRIO AGÊNCIAS CAIXA,LCI,588231635.88
FUNDO DE INVESTIMENTO IMOBILIÁRIO AGÊNCIAS CAIXA,Outras Cotas de FI,16295427.71
FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO FII,Outras Cotas de FI,23949021.38
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CONVIDA SUAPE,Ações de Sociedades,379467878.64
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,CRI,323139088.76
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,Cotas de Sociedades,1746521963.03
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,LCI,354651665.33
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,Outros Ativos Financeiros,9455442.51
FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.,Outras Cotas de FI,5162526.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Outras Cotas de FI,851064745.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII,Outras Cotas de FI,3020905.32
FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,Outras Cotas de FI,152880.29
FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES,Outros Ativos Financeiros,2668352.2
