Nome_Fundo,Ativo_Liquidez_Valor_Disponibilidades
SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO,1624.63
SHOPPING WEST PLAZA FII,2000.0
SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO,2000.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,4289.86
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,5944.8
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,6698.25
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,6348.25
SEQUÓIA III RENDA IMOBILIÁRIA FII,10581.29
SEQUÓIA III RENDA IMOBILIÁRIA FII,3213.95
SEQUÓIA III RENDA IMOBILIÁRIA FII,6784.68
SEQUÓIA III RENDA IMOBILIÁRIA FII,11596.32
FII BTG PACTUAL FUNDO DE CRI,149.79
FII BTG PACTUAL FUNDO DE CRI,149.79
FII BTG PACTUAL FUNDO DE CRI,149.79
PREZAD,149.79
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0
CIDADE JARDIM CONTINENTAL TOWER FII,2176.95
CIDADE JARDIM CONTINENTAL TOWER FII,2091.25
CIDADE JARDIM CONTINENTAL TOWER FII,2000.0
CIDADE JARDIM CONTINENTAL TOWER FII,2000.0
FII FLORIPA SHOPPING,197.0
FLORIPA SHOPPING FI IMOBILIARIO,198.5
FII FLORIPA SHOPPING,198.5
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,198.5
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,137.18
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,137.18
FII PRIME PORTFOLIO,200.08
FII PRIME PORTFOLIO,200.14
FII PRIME PORTFOLIO,216.44
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,199.72
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,345981.37
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,131918.78
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,131918.78
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,501690.24
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,530739.28
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,93243.06
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,30673.1
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,115955.15
DOVEL FII,8146.66
DOVEL FII,123050.97
DOVEL FII,782942.95
DOVEL FII,946107.01
FII PARQUE DOM PEDRO SHOPPING CENTER,194.0
FII PDPSC,198.5
FII PARQUE DOM PEDRO SHOPPING CENTER,1633829.79
FII PARQUE DOM PEDRO SHOPPING CENTER,195.5
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,13321.34
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,13468.07
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,28139.81
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,22531.0
BTG PACTUAL FUNDO DE FUNDOS FII,198.5
BTG PACTUAL FUNDO DE FUNDOS FII,198.5
BTG PACTUAL FUNDO DE FUNDOS FII,198.5
FII BTG PACTUAL FUNDO DE FUNDOS,198.5
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,1620.36
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,1867.13
STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,814847.26
STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,1526343.59
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,4999.91
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,4999.9
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,4999.9
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,57025.32
ANHANGUERA EDUCACIONAL FII,191.83
ANHANGUERA EDUCACIONAL FII,194.0
ANHANGUERA EDUCACIONAL FII,191.0
FUNDO DE INVESTIMENTO IMOB. - FII ANHANGUERA EDUCACIONAL,195.5
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,486709.59
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,102674.68
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,693798.03
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,475505.53
CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,68712.3
CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,45098.14
CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,5000.0
CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,68712.3
JPP FII,500.0
JPP FII,500.0
JPP FII,500.0
JPP FII,500.0
FII MAX RETAIL,197.0
MAX RETAIL FUNDO DE INVESTIMENTO IMOBILIÁRIO,197.0
FII MAX RETAIL,200.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,198.5
PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,2054.04
PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,1750.83
PRESIDENTE VARGAS FII,2000.0
PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,2000.0
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,4328.59
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,4866.04
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,1000.0
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,995.0
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,3223.05
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,3101.73
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,3892.26
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,3697.04
FII CAMPUS FARIA LIMA,194.0
FII CAMPUS FARIA LIMA,194.0
CAMPUS FARIA LIMA FII,197.5
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,198.5
FATOR VERITA FII,30784.58
FATOR VERITA FII,40005.98
FATOR VERITA FII,31214.2
FATOR VERITA FII,337577.58
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,40180.62
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,131221.99
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,215149.71
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,1174989.43
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,968388.37
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,791920.49
CSHG LOGISTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,21773.65
GENERAL SHOPPING E OUTLETS DO BRASIL FII,2870830.8
GENERAL SHOPPING E OUTLETS DO BRASIL FII,423.44
GENERAL SHOPPING E OUTLETS DO BRASIL FII,4316859.4
GENERAL SHOPPING E OUTLETS DO BRASIL FII,7998710.71
INCENTIVO FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII,2786.44
INCENTIVO FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII,4408.16
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
BTG PACTUAL LOGÍSTICA FII,0.0
BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,0.0
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,104395.97
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,923031.57
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,48421.6
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,38322.84
KINEA RENDA IMOBILIARIA FII,62769.68
KINEA RENDA IMOBILIARIA FII,132399.43
KINEA RENDA IMOBILIARIA FII,251585.98
KINEA RENDA IMOBILIARIA FII,275134.07
SABIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,743870.43
SABIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,65076.8
SABIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,8317.94
SABIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,7952.26
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,3444.21
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,24646.68
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,24646.68
EXITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,61485.45
ATRIUM NAÇÕES UNIDAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,117.34
ATRIUM NAÇÕES UNIDAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,117.34
ATRIUM NAÇÕES UNIDAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,117.34
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,117.34
VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,1882650.04
VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,1897699.92
VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,1890882.74
VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,1986641.71
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,27058.01
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,26917.34
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,175016.25
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,26917.34
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,248745.33
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,301657.55
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,281709.58
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,219726.32
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,2095.84
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,1983.44
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FII,2000.0
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,2000.0
OAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,4627.53
OAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,3443.18
OAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,2847.35
OAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,1000.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA SEQ LOGÍSTICA RENDA,11283.08
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA SEQ LOGÍSTICA RENDA,10850.77
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA SEQ LOGÍSTICA RENDA,10972.52
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA SEQ LOGÍSTICA RENDA,20946.62
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,2081.6
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,2375.61
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,2683.31
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,1871.93
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,4150.73
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,5975.85
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,7401.9
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,7557.3
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,12303.4
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,12355.64
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,10975.57
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,9219.0
PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2022.49
PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,1113.7
PARQUE ANHANGUERA FII,2000.0
PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2000.0
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,66390.83
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,13555.65
