Nome_Fundo,Publico_Alvo
FUNDO DE INVESTIMENTO IMOBILIARIO PROPERTY INVEST,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO FII SHOPPING WEST PLAZA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,INVESTIDORES EM GERAL
FII BTG PACTUAL FUNDO DE CRI,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,INVESTIDOR QUALIFICADO
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,INVESTIDOR QUALIFICADO
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FII FLORIPA SHOPPING,INVESTIDORES EM GERAL
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,INVESTIDORES EM GERAL
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,INVESTIDORES EM GERAL
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII PARQUE DOM PEDRO SHOPPING CENTER,INVESTIDORES EM GERAL
FII PARQUE DOM PEDRO SHOPPING,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO,INVESTIDORES EM GERAL
FII BTG PACTUAL FUNDO DE FUNDOS,INVESTIDORES EM GERAL
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVEST IMOBILIARIO - FII ANHANGUERA EDUCACIONCIONAL,INVESTIDORES EM GERAL
FII ANHANGUERA EDUCACIONCIONAL,INVESTIDORES EM GERAL
FII ANHANGUERA EDUCACIONAL,INVESTIDORES EM GERAL
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
JPP FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,INVESTIDORES EM GERAL
FII MAX RETAIL,INVESTIDORES EM GERAL
FII PRESIDENTE VARGAS,INVESTIDORES EM GERAL
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,INVESTIDORES EM GERAL
FATOR VERITA FII,INVESTIDORES EM GERAL
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TOP CENTER,INVESTIDORES EM GERAL
TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,INVESTIDORES EM GERAL
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,INVESTIDOR QUALIFICADO
KINEA RENDA IMOBILIARIA FII,INVESTIDORES EM GERAL
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
FII SABIA,INVESTIDOR QUALIFICADO
BRPR 68 FUNDO DE INVEST IMOB - FII DESENVOLVIMENTO,INVESTIDORES EM GERAL
BRPR 68  - FII DESENVOLVIMENTO II,INVESTIDORES EM GERAL
BRPR 68 FII DESENVOLVIMENTO,INVESTIDORES EM GERAL
ÊXITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR PROFISSIONAL
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,INVESTIDOR QUALIFICADO
RIO BRAVO CREDITO IMOBILIARIO I FII,INVESTIDOR QUALIFICADO
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,INVESTIDORES EM GERAL
CSHG ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB FII,INVESTIDOR QUALIFICADO
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB FII,INVESTIDOR QUALIFICADO
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,INVESTIDOR QUALIFICADO
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FI IMOBILIÁRIO CAIXA TRX LOGÍSTICA RENDA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,INVESTIDOR PROFISSIONAL
RB CAPITAL ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,INVESTIDOR QUALIFICADO
OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SALUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO VBI FL 4440-FII,INVESTIDORES EM GERAL
FII VBI FL 4440,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ELDORADO,INVESTIDORES EM GERAL
PSG FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TERRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
CIBRASEC CRÉDITO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO CENESP,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CENESP,INVESTIDORES EM GERAL
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,INVESTIDORES EM GERAL
RB CAPITAL GENERAL SHOPPING SULACAP FII,INVESTIDORES EM GERAL
TREVISO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
SONDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBI,INVESTIDOR QUALIFICADO
AESAPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
REAG CICA JUNDIAI FUNDO DE INVESTIMENTO IMOBILIARIO  FII,INVESTIDOR QUALIFICADO
FII CYRELA THERA CORPORATE,INVESTIDORES EM GERAL
PEDRA DOURADA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
POLO FII RECEBÍVEIS IMOBILIÁRIOS I,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII,INVESTIDOR QUALIFICADO
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL,INVESTIDORES EM GERAL
ESTRUTURA II - FUNDO DE INEVSTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FII BM BRASCAN LAJES CORPORATIVAS,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO BM BRASCAN LAJES CORPORATI,INVESTIDORES EM GERAL
FII -  BM BRASCAN LAJES CORPORATIVAS,INVESTIDORES EM GERAL
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII RENDA CORPORATIVA ANGICO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES III,INVESTIDOR QUALIFICADO
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,INVESTIDOR QUALIFICADO
PACALU FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE,INVESTIDOR QUALIFICADO
HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA,INVESTIDOR QUALIFICADO
FUNDO DE INV. IMOBILIÁRIO GWI RENDA IMOBILIÁRIA - FII,INVESTIDORES EM GERAL
FUNDO DE INV. IMOBILIÁRIO GWI RENDA IMOBILIÁRIA - FII,INVESTIDOR QUALIFICADO
HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVEST IMOB,INVESTIDOR QUALIFICADO
VOTORANTIM CARDIO PULMONAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO AMETISTA - FII,INVESTIDORES EM GERAL
FII AMETISTA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES,INVESTIDORES EM GERAL
FII PATEO BANDEIRANTES,INVESTIDORES EM GERAL
RENDA DE ESCRITORIOS FUNDO DE INVESTIMENTO IMOBILIARIO FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING JARDIM SUL,INVESTIDORES EM GERAL
TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FII TRX EDIFÍCIOS CORPORATIVOS,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO PLUS,INVESTIDOR QUALIFICADO
FII PLUS,INVESTIDOR QUALIFICADO
CAIXA FII VLT VEICULO LEVE SOBRE TRILHOS,INVESTIDOR QUALIFICADO
VILA OLIMPIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA,INVESTIDORES EM GERAL
FII EDIFICIO GALERIA,INVESTIDORES EM GERAL
SUCCESS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,INVESTIDORES EM GERAL
INTERNACIONAL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING CIDADE JARDIM,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTOS IMOBILIÁRIOS BR HÓTEIS FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
INHAÚMA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,INVESTIDOR QUALIFICADO
JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
BANRISUL NOVAS FRONTEIRAS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO AGÊNCIAS CAIXA,INVESTIDORES EM GERAL
GOLDX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVEST IMOBILIÁRIO - FII CEO CYRELA COMMERCIAL,INVESTIDORES EM GERAL
FII CEO CYRELA COMMERCIAL PROPERTIES,INVESTIDORES EM GERAL
CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII DERRY UNIVERSAL,INVESTIDOR PROFISSIONAL
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
SDI LOGÍSTICA RIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
KINEA RENDIMENTOS IMOBILIÁRIOS FII,INVESTIDOR QUALIFICADO
XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI,INVESTIDOR QUALIFICADO
SOCOPA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CSHG TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
SANTANDER AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII,INVESTIDORES EM GERAL
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,INVESTIDORES EM GERAL
VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,INVESTIDOR QUALIFICADO E PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,INVESTIDOR PROFISSIONAL
CAIXA RIO BRAVO FUNDO DE FII,INVESTIDORES EM GERAL
CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,INVESTIDORES EM GERAL
POLO FII RECEBÍVEIS IMOBILIÁRIOS II,INVESTIDOR QUALIFICADO
FUNDO DE INVEST. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,INVESTIDORES EM GERAL
JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SB FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
LATERES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BE,INVESTIDOR QUALIFICADO
JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,INVESTIDORES EM GERAL
FII GOLDEN,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING LIGHT,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SIA CORPORATE,INVESTIDOR QUALIFICADO
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,INVESTIDORES EM GERAL
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
SALUS II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TB OFFICE,INVESTIDORES EM GERAL
REAG RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
REAG RENDA FUNDO DE INVESTIMENTO - FII,INVESTIDORES EM GERAL
VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
MAIS SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
GENERAL SHOPPING ATIVO E RENDA - FII,INVESTIDORES EM GERAL
PESCARA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
SAFIRA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
PIEMONTE FUNDO DE INVESTIMENTO IMOBILIÁRO - FII,INVESTIDOR QUALIFICADO
NF CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII,INVESTIDORES EM GERAL
FII VOTORANTIM SECURITIES MASTER,INVESTIDOR QUALIFICADO
FII NCH BRASIL RECEBIVEIS IMOBILIARIOS,INVESTIDOR QUALIFICADO
ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
YAGO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
BIRD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
VRE HOTEIS - FII - FII HIBRIDO GESTÃO ATIVA - HOTEL,INVESTIDOR QUALIFICADO
SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
EZTB FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR PROFISSIONAL
RB CAPITAL PETROS FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II - FII,INVESTIDOR QUALIFICADO
QUORUM HASTA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
TAG ALIANZA BTS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII EXCLUSIVO INFRA PATRIMONIAL II,INVESTIDOR PROFISSIONAL
REAG RIACHO  IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
TARANTO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
GOODMAN PATRIMONIAL I FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SHOPPING IPIRANGA FII,INVESTIDOR PROFISSIONAL
BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
CHALLENGER FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
OURO PRETO DESENVOLVIMENTO IMOBILIARIO I - FII,INVESTIDOR QUALIFICADO
OURO PRETO DESENVOLVIMENTO IMOBILIÁRIO I FII,INVESTIDORES EM GERAL
