CNPJ_Fundo,Data_Referencia_x,Versao_x,Classe,Nome_Imovel,Endereco_x,Area_x,Numero_Unidades_x,Outras_Caracteristicas_Relevantes_x,Percentual_Vacancia,Percentual_Inadimplencia,Percentual_Receitas_FII,Percentual_Locado,Percentual_Vendido,Percentual_Conclusao_Obras_Realizado,Percentual_Conclusao_Obras_Previsto,Custo_Construcao_Realizado,Custo_Construcao_Previsto,Percentual_Imovel_Total_Investido_x,Data_Referencia_y,Versao_y,Endereco_y,Area_y,Numero_Unidades_y,Outras_Caracteristicas_Relevantes_y,Percentual_Imovel_Total_Investido_y,Categoria,Data_Referencia,Versao,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
01.235.622/0001-61,2020-03-31,1,imóveis para venda em construção,Aretê - Peninsula Norte,"Praia Rasa, Buzios - RJ",14129.0,20.0,Construção própia,,,,,0.35,0.0,0.0,20946.87,140000.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2020-03-31,1,imóveis para venda acabados,Estoque Diversos,"Av. Carlos Moreira Lima, nº 460, Vitória-ES",70.0,1.0,Aquisição de unidades prontas,,,,,,,,,,0.0,,,,,,,,,2020-03-31,1.0,"Av. Carlos Moreira Lima, nº 460, Vitória-ES",2020-03-31,70.0,1.0,Aquisição de unidades prontas,0.0,0.0
01.235.622/0001-61,2020-03-31,1,imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,"Rua General Gois Monteiro, 49, Botafogo, Rio de Janeiro - RJ",8273.23,84.0,Construção própia,,,,,0.67,0.03,0.03,10958735.01,16126261.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2020-03-31,1,imóveis para venda acabados,Touch,"Rua Jardim Botânico, 568 - Jardim Botanico, Rio de Janeiro - RJ",679.9,17.0,Aquisição de unidades prontas,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2020-03-31,1,imóveis para venda acabados,Park Square,"Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói",93.08,1.0,Aquisição de unidades prontas,,,,,,,,,,0.01,,,,,,,,,2020-03-31,1.0,"Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói",2020-03-31,92.56,1.0,Aquisição de unidades prontas,0.0,0.0
01.235.622/0001-61,2020-03-31,1,imóveis para venda acabados,Fusion,"Bloco ""D"", do conjunto ""A"", do Edifício ""Fusion Work & Live"" da quadra 01, do SH/Norte, Brasília - DF",71.28,2.0,Construção própia,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2020-03-31,1,imóveis para venda em construção,The Gallery,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",10788.91,38.0,Construção própia,,,,,0.52,0.07,0.07,12347864.57,12347864.57,,,,,,,,,,2020-03-31,1.0,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",2020-03-31,245.22,2.0,Construção própia,0.0,0.0
01.235.622/0001-61,2020-03-31,1,imóveis para venda em construção,The Gallery,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",10788.91,38.0,Construção própia,,,,,0.52,0.07,0.07,12347864.57,12347864.57,,,,,,,,,,2020-06-30,3.0,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",2020-06-30,215.2,2.0,Construção própia,0.03,0.0
01.235.622/0001-61,2020-03-31,1,imóveis para venda em construção,The Gallery,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",10788.91,38.0,Construção própia,,,,,0.52,0.07,0.07,12347864.57,12347864.57,,,,,,,,,,2020-09-30,2.0,"Rua Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",2020-09-30,421.21,5.0,Em Construção - Construção própia,0.0,0.0
01.235.622/0001-61,2020-03-31,1,imóveis para venda em construção,Maison Laranjeiras,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",3708.5,48.0,Construção própia,,,,,0.45,0.09,0.11,7639862.17,7639862.17,,,,,,,,,,2020-03-31,1.0,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",2020-03-31,1639.01,17.0,Construção própia,0.01,0.0
