Nome_Fundo,Ativo_Liquidez_Valor_Disponibilidades
FII BTG PACTUAL FUNDO DE CRI,322.96
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,265.05
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,98167.53
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,429.38
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,10000.13
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,21451.95
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,16801.58
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,870.28
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,575916.22
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,357.36
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,53.25
FII FLORIPA SHOPPING,125.23
FII FLORIPA SHOPPING,198.5
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,1777.35
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,11233.78
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,3921.22
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,6977.65
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,222.97
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,150.25
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,200.0
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,200.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,593130.36
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,485829.6
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,239996.36
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,548145.74
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,5679.76
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,7254.18
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,4514.77
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,2148.27
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,86967.11
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,65577.38
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,62022.36
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,138648.92
DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
FII PARQUE DOM PEDRO SHOPPING CENTER,471.41
FII PARQUE DOM PEDRO SHOPPING CENTER,397.63
FII PARQUE DOM PEDRO SHOPPING CENTER,439.0
FII PARQUE DOM PEDRO SHOPPING,107.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,5024.58
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,70632.69
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,16055.55
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,16545.44
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO,108.27
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO,27.68
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO,27.68
FII BTG PACTUAL FUNDO DE FUNDOS,777.33
FII BTG PACTUAL FUNDO DE FUNDOS,502.86
FII BTG PACTUAL FUNDO DE FUNDOS,200.0
FII BTG PACTUAL FUNDO DE FUNDOS,287.45
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,32808.01
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,558008.56
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,29636.52
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,187233.16
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,3000.0
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,4996.83
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,4999.94
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,4999.99
FUNDO DE INVEST IMOBILIARIO - FII ANHANGUERA EDUCACIONCIONAL,489.06
FII ANHANGUERA EDUCACIONCIONAL,448.57
FII ANHANGUERA EDUCACIONAL,573.57
FII ANHANGUERA EDUCACIONAL,199.2
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,1333377.43
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,155335.69
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,316270.86
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,1096727.12
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,68520.0
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,34200.91
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,5000.0
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,5000.01
JPP FII,500.0
JPP FII,500.0
JPP FII,500.0
JPP FII,500.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,603.75
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,259.74
FII MAX RETAIL,294.0
FII MAX RETAIL,174.0
FII PRESIDENTE VARGAS,50940.86
FII PRESIDENTE VARGAS,46946.66
FII PRESIDENTE VARGAS,49565.92
FII PRESIDENTE VARGAS,424851.07
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,89651.95
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,2184.51
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,96126.06
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,7718.17
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,472.24
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,599.86
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,668.91
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,254.17
FATOR VERITA FII,7173.1
FATOR VERITA FII,12196.55
FATOR VERITA FII,15263.54
FATOR VERITA FII,32356.75
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,15371.54
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,40633.0
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,14273.97
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,4947.05
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2970.1
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,4985.16
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,4991.35
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,5000.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TOP CENTER,2697.05
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TOP CENTER,2540.04
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TOP CENTER,1212.27
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TOP CENTER,9998.05
TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,8236.57
TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,1964.91
TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,907.44
TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,5389.63
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,1648338.46
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,1629664.63
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,3831414.17
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,1186566.57
KINEA RENDA IMOBILIARIA FII,1516776.05
KINEA RENDA IMOBILIARIA FII,662322.09
KINEA RENDA IMOBILIARIA FII,119255.98
KINEA RENDA IMOBILIARIA FII,577649.47
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0
FII SABIA,0.0
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0
BRPR 68 FUNDO DE INVEST IMOB - FII DESENVOLVIMENTO,0.0
BRPR 68  - FII DESENVOLVIMENTO II,0.0
BRPR 68 FII DESENVOLVIMENTO,0.0
ÊXITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,75998.5
EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,1469.51
EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,1469.51
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,82146.02
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,117.34
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,117.34
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,117.34
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,117.34
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,3914.28
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,483887.94
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,5998.4
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,172798.6
RIO BRAVO CREDITO IMOBILIARIO I FII,3470.63
RIO BRAVO CREDITO IMOBILIARIO I FII,4194.85
RIO BRAVO CREDITO IMOBILIARIO I FII,6034.04
RIO BRAVO CREDITO IMOBILIARIO I FII,3567.78
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,1613474.89
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,551835.96
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,40000.48
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,46382.54
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,1.0
CSHG ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB FII,2441.7
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB FII,2726.77
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,1221.02
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,2388.9
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,251179.35
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,4074999.28
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,1972.25
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,722.63
FI IMOBILIÁRIO CAIXA TRX LOGÍSTICA RENDA,4067.26
