CNPJ_Fundo,Nome_Fundo,Lucro_Contabil,Rendimentos_Declarados,%Distribuido
00.332.266/0001-31,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,0.0,9403423.95,inf
00.332.266/0001-31,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,833509.01,17744479.82,2128.89
00.332.266/0001-31,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,541776.99,9204717.07,1698.99
00.762.723/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.,0.0,2024723.39,inf
00.762.723/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.,146364.6,2985456.19,2039.74
00.762.723/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.,329947.18,5970899.47,1809.65
00.868.235/0001-08,FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,0.0,1604178.34,inf
00.868.235/0001-08,FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,0.0,1740643.06,inf
00.868.235/0001-08,FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,0.0,3036865.07,inf
01.201.140/0001-90,FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,0.0,17652916.3,inf
01.201.140/0001-90,FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,0.0,15084182.38,inf
01.201.140/0001-90,FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,0.0,30227602.34,inf
01.235.622/0001-61,OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,1854562.2,37091244.08,2000.0
01.497.954/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,0.0,1613763.36,inf
01.497.954/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,0.0,782790.81,inf
01.497.954/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,0.0,2034783.32,inf
01.601.918/0001-59,FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,0.0,765900.49,inf
01.601.918/0001-59,FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,88677.9,2350000.0,2650.04
01.601.918/0001-59,FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,0.0,1144936.28,inf
01.601.918/0001-59,FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,76893.21,2300000.01,2991.16
01.633.741/0001-72,FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,7537.84,401224.87,5322.81
01.633.741/0001-72,FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,4665.72,792238.08,16979.97
01.633.741/0001-72,FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,8655.57,1158017.56,13378.87
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,254053.77,3319814.8,1306.74
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,1224912.72,8867907.15,723.96
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,662064.76,4699148.16,709.77
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,622282.01,9265832.18,1489.01
01.657.856/0001-05,SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2867.85,1128185.63,39339.07
01.657.856/0001-05,SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,83121.46,1991656.57,2396.08
01.657.856/0001-05,SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,761868.74,inf
01.657.856/0001-05,SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,5892.23,1366483.19,23191.27
02.027.437/0001-44,FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,0.0,207832.03,inf
02.027.437/0001-44,FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,0.0,379769.86,inf
02.027.437/0001-44,FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,43181.47,499999.89,1157.9
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,0.0,2593882.53,inf
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,913986.35,6269715.0,685.97
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,0.0,3098210.04,inf
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,482346.26,6311007.52,1308.4
03.251.720/0001-18,FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,43881.68,8354403.48,19038.48
03.251.720/0001-18,FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,70088.29,13152713.17,18765.92
03.507.519/0001-59,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,0.0,7554103.61,inf
03.683.056/0001-86,FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,171089.44,10202255.0,5963.11
03.683.056/0001-86,0,77279.27,4426797.68,5728.31
03.683.056/0001-86,0,536780.94,8528095.36,1588.75
