Nome_Fundo,Nome_Ativo,Valor
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,109137346.21
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,361154722.72
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,76517888.31
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,113265851.54
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,371719218.06
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,82617173.67
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,117047496.08
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,380955510.04
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,88491213.6
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Vitória,63128720.2
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Santos,375860924.29
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,117877250.17
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,95084176.69
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,190162388.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,98024942.51
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,201230164.67
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,100058964.98
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,211295252.88
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Bapon,103555179.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Basul,224463470.44
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro",3307407.42
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP",6412493.51
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1690000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,28190700.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,3173820.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,23022402.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,43041882.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,3173820.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,23022402.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,43041882.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,3173820.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,23022402.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,43041882.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,7056788.5
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,19160088.39
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,49897875.39
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,54360897.97
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,7840788.27
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,19160088.39
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,49897875.39
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,54360897.97
