Nome_Fundo,Ativo_Liquidez_Valor_Disponibilidades
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,62648.56
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,13812.88
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,13490.06
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,14232.61
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,261.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,261.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,2837.67
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,5359.4
SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,120162.12
SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,84407.17
SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,76390.65
SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,103461.96
FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES,5443.64
FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES,1187.79
FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES,8728.28
FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES,4601.3
FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,1582.02
FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,1154.07
FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,13486.42
FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,636.84
LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,4549.37
LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,5201.39
LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,4549.25
LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,281.58
FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,7213.61
FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,19636.35
FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,6787.07
FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,27312.88
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,1215.33
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,100524.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,1434.42
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,999.16
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,6431.74
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,1513.45
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,3844.48
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,110549.5
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,3246.2
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,3011.36
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,3835.94
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,3049.92
FII HOSPITAL DA CRIANCA,120.2
FII HOSPITAL DA CRIANCA,195.77
HOSPITAL DA CRIANCA FII,203.29
HOSPITAL DA CRIANCA FII,193.0
FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,110.0
FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,110.0
FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,110.0
FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,110.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,271.39
TORRE NORTE FII,937.65
FII TORRE NORTE,201.92
TORRE NORTE FII,198.5
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,920044.52
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,255247.3
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,682735.66
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,649200.36
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,49978.61
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,59788.16
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,34223.43
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,68013.31
FII EDIFICIO ALMIRANTE BARROSO,248.5
ALMIRANTE BARROSO FII,625.62
FII ALMIRANTE BARROSO,626.31
ALMIRANTE BARROSO FII,724.66
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,154022.67
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,2708.83
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,3083.9
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,3248.56
BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,1770453.48
BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,1895068.68
BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO FII,0.0
BB PROGRESSIVO FII,0.0
FII TORRE ALMIRANTE,3207.48
FII TORRE ALMIRANTE,3867.25
FII TORRE ALMIRANTE,2521.6
TORRE ALMIRANTE FII,1669.09
FUNDO DE INVESTIMENTO IMOBILIARIO - FII SHOPPING PARQUE D. P,650.2
SHOPP PDP FII,208.46
FII SHOPPING PARQUE DOM PEDRO,200.0
FII SHOPPING PARQUE D. PEDRO,197.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII RODOBENS,8317.13
FUNDO DE INVESTIMENTO IMOBILIARIO - FII RODOBENS,2326.29
RODOBENS FII,7527.92
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,1900.86
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,1529.64
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,2851.7
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,800.24
FII ANCAR IC,1997000.0
FII ANCAR IC,2000.0
FII ANCAR IC,1136328.56
FII ANCAR IC,2000.0
FII HOSPITAL NOSSA SENHORA DE LOURDES,173.45
FII HOSPITAL NOSSA SENHORA DE LOURDES,20169.0
HOSPITAL NOSSA SENHORA DE LOURDES FII,198.57
HOSPITAL NOSSA SENHORA DE LOURDES FII,198.5
FII ICON REALTY,802.03
ICON REALTY I  FII,205.34
ICON REALTY I FUNDO DE INVESTIMENTO IMOBILIÁRIO,946126.65
ICON REALTY I FUNDO DE INVESTIMENTO IMOBILIÁRIO,223344.71
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,6548.78
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,62406.03
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,8792.41
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,6532.88
HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,2439.79
HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,190011.69
HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,191400.76
HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,2595.23
FUNDO DE INVESTIMENTO IMOBILIÁRIO VEREDA,3980.39
FUNDO DE INVESTIMENTO IMOBILIARIO VEREDA - FII,3980.39
FUNDO DE INVESTIMENTO IMOBILIARIO VEREDA - FII,364701.74
FUNDO DE INVESTIMENTO IMOBILIARIO VEREDA - FII,4606.69
RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,17065.66
RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,13790.14
RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,15105.97
RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,337980.77
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,198.51
HOTEL MAXINVEST FII,131.3
HOTEL MAXINVEST FII,198.5
HOTEL MAXINVEST FII,198.5
FII BTG PACTUAL CORPORATE OFFICE FUND,200.0
FII BTG PACTUAL CORPORATE OFFICE FUND,125815.56
FII BTG PACTUAL CORPORATE OFFICE FUND,201.29
FII BTG PACTUAL CORPORATE OFFICE FUND,200.2
FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,39892.1
FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,34399.33
FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,33759.75
FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,33152.35
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,474842.99
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,4999.99
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,203740.14
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,289488.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,14.64
FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,165400.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,169507.45
FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,169507.45
FUNDO DE INVESTIMENTO IMOBILIARIO PROPERTY INVEST,817.64
FII SHOPPING WEST PLAZA,196.97
SHOPPING WEST PLAZA FII,198.81
SHOPPING WEST PLAZA FII,198.81
SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO,2525.61
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,2356.07
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,4269.68
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,1223.63
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,1003.05
FII BTG PACTUAL FUNDO DE CRI,305.28
BTG PACTUAL FUNDO DE CRI FI IMOBILIARIO,312.7
BTG PACTUAL FUNDO DE CRI FII IMOBILIARIO,220.95
FII BTG PACTUAL FUNDO DE CRI,198.3
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,83.65
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,10284.0
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,13872.89
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,10875.59
FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,10875.59
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,173.11
FLORIPA SHOPPING FI IMOBILIARIO,198.55
FII FLORIPA SHOPPING,248.89
FLORIPA SHOPPING FI IMOBILIARIO,198.5
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,1116.15
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,1017.18
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,577.18
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,137.18
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,243.45
FII PRIME PORTFOLIO,200.0
FUNDO DE INVESTIMENTO IMOBILIARIO PRIME PORTFOLIO - FII,284.64
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII PRIME PORTFOLIO,200.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,509566.04
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,335079.6
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,276114.2
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,571185.21
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,2264.25
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,5071062.12
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,926.29
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,1020.87
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,6070.75
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,47486.29
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,32491.78
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,36916.35
DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
FII PARQUE DOM PEDRO SHOPPING CENTER,110.98
PDP SHOPP CENTER FII,225.51
PDP SHOPP CENTER FII,98.97
FII PARQUE DOM PEDRO SHOPPING CENTER,198.5
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,16989.47
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,13259.46
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,11347.51
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,10760.04
FII BTG PACTUAL FUNDO DE FUNDOS,287.45
BTG PACTUAL FUNDO DE FUNDOS FII,287.45
BTG PACTUAL FUNDO DE FUNDOS FII,206.84
FII BTG PACTUAL FUNDO DE FUNDOS,206.84
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,4036.04
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,3444.67
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,4169.08
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,4051.02
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,75377.74
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,42462.9
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,4999.96
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,46187.44
FII ANHANGUERA EDUCACIONAL,195.5
ANHANGUERA EDUCACIONAL FII,593.98
ANHANGUERA EDUCACIONAL FII,196.11
ANHANGUERA EDUCACIONAL FII,197.0
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,1909685.19
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,629357.11
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,498165.16
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,671158.93
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,36221.98
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,5000.0
CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,5000.0
CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,5000.0
JPP FII,500.0
JPP FII,500.0
JPP FII,500.0
JPP FII,500.0
FII MAX RETAIL,586.85
MAX RETAIL FII,236.14
MAX RETAIL FII,195.52
MAX RETAIL FII,194.0
FII PRESIDENTE VARGAS,139148.39
FII PRESIDENTE VARGAS,137705.34
FII PRESIDENTE VARGAS,139598.86
FII PRESIDENTE VARGAS,491238.89
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,397524.77
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,397524.77
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,103067.34
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,3288.41
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,4870.22
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,2609.96
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,4823.14
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,3778.1
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,178.61
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,186.94
CAMPUS FARIA LIMA FII,191.0
CAMPUS FARIA LIMA FII,192.5
FATOR VERITA FII,47703.61
FATOR VERITA FII,12745.4
FATOR VERITA FII,145436.35
FATOR VERITA FII,175136.07
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,22430.76
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,1665.54
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2023.85
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,15614.78
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,5000.0
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,7437.47
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,7437.47
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,5000.0
GENERAL SHOPPING E OUTLETS DO BRASIL FII,526.4
GENERAL SHOPPING E OUTLETS DO BRASIL FII,600000.0
GENERAL SHOPPING E OUTLETS DO BRASIL FII,0.0
GENERAL SHOPPING E OUTLETS DO BRASIL FII,58460.99
TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,1153.08
TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,1410.62
TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,0.0
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,1186566.57
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,1468258.11
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,3507765.47
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,485998.05
KINEA RENDA IMOBILIARIA FII,227676.38
KINEA RENDA IMOBILIARIA FII,9.18
KINEA RENDA IMOBILIARIA FII,37798.2
KINEA RENDA IMOBILIARIA FII,100870.63
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,56578.54
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,7851.64
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,57267.42
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,586280.11
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,117.34
ATRIUM NACOES UNIDAS FI IMOBILIARIO,117.34
FUNDO DE INVESTIMENTO IMOBILIÁRIO ATRIUM NACOES UNIDAS,117.34
ATRIUM NAÇÕES UNIDAS FII,117.34
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,51919.84
VINCI CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,598633.07
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,36431.9
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,1637.47
RIO BRAVO CREDITO IMOBILIARIO I FII,3464.16
RIO BRAVO CREDITO IMOBILIARIO I FII,3881.91
RIO BRAVO CREDITO IMOBILIARIO I FII,5430.55
RIO BRAVO CREDITO IMOBILIARIO I FII,9037.51
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,37538.63
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,37996.2
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,34928.7
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,39129.34
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,931.49
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,1.0
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,2934.85
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,2035.46
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,2098.21
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,2850.58
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,722.63
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,722.63
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,722.63
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,722.63
FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA,10894.55
FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA,11659.3
FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA,10950.31
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA TRX LOGÍSTICA RENDA,10983.66
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,2548.64
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,5772.79
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,3990.51
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,1963.31
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,2441.02
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,328.35
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,1621.56
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,2470.83
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,2653.85
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,5514.62
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,14060.75
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,18161.45
RB CAPITAL ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,257359.28
RB CAPITAL ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,231071.78
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,30276.44
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,32496.1
