Nome_Fundo,Tipo,Valor
 MAUÁ CAPITAL REC - FII,CRI,738855522.53
 MAUÁ CAPITAL REC - FII,FII,20695290.96
 MAUÁ CAPITAL REC - FII,Outras Cotas de FI,149879821.74
17007 FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,79232887.1
AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,313869460.83
AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,650.43
AB CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,145440554.34
AB CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1127.83
ABEL 33 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,79959.37
AF INVEST CRI FII,CRI,261938135.59
AF INVEST CRI FII,FII,2555750.0
AF INVEST CRI FII,Outras Cotas de FI,83136122.94
AF INVEST CRI FII - RECEB IMOB,CRI,165408813.01
AF INVEST CRI FII - RECEB IMOB,Outras Cotas de FI,9391808.15
AF INVEST CRI FII RECEBÍVEIS IMOBILIÁRIOS,CRI,165959181.77
AF INVEST CRI FII RECEBÍVEIS IMOBILIÁRIOS,FII,2500000.0
AF INVEST CRI FII RECEBÍVEIS IMOBILIÁRIOS,Outras Cotas de FI,7656895.11
AF INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO RECEBÍVEIS IMOB,CRI,234482137.92
AF INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO RECEBÍVEIS IMOB,Outras Cotas de FI,13608069.43
AGRI8 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,13040408.8
ALIANZA DIGITAL REALTY FII,Outras Cotas de FI,1566500.02
ALIANZA DIGITAL REALTY FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,769963.31
ALIANZA DIGITAL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,25169904.02
ALIANZA FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,204575049.41
ALIANZA FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,46193742.94
ALIANZA ITACA DESENVOLVIMENTO FII,Ações de Sociedades,12385000.0
ALIANZA ITACA DESENVOLVIMENTO FII,Outras Cotas de FI,739776.3
ALIANZA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,480152995.0
ALIANZA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,5128604.29
ALIANZA REAL ESTATE II FII,Cotas de Sociedades,103973344.0
ALIANZA REAL ESTATE II FII,Outras Cotas de FI,34865224.09
ALIANZA TRUST RENDA IMOBILIARIA - FII,FII,52000000.0
ALIANZA TRUST RENDA IMOBILIARIA - FII,Outras Cotas de FI,23170447.29
ALIANZA TRUST RENDA IMOBILIARIA FII,Ações de Sociedades,197400000.0
ALIANZA TRUST RENDA IMOBILIARIA FII,FII,177260056.62
ALIANZA TRUST RENDA IMOBILIARIA FII,Outras Cotas de FI,153559748.75
ALIANZA URBAN HUB RENDA FUNDO DE INVESTIMENTO IMOBILIARIO,Outros Ativos Financeiros,100161.52
ALIANZA ÍTACA DESENVOLVIMENTO FII,Ações de Sociedades,23560000.0
ALIANZA ÍTACA DESENVOLVIMENTO FII,Outras Cotas de FI,1002372.17
ALMIRANTE BARROSO FII,Outras Cotas de FI,26617196.95
ANHANGUERA EDUCACIONAL FII,Outras Cotas de FI,6311489.33
APOLLO CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,100000000.0
APOLLO CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,108947460.12
AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,4099352.5
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,146965892.16
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,283165334.98
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1906816.4
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,40405600.0
ARAM SKY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,43436334.0
ARC FUNDO DE INVESTIMENTO IMOBILIÁRIO III - FII,Outras Cotas de FI,22372290.02
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,20751189.36
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,245415.51
ATRIUM NAÇÕES UNIDAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,285382.47
AUTONOMY EDIFICIOS CORPORATIVOS FII,Outros Ativos Financeiros,82261101.36
BACURI FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1328289.67
BANESTES RECEBIVEIS IMOBILIARIOS FII,CRI,1902352067.54
BANESTES RECEBIVEIS IMOBILIARIOS FII,FII,292167547.7
BANESTES RECEBIVEIS IMOBILIARIOS FII,Outras Cotas de FI,128724841.26
BARZEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,2007272916.49
BARZEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,794952.96
BASILICA PARTNERS LED CORPORATE FII,Outras Cotas de FI,31996546.15
BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,1427839835.93
BB FUNDO DE INVESTIMENTO DE CRÉDITO FIAGRO-IMOBILIÁRIO,Outros Ativos Financeiros,130395314.12
BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO,Outras Cotas de FI,56633065.31
BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,Outras Cotas de FI,29128157.91
BB PROGRESSIVO FII,Outras Cotas de FI,28274758.47
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,44394156.86
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,CRI,183637070.09
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,FII,17921296.78
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,CRI,287434817.7
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,FII,5084280.0
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,Outras Cotas de FI,52476082.53
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,CRI,270574858.59
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,FII,3000000.0
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,Outras Cotas de FI,68694868.24
BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,-993231.03
BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,64748331.59
BII VENTURA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,35393.75
BII VENTURA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,107960.13
BIRD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,15855926.43
BLUECAP DESENVOLVIMENTO LOGÍSTICO I FII,Ações de Sociedades,500000.0
BLUECAP RENDA LOGÍSTICA FII,Outras Cotas de FI,14700634.07
BLUECAP RENDA LOGÍSTICA-FII,Outras Cotas de FI,3729249.86
BLUEMACAW CATUAI TRIPLE A FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,4911159.14
BLUEMACAW CATUAÍ TRIPLE A FII,Outras Cotas de FI,160113816.88
BLUEMACAW CREDITO IMOBILIARIO FII,CRI,77410061.32
BLUEMACAW CREDITO IMOBILIARIO FII,FII,7512533.19
BLUEMACAW CREDITO IMOBILIARIO FII,Outras Cotas de FI,6974826.26
BLUEMACAW CRÉDITO IMOBILIÁRIO FII,CRI,38975850.07
BLUEMACAW CRÉDITO IMOBILIÁRIO FII,Outras Cotas de FI,1574446.49
BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,825940383.31
BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO IMOBILIÁRIO,FII,-43366.03
BLUEMACAW OFFICE FUND II F,Outras Cotas de FI,31436057.89
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,3126431.0
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,830086351.01
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,120613313.04
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,4556981.36
BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,11140072.82
BPG LOGÍSTICA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,104150143.81
BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,10838826.29
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,CRI,23204419.92
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,FII,1564947523.64
BRASIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,2229741.62
BRAZIL REAL ESTATE VICTORY FUND I - FII,Outras Cotas de FI,696812.21
BRAZIL REAL ESTATE VICTORY FUND I - FII,Outros Ativos Financeiros,5508867.53
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,1095565346.52
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,135983273.97
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,102040.36
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,218367893.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Ações de Sociedades,768730773.3
BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,350012801.51
BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,584569870.28
BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,2372424664.02
BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,174767.47
BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,18094782.04
BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,3683190.9
BRIO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,33649650.95
BRIO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,15024312.17
BRIO REAL ESTATE II,Ações de Sociedades,213333444.32
BRIO REAL ESTATE II,Outras Cotas de FI,21762639.32
BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,67486768.29
BRISA RENDA IMOBILIARIA FI IMOBILIARIO,Ações de Sociedades,257730787.31
BRISA RENDA IMOBILIARIA FI IMOBILIARIO,Outras Cotas de FI,10611629.61
BRISA RENDA IMOBILIARIA FI IMOBILIARIO,Outros Ativos Financeiros,6565660.0
BRIX FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,9321343.71
