Nome_Fundo,Tipo,Valor
051 AGRO FAZENDAS II FIAGRO,Outras Cotas de FI,45663135.04
051 AGRO FAZENDAS III FIAGRO,Outras Cotas de FI,39279203.26
17007 FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,10711530.6
2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,CEPAC,700000.0
AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,268676163.69
AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1250.98
ABEL 33 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,1874373.8
ABEL 33 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,20020000.0
AF INVEST CRI FII,CRI/CRA,1143698323.9
AF INVEST CRI FII,FII,327700.0
AF INVEST CRI FII,Outras Cotas de FI,90587161.04
AF INVEST CRI FII RECEBIVEIS IMOBILIARIOS,CRI/CRA,388245794.34
AF INVEST CRI FII RECEBIVEIS IMOBILIARIOS,Outras Cotas de FI,46105787.11
AGILE INVESTE FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,92063036.12
AGRI8 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,48000000.0
AGRI8 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,125271.72
AIRPORT TOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,1851.37
AJ MALLS FII,CRI/CRA,19953814.59
AJ MALLS FII,Outras Cotas de FI,46587334.17
AJU FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,77654584.5
AJU FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,15292611.37
ALDEOTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,294033193.0
ALDEOTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,135403.13
ALDEOTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,45505.83
ALDEOTA RENDA IMOBILIÁRIA FII - FII,Ações de Sociedades,23605857.45
ALDEOTA RENDA IMOBILIÁRIA FII - FII,Outras Cotas de FI,7554124.84
ALEGRIA FII DE RESPONSABILIDADE  ILIMITADA,Outras Cotas de FI,7081.95
ALIANZA CREDITO IMOBILIARIO FII,CRI/CRA,125730813.63
ALIANZA CREDITO IMOBILIARIO FII,FII,295478.31
ALIANZA CREDITO IMOBILIARIO FII,Outras Cotas de FI,9175621.37
ALIANZA CRÉDITO FUNDO DE INVESTIMENTO IMOBILIARIO,CRI/CRA,37955193.28
ALIANZA CRÉDITO FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,1105339.62
ALIANZA DIGITAL REALTY FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,6220846.98
ALIANZA ITACA DESENVOLVIMENTO FII,Ações de Sociedades,69107420.0
ALIANZA ITACA DESENVOLVIMENTO FII,Outras Cotas de FI,18871598.18
ALIANZA MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOBILIARIO,CRI/CRA,233648786.27
ALIANZA MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOBILIARIO,FII,204762674.18
ALIANZA MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,49681513.31
ALIANZA MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOBILIARIO,Outros Ativos Financeiros,4611295.86
ALIANZA MULTIOFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI/CRA,317105393.78
ALIANZA REAL ESTATE II FII,Ações de Sociedades,360374503.46
ALIANZA REAL ESTATE II FII,Outras Cotas de FI,41588528.81
ALIANZA TITULOS IMOBILIARIOS FII,CRI/CRA,18633577.24
ALIANZA TITULOS IMOBILIARIOS FII,FII,1545769.35
ALIANZA TITULOS IMOBILIARIOS FII,Outras Cotas de FI,1267356.99
ALIANZA TRUST RENDA IMOBILIARIA FII,Ações de Sociedades,148562175.16
ALIANZA TRUST RENDA IMOBILIARIA FII,CRI/CRA,58238057.55
ALIANZA TRUST RENDA IMOBILIARIA FII,FII,1097121001.07
ALIANZA TRUST RENDA IMOBILIARIA FII,Outras Cotas de FI,848296260.21
ALIANZA URBAN HUB RENDA FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,4390444.63
ALIANZA URBAN HUB RENDA FUNDO DE INVESTIMENTO IMOBILIARIO,Outros Ativos Financeiros,2200985.86
ALPH TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,2664249.65
ANGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,8797.88
ANNECY 59 FII,Outras Cotas de FI,5092526.42
ANNECY 59 FII,Outros Ativos Financeiros,368487580.12
APEX URB FII RESPONSABILIDADE LIMITADA,Ações de Sociedades,5700000.0
APEX URB FII RESPONSABILIDADE LIMITADA,Outras Cotas de FI,13408256.83
APEX URB FUNDO DE INV. IMOBILIARIO RESPONSABILIDADE LIMITADA,Outras Cotas de FI,8500431.87
APOLLO 11 FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,7200999.0
APOLLO 11 FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI/CRA,2929754.14
APOLLO 11 FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,4817783.8
APOLLO 11 FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,10571245.79
APOLLO CORPORATE FUNDO DE INVESTIMENTO IMOBILIARIO,Cotas de Sociedades,12224000.0
APOLLO CORPORATE FUNDO DE INVESTIMENTO IMOBILIARIO,Outros Ativos Financeiros,76696045.24
APOLLO CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,76696045.24
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,240739192.84
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,23447577.77
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,17.72
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,40632636.16
AQUISIÇÃO DE UNIDADES FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,5214743.84
AQUISIÇÃO DE UNIDADES FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,117925482.04
AQUISIÇÃO DE UNIDADES FUNDO DE INVESTIMENTO IMOBILIÁRIO-RL,Outras Cotas de FI,3522980.56
