Nome_Fundo,Ativo_Liquidez_Valor_Disponibilidades
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,2438104.05
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,736992.94
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,338907.31
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,464250.33
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,569584.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,569584.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,569584.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,569584.13
FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL,5500.0
FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL,4924.03
FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL,5165.53
FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL,4792.63
FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES,8504.31
FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,8474.27
FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,11383.19
FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,22228.41
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,5562.4
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,5009.22
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,5425.32
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,5635.02
OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,699733.34
OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,550474.93
OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,946734.68
OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,26385.09
LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,390158.84
LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,316147.71
LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,407461.87
LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,443874.24
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,-12623.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,1.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,85.14
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,6041.06
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,5579.38
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,6043.73
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,6124.3
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,53167.11
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,11215.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,15029.12
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,1851.17
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,5536817.15
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,8985756.97
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,10467408.72
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,9950464.58
SCP FUNDO DE INVESTIMENTO IMOBILIÁRIO,146658.76
SCP FUNDO DE INVESTIMENTO IMOBILIÁRIO,82215.46
SCP FUNDO DE INVESTIMENTO IMOBILIÁRIO,64601.35
SCP FUNDO DE INVESTIMENTO IMOBILIÁRIO,53260.05
FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES,36756.27
