Nome_Fundo,Tipo,Valor
CSHG TOP FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,105561006.69
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1241484.1
ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,314382.88
EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,2537310.89
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,CRI,3235723.8
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,FII,26810454.89
FATOR VERITA FII,CRI,167141410.22
FATOR VERITA FII,FII,2833979.0
FII ANCAR IC,Outras Cotas de FI,40211334.41
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,CRI,4368662.8
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,FII,158800837.49
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,Outros Ativos Financeiros,9538466.41
FII BRAZIL REAL ESTATE VICTORY FUND I,Outras Cotas de FI,1503498.08
FII BRISA RENDA IMOBILIARIA,Ações de Sociedades,247146178.87
FII BRISA RENDA IMOBILIARIA,Outras Cotas de FI,6356564.59
FII BRISA RENDA IMOBILIARIA,Outros Ativos Financeiros,3987274.87
FII BTG PACTUAL FUNDO DE CRI,CRI,120997433.16
FII BTG PACTUAL FUNDO DE CRI,LCI,12676169.0
FII BTG PACTUAL FUNDO DE CRI,Outras Cotas de FI,12017540.51
FII BTG PACTUAL FUNDO DE FUNDOS,CRI,34647381.63
FII BTG PACTUAL FUNDO DE FUNDOS,FII,328177874.1
FII BTG PACTUAL FUNDO DE FUNDOS,LCI,3355754.02
FII BTG PACTUAL FUNDO DE FUNDOS,Outras Cotas de FI,5915531.82
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,Ações de Sociedades,238000116.0
FII DERRY UNIVERSAL,Ações de Sociedades,2688782.0
FII DERRY UNIVERSAL,Outras Cotas de FI,42.31
FII ESTOQUE RESIDENCIAL VITACON,Outras Cotas de FI,963434.03
FII NCH BRASIL RECEBIVEIS IMOBILIARIOS,CRI,14763724.51
FII NCH BRASIL RECEBIVEIS IMOBILIARIOS,Outras Cotas de FI,1455231.04
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,634352.92
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,3864053.0
FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,310933.0
FUNDO DE INV. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,Outras Cotas de FI,2470939.85
FUNDO DE INV. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,Outros Ativos Financeiros,2172812.21
FUNDO DE INV. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,Outras Cotas de FI,2392343.4
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,LCI,15760526.35
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,Outras Cotas de FI,4433229.19
FUNDO DE INVESTIMENTO IMOB - FII CYRELA THERA CORPORATE,Outras Cotas de FI,4494567.78
FUNDO DE INVESTIMENTO IMOB BTG PACTUAL CORPORATE OFFICE FUND,CRI,872347.86
FUNDO DE INVESTIMENTO IMOB BTG PACTUAL CORPORATE OFFICE FUND,FII,976272969.99
FUNDO DE INVESTIMENTO IMOB BTG PACTUAL CORPORATE OFFICE FUND,LCI,282396159.4
FUNDO DE INVESTIMENTO IMOB BTG PACTUAL CORPORATE OFFICE FUND,Outras Cotas de FI,14489156.16
FUNDO DE INVESTIMENTO IMOB BTG PACTUAL CORPORATE OFFICE FUND,Outros Ativos Financeiros,25971652.98
FUNDO DE INVESTIMENTO IMOBILIARIO - FII ANHANGUERA EDUCACION,Outras Cotas de FI,1391015.74
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,Outras Cotas de FI,2221035.08
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,Outras Cotas de FI,2741492.35
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO ALMIRANTE B,Outras Cotas de FI,1458818.69
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO,Outras Cotas de FI,2052786.38
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA,Outras Cotas de FI,3029456.48
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA,Outros Ativos Financeiros,3214.69
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,Outras Cotas de FI,76142.59
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL NOSSA SENHO,Outras Cotas de FI,3683002.79
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,Outras Cotas de FI,17793362.51
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,Outras Cotas de FI,1179201.96
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MEILI,Outras Cotas de FI,116058.51
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,Outras Cotas de FI,2314573.09
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,Outros Ativos Financeiros,247945000.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PARQUE DOM PEDRO SHO,FII,301025240.56
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PARQUE DOM PEDRO SHO,Outras Cotas de FI,10561681.07
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES,Outras Cotas de FI,943184.01
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PREMIER REALTY,CEPAC,33480.27
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PREMIER REALTY,Outras Cotas de FI,9261.45
FUNDO DE INVESTIMENTO IMOBILIARIO - FII RODOBENS,Outras Cotas de FI,47766.88
FUNDO DE INVESTIMENTO IMOBILIARIO - FII SHOPPING PARQUE D. P,Outras Cotas de FI,15700276.74
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TB OFFICE,Outras Cotas de FI,5117153.53
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TB OFFICE,Outros Ativos Financeiros,223190.18
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE ALMIRANTE,Outros Ativos Financeiros,3442354.03
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,Outras Cotas de FI,3356880.07
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,Outros Ativos Financeiros,648600.5
FUNDO DE INVESTIMENTO IMOBILIARIO AMETISTA - FII,Outras Cotas de FI,219645.21
FUNDO DE INVESTIMENTO IMOBILIARIO BENX PROPERTIES - FII,Outros Ativos Financeiros,303663.6
FUNDO DE INVESTIMENTO IMOBILIARIO BM BRASCAN LAJES CORPORATI,Outras Cotas de FI,1517207.56
FUNDO DE INVESTIMENTO IMOBILIARIO BM BRASCAN LAJES CORPORATI,Outros Ativos Financeiros,211302.12
FUNDO DE INVESTIMENTO IMOBILIARIO CENESP,Outras Cotas de FI,22679111.92
FUNDO DE INVESTIMENTO IMOBILIARIO CENESP,Outros Ativos Financeiros,193287.4
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,Ações de Sociedades,1305980.12
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,Outras Cotas de FI,11133942.09
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,FII,234432444.18
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,Outras Cotas de FI,7702793.1
FUNDO DE INVESTIMENTO IMOBILIARIO FII SHOPPING WEST PLAZA,Outras Cotas de FI,447967.08
FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BE,Outros Ativos Financeiros,3069682.45
FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII,Ações de Sociedades,19242307.36
FUNDO DE INVESTIMENTO IMOBILIARIO JK E - FII,Ações de Sociedades,48388233.69
FUNDO DE INVESTIMENTO IMOBILIARIO MONSUABA II,Outras Cotas de FI,110065.57
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Ações,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Ações de Sociedades,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,CEPAC,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,CRI,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Cotas de Sociedades,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,FIA,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,FIDC,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,FII,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,FIP,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,LCI,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,LIG,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Outras Cotas de FI,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Outros Ativos Financeiros,0.0
FUNDO DE INVESTIMENTO IMOBILIARIO PROPERTY INVEST,Outras Cotas de FI,802166.72
FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO,Outras Cotas de FI,2992995.72
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,Outras Cotas de FI,184519.85
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING JARDIM SUL,Outras Cotas de FI,416671.8
FUNDO DE INVESTIMENTO IMOBILIARIO VBI FL 4440-FII,Outras Cotas de FI,3505574.03
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII CEO CYRELA COMMERCIA,Outras Cotas de FI,1502223.73
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ELDORADO,Outras Cotas de FI,2029035.97
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SIA CORPORATE,Outras Cotas de FI,5286760.64
FUNDO DE INVESTIMENTO IMOBILIÁRIO AGÊNCIAS CAIXA,LCI,146679550.9
FUNDO DE INVESTIMENTO IMOBILIÁRIO AGÊNCIAS CAIXA,Outras Cotas de FI,5003504.91
FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO FII,Outras Cotas de FI,4151212.31
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CONVIDA SUAPE,Ações de Sociedades,94467969.69
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,CRI,103066787.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,Cotas de Sociedades,421992785.37
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,LCI,76372177.21
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,Outros Ativos Financeiros,417584.13
FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.,Outras Cotas de FI,1256852.89
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Outras Cotas de FI,202380819.87
FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII,Outras Cotas de FI,5495664.55
FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,Outras Cotas de FI,108251.59
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,Outras Cotas de FI,6793135.16
FUNDO DE INVESTIMENTO IMOBILIÁRIO GWI RENDA IMOBILIÁRIA,Outras Cotas de FI,597193.92
FUNDO DE INVESTIMENTO IMOBILIÁRIO HANNOVER,CRI,11930840.71
FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,Outras Cotas de FI,1225649.93
FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,Outras Cotas de FI,1628539.69
FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL,Outras Cotas de FI,5518724.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII,Ações de Sociedades,92181151.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII,Outras Cotas de FI,9261.43
FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE,Outros Ativos Financeiros,2140105.38
FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC,Ações de Sociedades,203982796.21
FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL,Outras Cotas de FI,2454062.55
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Outras Cotas de FI,187293.43
FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,CRI,7498719.12
FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,Outras Cotas de FI,146747.14
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,Ações,58252458.88
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,FIA,17690205.73
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,FII,8234913.11
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,Outras Cotas de FI,4217101.41
FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII,Outros Ativos Financeiros,312513.7
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Outras Cotas de FI,121537719.48
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,Outras Cotas de FI,601600.07
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,Outras Cotas de FI,2577831.92
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,Outras Cotas de FI,789409.78
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,Outras Cotas de FI,1091658.5
FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET I,Cotas de Sociedades,45574136.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,Outras Cotas de FI,175149.99
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LCI BANKS,LCI,297617202.98
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM MASTER,CRI,197393951.41
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM MASTER,FIP,73417.06
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,CRI,161419638.57
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,FII,4910526.6
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,LCI,21230411.67
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,CRI,625266786.35
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,FII,254874825.11
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,LCI,122665645.59
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES III,CRI,84178836.52
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES III,FII,5033340.1
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES IV,CRI,768810579.07
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES IV,FII,317967536.6
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES IV,LCI,114777682.58
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Cotas de Sociedades,978466.45
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Outras Cotas de FI,5757235.16
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,5367084.82
FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,896805.0
G5 JOMAFIL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,19420260.87
GENERAL SHOPPING ATIVO E RENDA - FII,Cotas de Sociedades,231118000.0
GOLDEN WEST - VX - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,8950000.0
IZAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,12800000.0
JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,2286398.6
JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII,Cotas de Sociedades,125304381.0
JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,137549.66
JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,LCI,17007379.4
JPP FII,Ações de Sociedades,6851255.23
JPP FII,CRI,965450.97
JPP FII,Cotas de Sociedades,6332212.15
JPP FII,FII,18820713.92
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,95452506.39
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,178673270.25
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,LCI,307188947.3
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,108916030.7
JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB,Outros Ativos Financeiros,13786427.81
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,CRI,50447808.17
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Cotas de Sociedades,92122001.14
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,LCI,23733293.71
KINEA INDICES DE PREÇOS FII,CRI,163849735.12
KINEA INDICES DE PREÇOS FII,LCI,108258290.55
KINEA RENDA IMOBILIARIA FII,LCI,81361587.59
KINEA RENDIMENTOS IMOBILIÁRIOS FII,CRI,2174678233.29
KINEA RENDIMENTOS IMOBILIÁRIOS FII,LCI,42872567.53
LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,Outras Cotas de FI,749456.33
MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,132067057.7
MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,24542337.0
MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,77575342.56
MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,LCI,1066829.12
MIKEONE FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,1215111.53
MULTI PROPERTIES FII,CRI,47025000.0
MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,110000000.0
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,LCI,2752648.57
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,Outras Cotas de FI,1760258.0
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,Cotas de Sociedades,34439790.83
NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,52874000.0
NOVA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,80705561.0
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,90515892.28
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,163666922.91
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,FII,77083004.63
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,181960895.08
OURO PRETO DESENVOLVIMENTO IMOBILIARIO I - FII,Ações de Sociedades,14101980.0
OURO PRETO TRADE INVEST RENDA IMOBILIÁRIA I FUNDO DE INVESTI,Outras Cotas de FI,8217.53
PESCARA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Ações de Sociedades,23294063.0
PESCARA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,114.95
PIEMONTE FUNDO DE INVESTIMENTO IMOBILIÁRO - FII,Outros Ativos Financeiros,1357043.28
POLO FII RECEBÍVEIS IMOBILIÁRIOS I,CRI,105487307.1
POLO FII RECEBÍVEIS IMOBILIÁRIOS I,FII,2428347.8
POLO FII RECEBÍVEIS IMOBILIÁRIOS I,Outras Cotas de FI,2764111.66
POLO FII RECEBÍVEIS IMOBILIÁRIOS II,CRI,104368538.41
POLO FII RECEBÍVEIS IMOBILIÁRIOS II,FII,48987.06
POLO FII RECEBÍVEIS IMOBILIÁRIOS II,Outras Cotas de FI,7102565.57
RB CAPITAL ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,400395.77
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FII - FII,Ações de Sociedades,34737919.94
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FII - FII,Outros Ativos Financeiros,21197200.13
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,1153649.09
