CNPJ_Fundo,Data_Referencia_x,Versao_x,Classe,Nome_Imovel,Endereco_x,Area_x,Numero_Unidades_x,Outras_Caracteristicas_Relevantes_x,Percentual_Vacancia,Percentual_Inadimplencia,Percentual_Receitas_FII,Percentual_Locado,Percentual_Vendido,Percentual_Conclusao_Obras_Realizado,Percentual_Conclusao_Obras_Previsto,Custo_Construcao_Realizado,Custo_Construcao_Previsto,Percentual_Imovel_Total_Investido_x,Data_Referencia_y,Versao_y,Endereco_y,Area_y,Numero_Unidades_y,Outras_Caracteristicas_Relevantes_y,Percentual_Imovel_Total_Investido_y,Categoria,Data_Referencia,Versao,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Hub - Coliving,"Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ",3160.0,81.0,Construção própia,,,,,0.67,0.99,1.0,16756152.93,16024674.55,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Aretê - Peninsula Norte,"Praia Rasa, Buzios - RJ",4901.0,28.0,Construção própia,,,,,0.82,0.82,0.82,28625262.67,33189417.5,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Maison Laranjeiras,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",9275.0,110.0,Construção própia,,,,,0.85,0.63,0.68,45045651.05,45045651.05,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda acabados,Touch,"Rua Jardim Botânico, 568 - Jardim Botanico, Rio de Janeiro - RJ",488.92,17.0,Aquisição de unidades prontas,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda acabados,TOSCANINI,"Rua Arturo Toscanini, Belo Horizonte - MG",162.05,7.0,Aquisição de unidades prontas,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Tijuca All Ways,"Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ",8055.06,90.0,Construção própia,,,,,0.99,1.0,1.0,39304636.09,39304636.09,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Crystal Blue,"Rua Elesbão Linhares, n 503, Vitória - ES",9050.69,36.0,Construção própia,,,,,0.36,0.1,0.1,2194356.45,2262269.02,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda acabados,Innovitá,"Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ",176.66,3.0,Aquisição de unidades prontas,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Iluminato,"Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ",6175.0,54.0,Construção própia,,,,,0.85,0.19,0.74,10047087.62,10047087.62,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda acabados,HOTEL & BUREAL,"Setor Hoteleiro Norte, Quadra 01, Área Especial A, Brasília - DF",98.85,1.0,Aquisição de unidades prontas,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda acabados,Miraggio,"R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ",1425.0,6.0,Aquisição de unidades prontas,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Aretê - Alto Ybirá,"Praia Rasa, Buzios - RJ",3201.37,18.0,Construção própia,,,,,0.72,0.26,0.34,6014350.47,6360112.19,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda acabados,ALEGRO - VITÓRIA,"Área A-2 da Superquadra D do Loteamento Mata da Praia, Vitória/ES",96.04,1.0,Aquisição de unidades prontas,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,"Rua General Gois Monteiro, 49, Botafogo, Rio de Janeiro - RJ",26140.0,376.0,Construção própia,,,,,0.98,0.39,0.36,102108063.34,102108063.34,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,The Gallery,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",6841.0,108.0,Construção própia,,,,,0.34,0.76,0.86,72684938.86,82677436.1,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda acabados,Gift,"Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ",627.04,2.0,Construção própia,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Costa Mare,"Rodovia Darly Santos, S/n°, Gleba I, Vila Velha - ES",19811.0,120.0,Construção própia,,,,,0.08,0.86,0.94,100736083.89,117314266.91,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-06-30,1,imóveis para venda em construção,Icono Parque,"Rua Machado de Assis, 40",36440.29,464.0,Construção própia,,,,,0.93,0.98,1.0,173737959.42,187746121.8,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-09-30,1,imóveis para venda em construção,The Gallery,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",6841.0,108.0,Construção própia,,,,,0.49,0.88,0.93,84598979.89,92341600.86,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-09-30,1,imóveis para venda em construção,Iluminato,"Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ",6175.0,54.0,Construção própia,,,,,0.87,0.3,0.91,18344328.03,18344328.03,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2021-09-30,1,imóveis para venda acabados,Innovitá,"Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ",176.66,2.0,Aquisição de unidades prontas,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,
