Nome_Fundo,Publico_Alvo
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,INVESTIDOR QUALIFICADO
FII BB VOTORANTIM JHSF CIDADE JARDIM CONTINENTAL TOWER,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,INVESTIDOR QUALIFICADO
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,INVESTIDORES EM GERAL
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,INVESTIDORES EM GERAL
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PARQUE DOM PEDRO SHO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO,INVESTIDORES EM GERAL
FII BTG PACTUAL FUNDO DE FUNDOS,INVESTIDORES EM GERAL
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII ANHANGUERA EDUCACION,INVESTIDORES EM GERAL
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
JPP FII,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,INVESTIDORES EM GERAL
FII PRESIDENTE VARGAS,INVESTIDORES EM GERAL
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,INVESTIDORES EM GERAL
FATOR VERITA FII,INVESTIDORES EM GERAL
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TOP CENTER,INVESTIDOR QUALIFICADO
TRX REALTY LOGÍSTICA RENDA I FII,INVESTIDORES EM GERAL
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FII - FII,INVESTIDOR QUALIFICADO
KINEA RENDA IMOBILIARIA FII,INVESTIDORES EM GERAL
VENTURA II-A FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
SABIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
BRPR 68 FUNDO DE INVESTIMENTO IMOBILIARIO - FII DESENVOLVIME,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII BTG PACTUAL MALLS,INVESTIDORES EM GERAL
EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,INVESTIDOR QUALIFICADO
RIO BRAVO CREDITO IMOBILIARIO I FII,INVESTIDOR QUALIFICADO
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,INVESTIDORES EM GERAL
CSHG ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB - FII,INVESTIDOR QUALIFICADO
OAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
WM RB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FI IMOBILIÁRIO CAIXA TRX LOGÍSTICA RENDA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,INVESTIDOR PROFISSIONAL
RB CAPITAL ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,INVESTIDOR QUALIFICADO
SALUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO VBI FL 4440-FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ELDORADO,INVESTIDORES EM GERAL
PSG FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TERRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
CIBRASEC CRÉDITO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO CENESP,INVESTIDORES EM GERAL
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,INVESTIDORES EM GERAL
RB CAPITAL GENERAL SHOPPING SULACAP FII,INVESTIDORES EM GERAL
FII TREVISO FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
SONDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
XP RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBI,INVESTIDOR QUALIFICADO
AESAPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
REAG CICA JUNDIAI FUNDO DE INVESTIMENTO IMOBILIARIO  FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOB - FII CYRELA THERA CORPORATE,INVESTIDORES EM GERAL
PEDRA DOURADA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
POLO FII RECEBÍVEIS IMOBILIÁRIOS I,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII,INVESTIDOR QUALIFICADO
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL,INVESTIDORES EM GERAL
ESTRUTURA II - FUNDO DE INEVSTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO BM BRASCAN LAJES CORPORATI,INVESTIDORES EM GERAL
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO RENDA CORPORATIVA ANGICO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES III,INVESTIDOR QUALIFICADO
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE,INVESTIDOR QUALIFICADO
ATICO RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO GWI RENDA IMOBILIÁRIA,INVESTIDORES EM GERAL
VOTORANTIM CARDIO PULMONAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO AMETISTA - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES,INVESTIDORES EM GERAL
RENDA DE ESCRITÓRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING JARDIM SUL,INVESTIDORES EM GERAL
TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PLUS,INVESTIDOR QUALIFICADO
CAIXA FII VLT VEICULO LEVE SOBRE TRILHOS,INVESTIDOR QUALIFICADO
VILA OLIMPIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA,INVESTIDORES EM GERAL
SUCCESS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,INVESTIDORES EM GERAL
ALGARVES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTOS IMOBILIÁRIOS BR HÓTEIS FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
INHAÚMA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SP DOWNTOWN - FII,INVESTIDORES EM GERAL
BANRISUL NOVAS FRONTEIRAS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO AGÊNCIAS CAIXA,INVESTIDORES EM GERAL
RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII CEO CYRELA COMMERCIA,INVESTIDORES EM GERAL
CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII DERRY UNIVERSAL,INVESTIDOR PROFISSIONAL
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
SDI LOGÍSTICA RIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
KINEA RENDIMENTOS IMOBILIÁRIOS FII,INVESTIDOR QUALIFICADO
XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRO,INVESTIDORES EM GERAL
REIT RIVIERA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CSHG TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
SANTANDER AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII,INVESTIDORES EM GERAL
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,INVESTIDORES EM GERAL
TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,INVESTIDOR QUALIFICADO E PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,INVESTIDOR PROFISSIONAL
CAIXA RIO BRAVO FUNDO DE FII,INVESTIDORES EM GERAL
CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,INVESTIDORES EM GERAL
POLO FII RECEBÍVEIS IMOBILIÁRIOS II,INVESTIDOR QUALIFICADO
FUNDO DE INV. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,INVESTIDORES EM GERAL
JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SB FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
LATERES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BE,INVESTIDOR QUALIFICADO
JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII BTG PACTUAL SHOPPING,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,INVESTIDORES EM GERAL
FII SHOPPING LIGHT,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SIA CORPORATE,INVESTIDOR QUALIFICADO
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,INVESTIDORES EM GERAL
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
SALUS II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TB OFFICE,INVESTIDORES EM GERAL
DOMO FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRE PREMIUM PROPERTIES,INVESTIDORES EM GERAL
VINCI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
MAIS SHOPPING FII,INVESTIDOR QUALIFICADO
GENERAL SHOPPING ATIVO E RENDA - FII,INVESTIDORES EM GERAL
PESCARA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
SAFIRA FII,INVESTIDOR QUALIFICADO
PIEMONTE FUNDO DE INVESTIMENTO IMOBILIÁRO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII,INVESTIDORES EM GERAL
FII NCH BRASIL RECEBIVEIS IMOBILIARIOS,INVESTIDOR QUALIFICADO
ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
REAG YAGO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
BIRD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
VRE HOTEIS - FII - FII HIBRIDO GESTÃO ATIVA - HOTEL,INVESTIDOR QUALIFICADO
SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
RB CAPITAL PETROS FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II - FII,INVESTIDOR QUALIFICADO
QUORUM HASTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
TAG ALIANZA BTS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
REAG RIACHO  IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
TARANTO FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
CIDADE FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
GOODMAN PATRIMONIAL I FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SHOPPING IPIRANGA FII,INVESTIDOR PROFISSIONAL
BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
CHALLENGER FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
BRL LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
OURO PRETO DESENVOLVIMENTO IMOBILIARIO I - FII,INVESTIDOR QUALIFICADO
SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII,INVESTIDOR QUALIFICADO
LA DEFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
VGS - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
OURO PRETO TRADE INVEST RENDA IMOBILIÁRIA I FUNDO DE INVESTI,INVESTIDORES EM GERAL
2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
CTBH FII,INVESTIDOR QUALIFICADO
FII MORUMBI TOWN I,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LCI BANKS,INVESTIDOR QUALIFICADO
MIKEONE FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
CEDRO II FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
REAG CEDRO  -FUNDO DE INVESTIMENTO IMOBILIARIO- FII,INVESTIDOR PROFISSIONAL
TC BTOWERS FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES IV,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BERLIM,INVESTIDOR QUALIFICADO
FII BRISA RENDA IMOBILIARIA,INVESTIDOR QUALIFICADO
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,INVESTIDORES EM GERAL
5R RB CAPITAL SHOPPING CENTERS FII,INVESTIDOR QUALIFICADO
ANTARES - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MEILI,INVESTIDORES EM GERAL
CSHG TOP FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO FII,INVESTIDORES EM GERAL
5R RB CAPITAL SHOPPING CENTERS 2 FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO BENX PROPERTIES - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL V,INVESTIDOR QUALIFICADO
IRB INTERNACIONAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
VRE DESENVOLVIMENTO III - FUNDO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
IPS PB FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
NOVA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
TC EMPRO FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
TC ALMAVI FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TC JVF FUNDO DE INVESTIMENTOS IMOBILIARIOS - FII,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CONVIDA SUAPE,INVESTIDOR QUALIFICADO
BANESTES RECEBIVEIS IMOBILIARIOS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO HANNOVER,INVESTIDOR QUALIFICADO
G5 JOMAFIL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
