CNPJ_Fundo,Data_Referencia_x,Versao_x,Classe,Nome_Imovel,Endereco_x,Area_x,Numero_Unidades_x,Outras_Caracteristicas_Relevantes_x,Percentual_Vacancia,Percentual_Inadimplencia,Percentual_Receitas_FII,Percentual_Locado,Percentual_Vendido,Percentual_Conclusao_Obras_Realizado,Percentual_Conclusao_Obras_Previsto,Custo_Construcao_Realizado,Custo_Construcao_Previsto,Percentual_Imovel_Total_Investido_x,Data_Referencia_y,Versao_y,Endereco_y,Area_y,Numero_Unidades_y,Outras_Caracteristicas_Relevantes_y,Percentual_Imovel_Total_Investido_y,Categoria,Data_Referencia,Versao,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Estoque Diversos,"Av. Carlos Moreira Lima, nº 460, Vitória-ES",70.0,1.0,Aquisição de unidades prontas,,,,,,,,,,0.0,,,,,,,,,2020-03-31,1.0,"Av. Carlos Moreira Lima, nº 460, Vitória-ES",2020-03-31,70.0,1.0,Aquisição de unidades prontas,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Park Square,"Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói",93.08,1.0,Aquisição de unidades prontas,,,,,,,,,,0.01,,,,,,,,,2020-03-31,1.0,"Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói",2020-03-31,92.56,1.0,Aquisição de unidades prontas,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,The Gallery,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",10788.91,38.0,Construção própia,,,,,0.52,0.07,0.07,12347864.57,12347864.57,,,,,,,,,,2020-03-31,1.0,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",2020-03-31,245.22,2.0,Construção própia,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,The Gallery,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",10788.91,38.0,Construção própia,,,,,0.52,0.07,0.07,12347864.57,12347864.57,,,,,,,,,,2020-06-30,3.0,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",2020-06-30,215.2,2.0,Construção própia,0.03,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,The Gallery,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",10788.91,38.0,Construção própia,,,,,0.52,0.07,0.07,12347864.57,12347864.57,,,,,,,,,,2020-09-30,2.0,"Rua Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",2020-09-30,421.21,5.0,Em Construção - Construção própia,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Maison Laranjeiras,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",3708.5,48.0,Construção própia,,,,,0.45,0.09,0.11,7639862.17,7639862.17,,,,,,,,,,2020-03-31,1.0,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",2020-03-31,1639.01,17.0,Construção própia,0.01,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Maison Laranjeiras,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",3708.5,48.0,Construção própia,,,,,0.45,0.09,0.11,7639862.17,7639862.17,,,,,,,,,,2020-06-30,3.0,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",2020-06-30,174.3,2.0,Construção própia,0.03,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Maison Laranjeiras,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",3708.5,48.0,Construção própia,,,,,0.45,0.09,0.11,7639862.17,7639862.17,,,,,,,,,,2020-09-30,2.0,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",2020-09-30,1004.24,10.0,Em Construção - Construção própia,0.01,0.01
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Hub - Coliving,"Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ",1885.02,42.0,Construção própia,,,,,0.48,0.32,0.4,5821058.32,7234665.44,,,,,,,,,,2020-03-31,1.0,"Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ",2020-03-31,321.87,7.0,Construção própia,0.03,0.01
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Hub - Coliving,"Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ",1885.02,42.0,Construção própia,,,,,0.48,0.32,0.4,5821058.32,7234665.44,,,,,,,,,,2020-06-30,3.0,"Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ",2020-06-30,141.13,4.0,Construção própia,0.02,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Hub - Coliving,"Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ",1885.02,42.0,Construção própia,,,,,0.48,0.32,0.4,5821058.32,7234665.44,,,,,,,,,,2020-09-30,2.0,"Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ",2020-09-30,140.49,4.0,Em Construção - Construção própia,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Highline,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",7910.6,85.0,Construção própia,,,,,0.69,0.83,0.86,115149060.0,113000000.0,,,,,,,,,,2020-03-31,1.0,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",2020-03-31,562.95,8.0,Construção própia,0.01,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Highline,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",7910.6,85.0,Construção própia,,,,,0.69,0.83,0.86,115149060.0,113000000.0,,,,,,,,,,2020-06-30,3.0,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",2020-06-30,1293.06,13.0,Construção própia,0.13,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Highline,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",7910.6,85.0,Construção própia,,,,,0.69,0.83,0.86,115149060.0,113000000.0,,,,,,,,,,2020-09-30,2.0,"Rua José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",2020-09-30,2265.49,25.0,Em Construção - Construção própia,0.01,0.02
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Seasons,"Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ",71.25,1.0,Aquisição de unidades prontas,,,,,,,,,,0.0,,,,,,,,,2020-03-31,1.0,"R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES",2020-03-31,58.67,1.0,Construção própia,0.25,0.05
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Aretê,"Praia Rasa, Buzios - RJ",154806.61,101.0,Aquisição de unidades prontas,,,,,,,,,,0.61,,,,,,,,,2020-03-31,1.0,"Praia Rasa, Buzios - RJ",2020-03-31,7833.88,9.0,Construção própia,0.02,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Aretê,"Praia Rasa, Buzios - RJ",154806.61,101.0,Aquisição de unidades prontas,,,,,,,,,,0.61,,,,,,,,,2020-06-30,3.0,"Praia Rasa, Buzios - RJ",2020-06-30,2235.37,2.0,Construção própia,0.04,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Aretê,"Praia Rasa, Buzios - RJ",154806.61,101.0,Aquisição de unidades prontas,,,,,,,,,,0.61,,,,,,,,,2020-09-30,2.0,"Praia Rasa, Buzios - RJ",2020-09-30,20428.99,23.0,Em Construção - Construção própia,0.02,0.03
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Icono Parque,"Rua Machado de Assis, 40",2994.92,33.0,Construção própia,,,,,0.93,0.51,0.61,80432942.82,95163957.89,,,,,,,,,,2020-03-31,1.0,"Rua Machado de Assis, 40",2020-03-31,639.71,9.0,Construção própia,0.03,0.01
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Icono Parque,"Rua Machado de Assis, 40",2994.92,33.0,Construção própia,,,,,0.93,0.51,0.61,80432942.82,95163957.89,,,,,,,,,,2020-06-30,3.0,"Rua Machado de Assis, 40",2020-06-30,290.54,4.0,Construção própia,0.06,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Icono Parque,"Rua Machado de Assis, 40",2994.92,33.0,Construção própia,,,,,0.93,0.51,0.61,80432942.82,95163957.89,,,,,,,,,,2020-09-30,2.0,"Rua Machado de Assis, 40",2020-09-30,286.63,4.0,Em Construção - Construção própia,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Miraggio,"R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ",2242.21,16.0,Aquisição de unidades prontas,,,,,,,,,,0.16,,,,,,,,,2020-03-31,1.0,"R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ",2020-03-31,446.83,3.0,Aquisição de unidades prontas,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Miraggio,"R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ",2242.21,16.0,Aquisição de unidades prontas,,,,,,,,,,0.16,,,,,,,,,2020-06-30,3.0,"R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ",2020-06-30,288.63,2.0,Construção própia,0.04,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Miraggio,"R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ",2242.21,16.0,Aquisição de unidades prontas,,,,,,,,,,0.16,,,,,,,,,2020-09-30,2.0,"Rua Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ",2020-09-30,118.08,1.0,Imóvel Pronto - Aquisição de unidades prontas,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Iluminato,"Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ",2570.5,24.0,Construção própia,,,,,0.56,0.05,0.06,8731619.34,15446000.0,,,,,,,,,,2020-03-31,1.0,"Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ",2020-03-31,696.62,6.0,Construção própia,0.06,0.01
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Iluminato,"Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ",2570.5,24.0,Construção própia,,,,,0.56,0.05,0.06,8731619.34,15446000.0,,,,,,,,,,2020-06-30,3.0,"Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ",2020-06-30,602.18,5.0,Construção própia,0.12,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Iluminato,"Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ",2570.5,24.0,Construção própia,,,,,0.56,0.05,0.06,8731619.34,15446000.0,,,,,,,,,,2020-09-30,2.0,"Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ",2020-09-30,102.35,1.0,Em Construção - Construção própia,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Gift,"Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ",1744.36,15.0,Construção própia,,,,,,,,,,0.08,,,,,,,,,2020-03-31,1.0,"Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ",2020-03-31,153.59,2.0,Construção própia,0.04,0.01
01.235.622/0001-61,2020-03-31,1,Imóveis para venda acabados,Gift,"Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ",1744.36,15.0,Construção própia,,,,,,,,,,0.08,,,,,,,,,2020-09-30,2.0,"Rua Oito de Dezembro, 517, Vila Isabel, Rio de Janeiro - RJ",2020-09-30,478.92,6.0,Imóvel Pronto - Construção própia,0.0,0.0
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Tijuca All Ways,"Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ",237.82,2.0,Construção própia,,,,,0.98,0.4,0.36,20658567.26,20658567.26,,,,,,,,,,2020-03-31,1.0,"Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ",2020-03-31,65.9,1.0,Construção própia,0.5,0.1
01.235.622/0001-61,2020-03-31,1,Imóveis para venda em construção,Tijuca All Ways,"Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ",237.82,2.0,Construção própia,,,,,0.98,0.4,0.36,20658567.26,20658567.26,,,,,,,,,,2020-06-30,3.0,"Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ",2020-06-30,169.92,2.0,Construção própia,0.02,0.0
01.235.622/0001-61,2020-09-30,2,Imóveis para venda em construção,Highline,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",19287.48,274.0,Construção própia,,,,,0.88,0.95,0.98,141233083.18,117000000.0,,,,,,,,,,2020-03-31,1.0,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",2020-03-31,562.95,8.0,Construção própia,0.01,0.0
01.235.622/0001-61,2020-09-30,2,Imóveis para venda em construção,Highline,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",19287.48,274.0,Construção própia,,,,,0.88,0.95,0.98,141233083.18,117000000.0,,,,,,,,,,2020-06-30,3.0,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",2020-06-30,1293.06,13.0,Construção própia,0.13,0.0
01.235.622/0001-61,2020-09-30,2,Imóveis para venda em construção,Highline,"R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",19287.48,274.0,Construção própia,,,,,0.88,0.95,0.98,141233083.18,117000000.0,,,,,,,,,,2020-09-30,2.0,"Rua José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES",2020-09-30,2265.49,25.0,Em Construção - Construção própia,0.01,0.02
01.235.622/0001-61,2020-09-30,2,Imóveis para venda em construção,Icono Parque,"Rua Machado de Assis, 40",36440.29,464.0,Construção própia,,,,,0.94,0.71,0.92,115255265.65,115255265.65,,,,,,,,,,2020-03-31,1.0,"Rua Machado de Assis, 40",2020-03-31,639.71,9.0,Construção própia,0.03,0.01
01.235.622/0001-61,2020-09-30,2,Imóveis para venda em construção,Icono Parque,"Rua Machado de Assis, 40",36440.29,464.0,Construção própia,,,,,0.94,0.71,0.92,115255265.65,115255265.65,,,,,,,,,,2020-06-30,3.0,"Rua Machado de Assis, 40",2020-06-30,290.54,4.0,Construção própia,0.06,0.0
01.235.622/0001-61,2020-09-30,2,Imóveis para venda em construção,Icono Parque,"Rua Machado de Assis, 40",36440.29,464.0,Construção própia,,,,,0.94,0.71,0.92,115255265.65,115255265.65,,,,,,,,,,2020-09-30,2.0,"Rua Machado de Assis, 40",2020-09-30,286.63,4.0,Em Construção - Construção própia,0.0,0.0
