CNPJ_Fundo,Data_Referencia_x,Versao_x,Classe,Nome_Imovel,Endereco_x,Area_x,Numero_Unidades_x,Outras_Caracteristicas_Relevantes_x,Percentual_Vacancia,Percentual_Inadimplencia,Percentual_Receitas_FII,Percentual_Locado,Percentual_Vendido,Percentual_Conclusao_Obras_Realizado,Percentual_Conclusao_Obras_Previsto,Custo_Construcao_Realizado,Custo_Construcao_Previsto,Percentual_Imovel_Total_Investido_x,Data_Referencia_y,Versao_y,Endereco_y,Area_y,Numero_Unidades_y,Outras_Caracteristicas_Relevantes_y,Percentual_Imovel_Total_Investido_y,Categoria,Data_Referencia,Versao,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,Lineu 708,"Rua Lineu de Paula Machado, 708, Lagoa, Rio de Janeiro - RJ",4117.43,13.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,Aretê - Peninsula Norte,"Praia Rasa, Buzios - RJ",4901.0,28.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,Aretê - Alto Ybirá,"Praia Rasa, Buzios - RJ",3201.37,18.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda acabados,Touch,"Rua Jardim Botânico, 568 - Jardim Botanico, Rio de Janeiro - RJ",278.36,8.0,Aquisição de unidades prontas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,S Design,"Rua Conde de Irajá, nº 439, Botafogo, Rio de Janeiro - RJ",10675.76,47.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,Maison Laranjeiras,"Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ",9275.0,110.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,Blanc 260,"Rua Assunção 260, Botafogo",5109.1,35.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,Costa Mare,"Rodovia Darly Santos, S/n°, Gleba I, Vila Velha - ES",19811.0,120.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda acabados,Innovitá,"Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ",176.66,4.0,Aquisição de unidades prontas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda acabados,Miraggio,"R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ",315.74,2.0,Aquisição de unidades prontas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,Highlight e Spotlight - Jardim Botafogo,"Rua General Gois Monteiro, 49, Botafogo, Rio de Janeiro - RJ",26140.0,376.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,Crystal Blue,"Rua Elesbão Linhares, n 503, Vitória - ES",9050.69,36.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2023-03-31,2,imóveis para venda em construção,Iluminato,"Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ",6175.0,54.0,Construção própia,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
