Nome_Fundo,Tipo,Valor
AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,493723292.85
AB CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,148354927.29
AESAPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,2089441.52
AESAPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,39585103.72
AGRI8 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1124810.1
AIRPORT TOWN FUNDO DE INVESTIMENTO IMOBILIARIO FII,Outras Cotas de FI,166916.76
ALIANZA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,244999997.0
ALIANZA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,780807.69
ALIANZA TRUST RENDA IMOBILIARIA FII,Ações de Sociedades,41170132.06
ALIANZA TRUST RENDA IMOBILIARIA FII,Outras Cotas de FI,344959664.05
ALMIRANTE BARROSO FII,Outras Cotas de FI,35290559.33
ANHANGUERA EDUCACIONAL FII,Outras Cotas de FI,5017250.6
AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,26259490.76
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,136389553.98
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,447768003.72
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,40405600.0
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,399998.0
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,7082845.9
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,137921767.5
ATRIUM NACOES UNIDAS FI IMOBILIARIO,Outras Cotas de FI,64538.48
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,154953.09
ATRIUM NAÇÕES UNIDAS FII,Outras Cotas de FI,57387.57
BACURI FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,36755.05
BANESTES RECEBIVEIS IMOBILIARIOS FII,CRI,657732120.28
BANESTES RECEBIVEIS IMOBILIARIOS FII,FII,41847429.3
BASILICA PARTNERS LED CORPORATE FII,Outras Cotas de FI,25949781.75
BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO FII,Outras Cotas de FI,26192413.2
BB PROGRESSIVO FII,Outras Cotas de FI,26858590.09
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,38893334.86
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,LCI,78690009.2
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,CRI,303183639.79
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,FII,39787231.49
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,CRI,417136616.38
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,FII,7305120.0
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,LCI,1081135.81
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,CRI,278223194.03
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,LCI,2160033.24
BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,35427579.15
BIRD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,7029602.71
BLUEMACAW OFFICE FUND II FII,Outras Cotas de FI,64100234.44
BM BRASCAN LAJES CORPORATIVAS FII,Outras Cotas de FI,5396119.78
BM BRASCAN LAJES CORPORATIVAS FII,Outros Ativos Financeiros,713716.35
BM CYRELA THERA CORPORATE FII,Outras Cotas de FI,5159017.26
BPG LOGÍSTICA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,23437116.05
BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,5101184.41
BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,469572.73
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,CRI,19870806.34
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,FII,824770824.2
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,LCI,20013926.4
BRAZIL PROPERTIES FDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,4171143.51
BRAZIL REAL ESTATE VICTORY FUND I - FII,Outras Cotas de FI,9421978.16
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,1226704752.69
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,138303440.81
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,2587400.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Ações de Sociedades,690165030.26
BRESCO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,1044564158.0
BRESCO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,540777525.92
BRESCO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,491920606.56
BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,1366047417.2
BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,34386768.48
BRIO REAL ESTATE II,Ações de Sociedades,146389637.34
BRIO REAL ESTATE II,Outras Cotas de FI,5029705.18
BRISA RENDA IMOBILIARIA FI IMOBILIARIO,Ações de Sociedades,426597255.92
BRISA RENDA IMOBILIARIA FI IMOBILIARIO,Outras Cotas de FI,37452629.34
BRISA RENDA IMOBILIARIA FI IMOBILIARIO,Outros Ativos Financeiros,15019620.76
BRIX FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,5745.86
BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1328.59
BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,8089704.13
BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,3033254.08
BTERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,7109971.68
BTERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,202713.25
BTERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,3424174.0
BTG PACTUAL FUNDO DE CRI FI IMOBILIARIO,CRI,132137374.36
BTG PACTUAL FUNDO DE CRI FI IMOBILIARIO,Outras Cotas de FI,15493894.06
BTG PACTUAL FUNDO DE CRI FII IMOBILIARIO,CRI,143540891.34
BTG PACTUAL FUNDO DE CRI FII IMOBILIARIO,LCI,16020714.35
BTG PACTUAL FUNDO DE CRI FII IMOBILIARIO,Outras Cotas de FI,88396467.04
BTG PACTUAL FUNDO DE FUNDOS FII,CRI,31057084.7
BTG PACTUAL FUNDO DE FUNDOS FII,FII,1366460039.6
BTG PACTUAL FUNDO DE FUNDOS FII,Outras Cotas de FI,134533353.69
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,10033417.6
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,Ações de Sociedades,180537543.39
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,CEPAC,22296470164.29
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,FII,331588.36
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,Outras Cotas de FI,7113421.73
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,Outros Ativos Financeiros,220481577.93
CAIXA RIO BRAVO FUNDO DE FII,FII,685048535.42
CAIXA RIO BRAVO FUNDO DE FII,LCI,6013879.26
CAIXA RIO BRAVO FUNDO DE FII II,FII,154338695.89
CAMPUS FARIA LIMA FII,Outras Cotas de FI,6302899.73
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO,CRI,524186683.18
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO,FII,20440956.24
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,236410905.55
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,63888291.37
CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,3868050.46
CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,9640239.44
CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,54166.1
CATUAI FUNDO DE INVESTIMENTO IMOBILIARIO,FIDC,3228750.25
CATUAI FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,16767176.28
CEO CYRELA COMMERCIAL PROPERTIES FII,Outras Cotas de FI,8177714.87
CF2 FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,5587053.39
CIBRASEC CRÉDITO IMOBILIÁRIO - FII,CRI,20539601.85
CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,46593.37
CIVITAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,553036.86
CLARITAS LOGÍSTICA I - FI IMOBILIÁRIO,Outros Ativos Financeiros,20949217.37
COLONIZADOR I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,314100003.73
CSHG IMOBILIARIO FOF - FUNDO DE INVESTIMENTO IMO - FII,CRI,20890500.96
CSHG IMOBILIARIO FOF - FUNDO DE INVESTIMENTO IMO - FII,FII,216002935.22
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,4000.0
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,74729203.27
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,441257041.04
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,LCI,60636217.04
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,0.06
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,1506.54
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,6548382.78
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,92325618.89
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,6.0
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,12460156.41
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,144189897.89
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,CRI,2157331202.26
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,FII,257914780.05
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,LCI,64282178.6
CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII,Ações de Sociedades,2000.09
CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII,CRI,20266631.43
CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII,FII,149860602.66
DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,560709.74
EBT FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,18212968.24
EDIFICIO GALERIA FII,Outras Cotas de FI,5574064.17
EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,851837.4
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,792.0
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,Outras Cotas de FI,4643378.85
EZTB FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,16465673.2
EZTB FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,1379976.94
FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII,CRI,14713205.48
FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII,Outras Cotas de FI,9351310.01
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,CRI,342291.52
FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIARIO,FII,67713465.09
FATOR VERITA FII,CRI,1261961315.99
FGRP FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,732000000.0
FI IMOBILIARIO - FII MEILI,Outras Cotas de FI,56510.4
FI IMOBILIARIO 4KIDS,Ações de Sociedades,367206000.0
FI IMOBILIARIO 4KIDS,Outras Cotas de FI,128192.96
FI IMOBILIARIO PLUS,Outras Cotas de FI,3571455.89
FI IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS,CRI,107435797.01
FI IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS,FII,708267753.23
FI IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS,Outras Cotas de FI,73953009.62
FI IMOBILIARIO XP MALLS,Ações de Sociedades,328245758.17
FI IMOBILIARIO XP MALLS,FII,11544375.75
FI IMOBILIARIO XP MALLS,Outras Cotas de FI,130536626.0
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,Ações de Sociedades,28376585.02
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,CRI,24216056.64
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,FII,18980.56
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,Outras Cotas de FI,59466.72
FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,Outros Ativos Financeiros,271594.73
FII 4KIDS,Ações de Sociedades,307518000.0
FII 4KIDS,Outras Cotas de FI,123209.09
FII ALMIRANTE BARROSO,Outras Cotas de FI,19119918.22
FII AMETISTA,Outras Cotas de FI,5515.19
FII ANCAR IC,Outras Cotas de FI,85143993.94
FII ANHANGUERA EDUCACIONAL,Outras Cotas de FI,1543815.17
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,CRI,312483534.07
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,FII,29938726.68
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,LCI,20023457.8
FII BELVEDERE EDUCACIONAL I,Outras Cotas de FI,78415027.65
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,CRI,24562149.42
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,FII,945955431.9
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,Outros Ativos Financeiros,117574199.8
FII BRISA RENDA IMOBILIARIA,Ações de Sociedades,136483059.02
FII BRISA RENDA IMOBILIARIA,Outras Cotas de FI,13531737.23
FII BRISA RENDA IMOBILIARIA,Outros Ativos Financeiros,7389068.04
FII BRLPROP,Outras Cotas de FI,39403.5
FII BTG PACTUAL CORPORATE OFFICE FUND,CRI,521099391.8
FII BTG PACTUAL CORPORATE OFFICE FUND,FII,3619609464.91
FII BTG PACTUAL CORPORATE OFFICE FUND,LCI,22670118.14
FII BTG PACTUAL CORPORATE OFFICE FUND,Outras Cotas de FI,527869010.49
FII BTG PACTUAL CORPORATE OFFICE FUND,Outros Ativos Financeiros,4471987.87
FII BTG PACTUAL CREDITO IMOBILIARIO,CRI,677617692.07
FII BTG PACTUAL CREDITO IMOBILIARIO,LCI,50195756.0
FII BTG PACTUAL CREDITO IMOBILIARIO,Outras Cotas de FI,147409604.96
FII BTG PACTUAL FUNDO DE CRI,CRI,345024332.24
FII BTG PACTUAL FUNDO DE CRI,LCI,16201864.22
FII BTG PACTUAL FUNDO DE CRI,Outras Cotas de FI,29701214.4
FII BTG PACTUAL FUNDO DE FUNDOS,CRI,29674690.7
FII BTG PACTUAL FUNDO DE FUNDOS,FII,1734466936.17
FII BTG PACTUAL FUNDO DE FUNDOS,LCI,35307122.9
FII BTG PACTUAL FUNDO DE FUNDOS,Outras Cotas de FI,228745122.96
FII BTG PACTUAL SHOPPINGS,Ações de Sociedades,229703423.11
FII BTG PACTUAL SHOPPINGS,Outras Cotas de FI,66525115.41
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,Ações,952000464.0
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,Outros Ativos Financeiros,39188253.87
FII CAPITANIA REIT FOF,FII,76688313.74
FII CENESP,Outras Cotas de FI,35931131.94
FII CEO CYRELA COMMERCIAL PROPERTIES,Outras Cotas de FI,2355602.99
FII CIDADE JARDIM SHOPPING,Outras Cotas de FI,2478893.41
FII CJ,Outras Cotas de FI,1930883.4
FII CYRELA THERA CORPORATE,Outras Cotas de FI,1187126.16
FII EDIFICIO ALMIRANTE BARROSO,Outras Cotas de FI,11445102.37
FII EXCLUSIVO INFRA PATRIMONIAL II,FII,284451878.0
FII FLORIPA SHOPPING,Outras Cotas de FI,2923979.92
FII FOF INTEGRAL BREI,FII,47169525.61
FII FOF INTEGRAL BREI,Outras Cotas de FI,87695144.39
FII GOLDEN WEST,Cotas de Sociedades,10480819.72
FII HOSPITAL DA CRIANCA,Outras Cotas de FI,309013.3
FII HOSPITAL NOSSA SENHORA DE LOURDES,Outras Cotas de FI,7768152.08
FII ICON REALTY,Outras Cotas de FI,2385884.55
FII IMOBILIARIO 4KIDS,Ações de Sociedades,367958440.0
FII IMOBILIARIO 4KIDS,Outras Cotas de FI,294942.64
FII IMOBILIÁRIO FII RBR REND HIGH GRADE,CRI,1181034306.39
FII IMOBILIÁRIO FII RBR REND HIGH GRADE,FII,205900271.58
FII IMOBILIÁRIO FII RBR REND HIGH GRADE,LCI,70069068.26
FII IMOBILIÁRIO FII RBR REND HIGH GRADE,Outras Cotas de FI,119716038.72
FII IRIDIUM RECEBIVEIS IMOBILIÁRIOS,CRI,316243494.36
FII IRIDIUM RECEBIVEIS IMOBILIÁRIOS,FII,169724720.84
FII IRIDIUM RECEBIVEIS IMOBILIÁRIOS,LCI,3009870.36
FII IRIDIUM RECEBIVEIS IMOBILIÁRIOS,Outras Cotas de FI,39329801.04
FII MAX RETAIL,Outras Cotas de FI,4205398.18
FII MAXI RENDA,Ações de Sociedades,157035299.28
FII MAXI RENDA,CRI,1205789634.32
FII MAXI RENDA,FII,62747129.22
FII MAXI RENDA,LCI,726769.99
FII MAXI RENDA,Outras Cotas de FI,70658368.67
FII MAXI RENDA,Outros Ativos Financeiros,15106507.33
FII MIKEONE,Outras Cotas de FI,394310.01
FII MOGNO FUNDO DE FUNDOS,FII,1347860748.88
FII MOGNO FUNDO DE FUNDOS,LCI,2004080.76
FII MOGNO FUNDO DE FUNDOS,Outras Cotas de FI,318329460.23
FII MV9,Outras Cotas de FI,2778690.86
FII NCH BRASIL RECEBIVEIS IMOBILIARIOS,CRI,11875070.92
FII NCH BRASIL RECEBIVEIS IMOBILIARIOS,Outras Cotas de FI,189149.78
FII NCH BRASIL RECEBIVEIS MOBILIARIOS,CRI,11001852.68
FII NCH BRASIL RECEBIVEIS MOBILIARIOS,Outras Cotas de FI,222363.26
FII NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I,FIA,387273.85
FII NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I,Outras Cotas de FI,8774431.27
FII PARQUE DOM PEDRO SHOPPING CENTER,Outras Cotas de FI,21314242.38
FII PATEO BANDEIRANTES,Outras Cotas de FI,134814608.88
FII PLUS,Outras Cotas de FI,4430710.05
FII PRIME PORTFOLIO,FII,218926765.04
FII PRIME PORTFOLIO,Outras Cotas de FI,13415246.78
FII RBR ALPHA FUNDO DE FUNDOS,CRI,86048770.06
FII RBR ALPHA FUNDO DE FUNDOS,FIDC,2021178.35
FII RBR ALPHA FUNDO DE FUNDOS,FII,471842081.33
FII RBR ALPHA FUNDO DE FUNDOS,Outras Cotas de FI,31300644.13
FII RBR DESENVOLVIMENTO,Ações de Sociedades,86738325.3
FII RBR DESENVOLVIMENTO,Outras Cotas de FI,3830812.05
FII RBR DESENVOLVIMENTO III,Cotas de Sociedades,24250000.0
FII RBR DESENVOLVIMENTO III,Outras Cotas de FI,1007119.52
FII RBR PRIVATE CREDITO IMOBILIARIO,CRI,208738044.49
FII RBR PRIVATE CREDITO IMOBILIARIO,FIDC,4103578.35
FII RBR PRIVATE CREDITO IMOBILIARIO,FII,87622074.68
FII RBR PRIVATE CREDITO IMOBILIARIO,Outras Cotas de FI,53982956.89
FII RENDA CORPORATIVA ANGICO - FII,FII,19931396.15
FII RENDA CORPORATIVA ANGICO - FII,Outras Cotas de FI,54839544.58
FII SHOPPING JARDIM SUL,Outras Cotas de FI,11220382.37
FII SHOPPING PARQUE D. PEDRO,Outras Cotas de FI,13000473.48
FII SHOPPING PARQUE DOM PEDRO,Outras Cotas de FI,13816919.11
FII SHOPPING WEST PLAZA,Outras Cotas de FI,805261.93
FII TORDESILHAS,CRI,2963724.59
FII TORDESILHAS,Cotas de Sociedades,10450000.0
FII TORDESILHAS INVESTIMENTO NO EXTERIOR,CRI,6359471.25
FII TORDESILHAS INVESTIMENTO NO EXTERIOR,Cotas de Sociedades,12452000.0
FII TORRE ALMIRANTE,Outras Cotas de FI,1892234.63
