Nome_Imovel,Percentual_Vacancia,Percentual_Inadimplencia
#1372465,,
#140723,,
#1572617,,
#206931,,
#211981,,
#2121903,,
#2127836,,
#2203204,,
#221827,,
#233821,,
#2381714,,
#2991451,,
#3067629,,
#3171732,,
#340438,,
#682977,,
#941000,,
*143192,,
*1530250,,
*166870,,
*2103725,,
*2249564,,
*274539,,
*3044072,,
*3704775,,
*639184,,
0305 - SUL,0.0,0.0
0309 - SUL,0.0,0.0
1,0.0,0.0
10,0.0,0.0
1005 Cristal Tower,,
1009 Cristal Tower,,
1014 Cristal Tower,,
102 Viva Verde,,
103 A Thiago de Mello,,
11,0.0,0.0
11 Viva Verde,,
1102 B Thiago de Mello,,
1107 Cristal Tower,,
1116 Cristal Tower,,
112 - CAMP,,
113 - SANTOS,,
114 Viva Verde,,
115 - MDC,,
117 - PIR,,
118 - RP,,
12,1.0,0.0
12 OUTUB,0.0,0.0
12 Viva Verde,,
1202 B Thiago de Mello,,
1206 Cristal Tower,,
1207 Cristal Tower,,
1208 Cristal Tower,,
121 Viva Verde,,
1217 Cristal Tower,,
1223394,,
123 Viva Verde,,
124 Viva Verde,,
13,0.0,0.0
13 DE MAIO,0.0,0.0
13 Viva Verde,,
1301 Cristal Tower,,
1302 Cristal Tower,,
1303 Cristal Tower,,
1304 Cristal Tower,,
1305 Cristal Tower,,
1306 Cristal Tower,,
1307 Cristal Tower,,
1308 Cristal Tower,,
1309 Cristal Tower,,
1310 Cristal Tower,,
1311 Cristal Tower,,
1312 Cristal Tower,,
1313 Cristal Tower,,
1314 Cristal Tower,,
1315 Cristal Tower,,
1316 Cristal Tower,,
1317 Cristal Tower,,
133 Viva Verde,,
134 Viva Verde,,
134211,,
134837,,
136498,,
136535,,
136934,,
137 - SP,,
1372465,,
138387,,
138581,,
138591,,
138676,,
138678,,
138681,,
139736,,
14,0.0,0.0
14 Viva Verde,,
140193,,
140648,,
140741,,
140971,,
141 Viva Verde,,
1411 Cristal Tower,,
141609,,
141621,,
1417 Cristal Tower,,
142 Viva Verde,,
143 Viva Verde,,
143192,,
1439530,,
144 Viva Verde,,
144797,,
144905,,
145074,,
1454735,,
145626,,
1456581,,
1456613,,
1456648,,
146005,,
146328,,
146775,,
146894,,
147414,,
147430,,
15,0.0,0.0
151340,,
1516 Cristal Tower,,
152 Viva Verde,,
1530250,,
1532019,,
153275,,
153326,,
1537394,,
1538003,,
1539456,,
154243,0.0,0.0
1552163,,
155524,,
155576,,
155606,,
156003,,
1563034,,
1563792,,
1565792,,
156619,0.0,0.0
1567950,,
1572617,,
158632,,
1586416,,
158897,,
1589178,,
159424,,
159945,,
16,0.0,0.0
1601 Cristal Tower,,
1602 B Thiago de Mello,,
1602 Cristal Tower,,
1602227,,
1603 Cristal Tower,,
1604 A Thiago de Mello,,
1604 Cristal Tower,,
1605 Cristal Tower,,
1606 Cristal Tower,,
1607 Cristal Tower,,
1607014,,
1608 Cristal Tower,,
1609 Cristal Tower,,
1609091,,
160926,,
161 - BLU,,
1610 Cristal Tower,,
1611 Cristal Tower,,
1611001,,
1612 Cristal Tower,,
1613 Cristal Tower,,
1613943,,
1614 Cristal Tower,,
1615 Cristal Tower,,
1616 Cristal Tower,,
1617 Cristal Tower,,
162 Viva Verde,,
163 Viva Verde,,
1636364,,
1650045,,
1652347,,
165832,,
166870,,
167198,,
167571,,
1680444,,
1687560,,
168820,,
17,1.0,0.0
1702 A Thiago de Mello,,
18,1.0,0.0
180 - RJ,,
1803 A Thiago de Mello,,
1803 Cristal Tower,,
1807 Cristal Tower,,
1808 Cristal Tower,,
1809 Cristal Tower,,
1813 Cristal Tower,,
1815 Cristal Tower,,
1816 Cristal Tower,,
185484,,
189502,,
19,1.0,0.0
190 - MAN,,
191883,,
192_SALVADOR,,
193 - BRA,,
195618,,
196054,,
196479,,
198449,,
198957,,
198964,,
199 - CAMP,,
1LED201,,
1LED611,,
1LED705,,
1LED708,,
1LED806,,
1LED911,,
2,0.0,0.0
20,0.0,0.0
206931,,
2073247,,
2077779,,
2080383,,
2085026,,
208544,,
208984,,
209504,,
21,0.0,0.0
21 Viva Verde,,
210309,,
210328,,
2103725,,
2105960,,
210611,,
210664,,
2109179,,
210_ARACAJÚ,,
211892,,
211981,,
2121903,,
2126241,,
2127122,,
2127606,,
2137837,,
214 - RJ,,
214 Cristal Tower,,
215266,,
2164905,,
2170408,,
2174681,,
2176943,,
2178655,,
2180056,,
2182515,,
2188315,,
2191925,,
22,0.0,0.0
22 - SP,,
22 Viva Verde,,
2210218,,
2213457,,
2214096,,
221618,,
221827,,
222437,,
222438,,
222465,,
2232180,,
223231,,
223245,,
223298,,
223349,,
2235568,,
2239794,,
224439,,
2249564,,
2254519,,
225593,,
2256594,,
2257639,,
225897,,
225899,,
225922,,
225953,,
225983,,
226620,,
2274400,,
2274987,,
227924,,
2282196,,
2289589,,
2289771,,
229090,,
23,0.0,0.0
23 Viva Verde,,
230492,,
230716,,
231232,,
231374,,
231603,,
2321179,,
2321202,,
232576,,
232684,,
232687,,
232696,,
232732,,
233821,,
234766,,
234916,,
2360323,,
2366751,,
2366754,,
2366855,,
2366862,,
237811,,
237969,,
237999,,
237_RJ,,
238160,,
2381714,,
239408,,
24,1.0,0.0
24 Viva Verde,,
242620,,
244099,,
2459453,,
2459909,,
247 - SP,,
248298,,
24° Andar do Edifício Castello Branco,0.0,0.0
25,1.0,0.0
25% Imóvel - FABRICA DA FORD MOTORS DO BRASIL,,
250617,,
251880,,
254003,,
255 - PA,,
256 - SJC,,
26,0.0,0.0
260326,,
267726,,
267920,,
269122,,
269123,,
269125,,
27,0.0,0.0
27 - SP,,
272488,,
272526,,
273626,,
275648,,
276345,,
277231,,
278084,,
278166,,
278179,,
278203,,
278598,,
278659,,
279237,,
279517,,
279995,,
28,0.0,0.0
283105,,
283216,,
285172,,
2874735,,
29,0.0,0.0
290253,,
2905784,,
2916271,,
2916286,,
2918833,,
2922135,,
2937208,,
294497,,
294608,,
2948326,,
297015,,
2992718,,
3,0.0,0.0
30,0.0,0.0
300454,,
301 - SP,,
3014702,,
301757,,
302 A Thiago de Mello,,
303469,,
303630,,
3044065,,
3044072,,
3044130,,
3044442,,
3045355,,
3058183,,
305821,,
3059652,,
305_RJ,,
306460,,
3065990,,
308 Cristal Tower,,
3085179,,
31,1.0,0.0
31 Viva Verde,,
310969,,
310971,,
311076,,
311778,,
312 - BH,,
3124380,,
313275,,
314 - CAMP,,
316 Cristal Tower,,
316481,,
3171732,,
3171767,,
3172494,,
3176261,,
3176868,,
3179915,,
3180702,,
3181148,,
318877,,
319201,,
32,1.0,0.0
32 Viva Verde,,
322888,,
33,1.0,0.0
33 Viva Verde,,
330132,,
330451,,
331154,,
331307,,
331346,,
333024,,
336003,,
337443,,
338409,,
339849,,
34,1.0,0.0
34 Viva Verde,,
3402446,,
3402452,,
340438,,
3404405,,
341 - BRA,,
341505,,
348 - SP,,
