Nome_Fundo,Tipo,Valor
BARZEL RETAIL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,48935922.53
BARZEL SP FII,Outras Cotas de FI,2260384.56
BARZEL SP FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,360802780.43
BASILICA PARTNERS LED CORPORATE FII,Outras Cotas de FI,12487592.17
BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,1346763382.93
BB FUNDO DE INVESTIMENTO DE CRÉDITO FIAGRO-IMOBILIÁRIO,CRI/CRA,371088543.82
BB FUNDO DE INVESTIMENTO DE CRÉDITO FIAGRO-IMOBILIÁRIO,Outros Ativos Financeiros,1023534378.02
BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO,Outras Cotas de FI,100518932.43
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,CRI,45894140.24
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,265531091.9
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,CRI,145377628.46
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,FII,17786285.43
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,31422795.66
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,CRI,155836304.55
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,Outras Cotas de FI,33147752.47
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,CRI,198892071.57
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,FII,13539544.2
BB RENDA DE PAPÉIS IMOBILIÁRIOS II,Outras Cotas de FI,5622075.09
BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,42690679.32
BII VENTURA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,70663.94
BIRD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,9347191.44
BLUECAP DESENVOLVIMENTO LOGÍSTICO I FII,Ações de Sociedades,63592232.0
BLUECAP RENDA LOGÍSTICA FII,Outras Cotas de FI,2896636.54
BLUECAP RENDA LOGÍSTICA-FII,Outras Cotas de FI,3824981.97
BLUEMACAW CATUAI TRIPLE A FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,9277266.97
BLUEMACAW CATUAÍ TRIPLE A FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,26571631.94
BLUEMACAW CREDITO IMOBILIARIO FII,CRI,70158838.51
BLUEMACAW CREDITO IMOBILIARIO FII,FII,7779572.04
BLUEMACAW CREDITO IMOBILIARIO FII,Outras Cotas de FI,1428952.39
BLUEMACAW CRÉDITO IMOBILIÁRIO - FII,CRI,34493267.61
BLUEMACAW CRÉDITO IMOBILIÁRIO - FII,CRI/CRA,37586808.27
BLUEMACAW CRÉDITO IMOBILIÁRIO - FII,FII,4171549.92
BLUEMACAW CRÉDITO IMOBILIÁRIO - FII,Outras Cotas de FI,2245806.45
BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,530107222.14
BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO IMOBILIÁRIO,FII,297546063.41
BLUEMACAW OFFICE FUND II,Outras Cotas de FI,2420120.93
BLUEMACAW OFFICE FUND II F,Outras Cotas de FI,5956283.04
BLUEMACAW RENDA+ FOF FII,Ações,2136049.0
BLUEMACAW RENDA+ FOF FII,CRI/CRA,7698620.25
BLUEMACAW RENDA+ FOF FII,FII,184519253.34
BLUEMACAW RENDA+ FOF FII,Outras Cotas de FI,4692588.88
BLUEMACAW RENDA+ FOF FII,Outros Ativos Financeiros,514850.82
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações,6962472.0
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,3141917.0
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,7767353.52
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,FIDC,2403893.34
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,599598957.06
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,12718528.35
BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,4568415.49
BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1304186.95
BPG LOGÍSTICA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,24634125.97
BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,12230925.69
BR7 SENADO FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,10000.0
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,CRI,25953844.81
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,FII,1534473370.22
BRASIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,7196111.94
BRAZIL PROPERTIES INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,11436172.99
BRAZIL REAL ESTATE VICTORY FUND I - FII,FII,9880834.08
BRAZIL REAL ESTATE VICTORY FUND I - FII,Outras Cotas de FI,754555.19
BRAZIL REAL ESTATE VICTORY FUND I - FII,Outros Ativos Financeiros,11414585.47
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,273891336.63
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,97275252.32
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,8605157.0
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,821674009.89
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII,294137250.44
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,19902652.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Ações de Sociedades,916481080.74
BRC II FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,23153604.98
BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,428694795.75
BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,90564307.78
BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,3510464959.54
BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,5200.0
BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,93368778.5
BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,45074501.97
BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI/CRA,63397884.28
BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,42992667.31
BRIO MULTIESTRATEGIA - FUNDO DE INVESTIMENTO IMOBILIARIO,CRI/CRA,36659764.23
BRIO MULTIESTRATEGIA - FUNDO DE INVESTIMENTO IMOBILIARIO,FII,11982138.12
BRIO MULTIESTRATEGIA - FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,1377422.96
BRIO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,109730291.78
BRIO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,41156399.9
BRIO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,10448126.97
BRIO REAL ESTATE II,Ações de Sociedades,152171750.01
BRIO REAL ESTATE II,Outras Cotas de FI,18016151.65
BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,44979638.99
BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,3216211.93
BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,62810057.73
BRIO REAL ESTATE IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,6582903.8
BRIO REAL ESTATE IV FII,Outras Cotas de FI,4183860.46
BRIX FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,8290133.89
BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,64649.65
BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,96480530.23
BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,103157953.08
BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI,296110613.24
BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI/CRA,93650378.47
BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,731321462.78
BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,25941688.46
BRM FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,25150000.0
BRM FUNDO DE INVESTIMENTO IMOBILIÁRIO,CRI/CRA,2980189.12
BRPR CORPORATE OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO,Outros Ativos Financeiros,740061.58
BSB PA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,2744776.65
BTG PACTUAL AAA CORPORATE OFFICE FUND,FII,120663915.75
BTG PACTUAL AAA CORPORATE OFFICE FUND,Outros Ativos Financeiros,43157379.34
BTG PACTUAL CORPORATE OFFICE FUND,CRI,130633344.9
BTG PACTUAL CORPORATE OFFICE FUND,CRI/CRA,130669484.86
BTG PACTUAL CORPORATE OFFICE FUND,FII,1851522339.71
BTG PACTUAL CORPORATE OFFICE FUND,Outras Cotas de FI,10154455.51
BTG PACTUAL CORPORATE OFFICE FUND,Outros Ativos Financeiros,56203768.17
BTG PACTUAL CREDITO IMOBILIARIO FII,CRI,436963980.44
BTG PACTUAL CREDITO IMOBILIARIO FII,FII,40325029.38
BTG PACTUAL CREDITO IMOBILIARIO FII,Outras Cotas de FI,19194582.6
BTG PACTUAL CREDITO PARA INCORPORACAO - FII,CRI/CRA,305072984.34
BTG PACTUAL CREDITO PARA INCORPORACAO - FII,Outras Cotas de FI,85738608.39
BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,Ações de Sociedades,694287073.2
BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,CRI,4616524.6
BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,CRI/CRA,4132440.74
BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,FII,412242823.41
BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,213900670.98
BTG PACTUAL PRIME OFFICES I - FII,Outros Ativos Financeiros,46880593.3
BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES,FII,126285794.0
BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES,Outras Cotas de FI,27841244.01
BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES FI,FII,139314891.78
BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES FI,Outras Cotas de FI,22335448.66
BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES FII,FII,147503763.38
BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES FII,Outras Cotas de FI,41070916.52
BTOWERS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,2411403.09
BTSP II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ações de Sociedades,393789199.1
BWP DIASE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIARIO,Cotas de Sociedades,23283000.0
BWP DIASE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIARIO,FII,46566000.0
BWP DIASE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIARIO,Outros Ativos Financeiros,1973302.02
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,Ações de Sociedades,73489018.36
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,CEPAC,16484451774.24
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,FII,274409.95
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,Outros Ativos Financeiros,248791607.05
CAIXA RIO BRAVO FUNDO DE FII,FII,516388718.27
CAIXA RIO BRAVO FUNDO DE FII II,FII,241978181.47
CAM THRONE FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,0.04
CAM VERA CRUZ FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,68771458.92
CANAÃ FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO,Outras Cotas de FI,17640966.21
CANUMA CAPITAL MULTIESTRATEGIA FII,Ações,21062140.0
CANUMA CAPITAL MULTIESTRATEGIA FII,CRI,83999082.41
CANUMA CAPITAL MULTIESTRATEGIA FII,CRI/CRA,66215131.95
CANUMA CAPITAL MULTIESTRATEGIA FII,FII,93406681.06
CANUMA CAPITAL MULTIESTRATEGIA FII,LCI,40036982.38
CANUMA CAPITAL MULTIESTRATEGIA FII,Outros Ativos Financeiros,334929627.52
CANVAS CRI - FUNDO DE INVESTIMENTO IMOBILIARIO,CRI,138619928.31
CANVAS CRI - FUNDO DE INVESTIMENTO IMOBILIARIO,FII,20926715.06
CANVAS CRI - FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,257768.59
CANVAS CRI - FUNDO DE INVESTIMENTO IMOBILIARIO,Outros Ativos Financeiros,1747876.75
CAPITANIA AGRO STRATEGIES - FIAGRO-IMOBILIARIO,FIDC,22819832.15
CAPITANIA AGRO STRATEGIES - FIAGRO-IMOBILIARIO,FII,9685414.54
CAPITANIA AGRO STRATEGIES - FIAGRO-IMOBILIARIO,Outras Cotas de FI,3020018.1
CAPITANIA AGRO STRATEGIES - FIAGRO-IMOBILIARIO,Outros Ativos Financeiros,900182424.23
CAPITANIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIARIO,CRI,156322725.76
CAPITANIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIARIO,CRI/CRA,48945184.72
CAPITANIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIARIO,FII,1542811055.7
CAPITANIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,5931936.39
CAPITANIA SECURITIES II - FII,CRI,4141181640.5
CAPITANIA SECURITIES II - FII,CRI/CRA,2314584997.71
CAPITANIA SECURITIES II - FII,FII,3103850012.24
CAPITANIA SECURITIES II - FII,Outras Cotas de FI,18279833.92
CAPITANIA SECURITIES II FII,CRI,2150734085.98
CAPITANIA SECURITIES II FII,FII,1014554828.43
CAPITANIA SECURITIES II FII,Outras Cotas de FI,5751806.64
CARTESIA RECEBÍVEIS IMOBILIÁRIOS - FI IMOBILIÁRIO,CRI,503261833.75
CARTESIA RECEBÍVEIS IMOBILIÁRIOS - FI IMOBILIÁRIO,Outras Cotas de FI,81275786.26
CARTESIA RECEBÍVEIS IMOBILIÁRIOS FII,CRI,160124985.02
CARTESIA RECEBÍVEIS IMOBILIÁRIOS FII,Outras Cotas de FI,14396227.81
CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Cotas de Sociedades,131071360.0
CEA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,368694126.45
CEA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII,368694126.45
CEA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,179839.05
CENU FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,22172520.15
CF2 FUNDO DE INVESTIMENTO IMOBILIARIO,Ações de Sociedades,97894622.05
CF2 FUNDO DE INVESTIMENTO IMOBILIARIO,FII,8639970.78
CF2 FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,31139985.63
CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outras Cotas de FI,104167192.42
CICA JUNDIAÍ - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,1390944.14
CIDADE JARDIM CONTINENTAL TOWER FII,LCI,10178889.29
CIVITAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,8989553.85
CLARITAS LOGÍSTICA I - FI IMOBILIÁRIO,Outros Ativos Financeiros,14971712.58
CLD GUARULHOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Outros Ativos Financeiros,7350000.0
CMX REALTY III FUNDO DE INVESTIMENTO IMOBILIARIO,Ações de Sociedades,47956850.35
CMX REALTY III FUNDO DE INVESTIMENTO IMOBILIARIO,Cotas de Sociedades,12652283.45
CMX REALTY III FUNDO DE INVESTIMENTO IMOBILIARIO,Outras Cotas de FI,207770.33
CONSORCIO DO EMPREENDIMENTO NCPFI-RJ FII,Outras Cotas de FI,112891.28
CONTE BIANCAMANO FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,40000000.0
CONTE BIANCAMANO FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,25350422.85
CONTE ROSSO FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,3792557.72
CONTO ROSSO FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,760484.46
COOPBENS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Ações de Sociedades,17671840.7
COOPBENS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outros Ativos Financeiros,14986018.94
CORE METROPOLIS FUNDO DE INVESTIMENTO IMOBILIARIO,FII,70553275.5
CORE METROPOLIS FUNDO DE INVESTIMENTO IMOBILIARIO,Outros Ativos Financeiros,20703636.25
COSMIC - FUNDO DE INVESTIMENTO IMOBILIARIO,Outros Ativos Financeiros,27715143.46
COXIM FUNDO DE INVESTIMENTO IMOBILIÁRIO,Cotas de Sociedades,180000000.0
COXIM FUNDO DE INVESTIMENTO IMOBILIÁRIO,Outras Cotas de FI,390279.79
CSHG IMOBILIARIO FOF - FDO INVESTIMENTO IMOB - FII,CRI,9413369.0
CSHG IMOBILIARIO FOF - FDO INVESTIMENTO IMOB - FII,CRI/CRA,2158775.1
