Nome_Imovel,Percentual_Vacancia,Percentual_Inadimplencia
CD Pouso Alegre,0.0,0.0
CD Santa Cruz,0.15,0.0
CEO Corporate Executive Offices,0.0,0.0
CESBOM,0.0,0.0
CETENCO PLAZA,0.5,0.0
CNB - CONJUNTO NACIONAL BRASILIA,0.01,0.21
CONS. RODR. ALVES,0.0,0.0
COP - Lj de Rua Copacabana,0.0,0.0
COP- GAR,0.0,0.0
CPK - Shopp. Parque D.Pedro,0.0,0.0
CSL BELO HORIZONTE,0.0,0.0
CSL BRASILIA,0.0,0.0
CSL CURITIBA,0.0,0.0
CSL SAO PAULO,0.0,0.0
CTI,0.03,0.0
CVS - CENTER VALE SHOPPING,0.05,0.47
Cajamar,0.0,0.0
Cajuá I  Mat 36,0.0,0.0
Cajuá II  Mat 95,0.0,0.0
Calaço  Mat 948,0.0,0.0
Camaçari,0.0,1.0
Camboim,0.0,0.0
Campina,0.0,0.0
Campina Bela  Mat 264,0.0,0.0
Campina Bela  Mat 537,0.0,0.0
Campina Bela  Mat 552,0.0,0.0
Campinas ,0.0,0.0
Campo Grande,0.0,0.0
Campo Grande - MS,0.0,0.0
Canopus Corp. Alpha,0.0,0.0
Capão Redondo,0.0,0.0
Carapicuiba,0.0,0.0
Carapicuíba,0.0,0.0
Cardeal Leme,0.0,0.0
Cardoso de Almeida,0.0,0.0
Cariacica,0.0,0.0
Carioca,0.0,0.0
Carrefour Comercio e Industria Ltda,0.0,0.0
Casa Bandeirista,1.0,0.0
Casa Comercial em centro urbano,0.5,0.0
Casa Daros,0.0,0.0
Cassino,0.0,0.0
Catubaía II  Mat 1010,0.0,0.0
Catú  Mat 488,0.0,0.0
Catú dos Eleotérios  Mat 770,0.0,0.0
Center Shopping Rio,0.08,0.07
Centro Empresarial Atibaia,0.0,0.0
Centro Empresarial Barra Shopping,0.29,0.0
Centro Empresarial Cidade Nova - Teleporto,1.0,0.0
Centro Empresarial Dom Pedro,0.97,0.04
Centro Empresarial Guaíba,0.14,0.0
Centro Empresarial Mario Garnero,0.67,0.0
Centro Empresarial Nações Unidas,0.39,0.0
Centro Empresarial Sylvio Fraga,0.0,0.0
Centro Empresarial Transatlantico,0.12,0.0
Centro Empresarial Transatlântico,0.67,0.0
Centro Empresarial de São Paulo,0.6,0.0
Centro de Distribuição -Rio de Janeiro,0.69,0.0
Centro de Distribuição Anhanguera - CDA,0.06,0.0
Centro de Distribuição Natura São Paulo,0.0,0.0
Centro de Distribuição Ribeirão Preto,0.0,0.0
Centro de Tecnologia,1.0,0.0
Ceratti,0.0,0.0
Cerro Corá,0.0,0.0
Champagnat,0.0,0.0
Charitas,1.0,0.0
Chácara da Cunha  Mat 24899,0.0,0.0
Cidade Jardim Continental Tower,0.44,0.0
Cidade Jardim Corporate Center,0.5,0.0
Cipó-Guaçu,0.0,0.0
Citta America,0.0,0.0
Citta Office,0.0,0.0
Cobertura Santa Elena,,
Cobertura Vila Mascote,,
Colombo- PR,0.0,0.0
Colorado  Mat 87,0.0,0.0
Comfort Nova Paulista,0.0,0.0
Comil,1.0,0.0
Concessionária,0.0,0.0
Condado de Cascais,1.0,0.0
"Conde de Bonfim,149",0.0,0.0
Condominio Perini Business Park,0.08,0.01
Condomínio #Tag Decor#,,
Condomínio DNA Pinheiros,,
Condomínio Edifício Capital Plaza,0.0,0.0
Condomínio Edifício Paddock I,0.0,0.0
Condomínio Edifício Praça Faria Lima,0.27,0.0
Condomínio Edifícios Metropolitan e Platinum Offices,0.12,0.0
Condomínio FL Corporate,0.0,0.0
Condomínio FL Faria Lima,0.0,0.0
Condomínio Pax Perdizes,,
Condomínio Tech Town,0.67,0.0
Condomínio VN Casa Alameda Campinas,,
Condomínio Vera Cruz II,0.5,0.0
Condomínio WT Morumbi - Ala A,0.0,0.0
Condomínio de Galpões Sindi,0.07,0.11
Condomínio do Shopping Praça da Moça,0.09,0.04
Conjunto Voluntários,0.22,0.0
Conjunto residencial JD EUROPA,0.0,0.0
Contagem,0.0,0.0
Contax Alegria,0.0,0.0
"Cores da Lapa, 1040",0.0,0.0
"Cores da Lapa, 1131",0.0,0.0
"Cores da Lapa, 1140",0.0,0.0
"Cores da Lapa, 1301",1.0,1.0
"Cores da Lapa, 1338",1.0,1.0
"Cores da Lapa, 436",0.0,0.0
"Cores da Lapa, 536",0.0,0.0
"Cores da Lapa, 636",1.0,1.0
"Cores da Lapa, 736",0.0,0.0
"Cores da Lapa, 740",0.0,0.0
Costa Amalfitana,,
Cremer Blumenau,0.0,0.0
Cruz Alta,0.0,0.0
Curitiba,0.0,0.0
Curuçá,0.0,0.0
DQE - Loja de Rua Centro,0.0,0.0
DUQUE DE CAXIAS,0.0,0.0
Danfoss,0.0,0.0
Dantas Barreto,0.0,0.0
Decathlon Praia Grande,0.0,0.0
DeckPark,0.0,0.0
Dom Gerado 46,0.0,0.0
Dom Pedro,0.0,0.0
Dourados,0.0,0.0
Due Capri,,
Due Murano,,
Duque de Caxias,0.8,0.0
EC - Escritório Central,0.24,0.0
ED. BERRINI 1511,0.5,0.0
ED. BRASILINTERPART,1.0,0.0
ED. CONTINENTAL SQUARE FARIA LIMA,0.1,0.0
ED. NAÇÕES UNIDAS,0.0,0.0
ED. PEDRA GRANDE,0.0,0.0
ED. PLATINUM,0.32,0.0
ED. SEDE III,0.0,0.0
ED. TORRE SUL,0.0,0.0
ED. VENTURA CORPORATE TOWERS - TORRE OESTE,1.0,0.0
Ed Brasílio Machado,0.2,0.23
Ed. Albatroz - Gaia Ar,1.0,0.0
Ed. Artemis,0.0,0.0
Ed. Banco Mercantil,0.0,0.0
Ed. Mario Garnero - Torre Sul,1.0,0.0
Ed. Praia de Botafogo,0.54,0.0
Ed. Santa Catarina,0.0,0.0
Ed. The Corporate Macaé,0.0,0.0
Ed. The One,0.0,0.0
Ed. Vitor Malzoni - Torre Sul,0.0,0.0
Ed.Berlioz,0.01,0.0
Ed.Prime Savassi,0.75,0.0
Ed.Renaissance,0.5,0.0
Ed.Severo Antunes,0.01,0.0
Edgar Facó,0.0,0.0
Edificio Brascan Century Corporate - Bloco C,0.25,0.0
Edificio Castelo,0.0,0.0
Edificio Comercial Badaró,0.0,0.0
Edificio Comercial Belenzinho,0.0,0.0
Edificio Comercial Cassio Resende II,,
Edificio DOMO CORPORATE,0.92,0.0
Edificio Demini,0.05,0.0
Edificio Faria Lima 4440,0.14,0.0
Edificio Galeria,0.24,0.29
Edificio Memorial Office Building,0.47,0.0
Edificio Padauri,0.24,0.0
Edificio Torre Almirante,0.0,0.0
Edificio Torre Rio Sul,0.22,0.0
Edifício Administrativo Natura São Paulo,,
Edifício Almirante Barroso,0.0,0.0
Edifício Antares 301,,
Edifício Aplub São Paulo,0.0,0.0
Edifício Aroeira,0.0,0.0
Edifício Aspen,0.33,0.0
Edifício Athenas,0.0,0.0
Edifício Barão de Tefé,0.0,0.0
Edifício Bela Paulista,0.02,0.0
Edifício Bloco A-3 - Conjunto Habitacional de Vila Mariana,0.0,0.0
Edifício Botafogo,0.0,0.0
Edifício Brasilinterpart,0.5,0.0
Edifício Burity,0.07,0.0
Edifício Cargill,0.78,0.0
Edifício Commercial Brascan Century Plaza,0.89,0.0
Edifício Corporate Park,0.0,0.0
Edifício Delta Plaza,0.11,0.0
Edifício Eldorado Business Tower,0.06,0.0
Edifício Empresarial Center I,0.38,0.05
Edifício Empresarial Center II,0.92,0.0
Edifício English Building,0.0,0.0
Edifício Faria Lima,0.0,0.0
Edifício Generali,0.0,0.0
"Edifício Gilberto Salomão, 615",0.0,0.0
Edifício Itaim Business Center,0.5,0.0
Edifício Itamambuca,1.0,0.0
Edifício Jatobá,0.07,0.0
Edifício Jatobá - 50%,0.07,0.0
Edifício Joaquim Floriano,0.0,0.04
Edifício Lagoa Corporate,0.05,0.07
Edifício Madison,0.01,0.0
Edifício Metro Office II,,
Edifício Mostardeiro,0.25,0.0
Edifício New York e Los Angeles,0.24,0.0
Edifício Os Lusíadas (Condomínio Empresarial Barão de Mauá),0.0,0.0
Edifício Ourinvest,0.0,0.0
Edifício Park Tower - Torre ll,0.0,0.0
Edifício Paulista Star,0.31,0.0
Edifício Pedro Mariz,0.0,0.0
Edifício Plaza I,0.0,0.0
Edifício Plaza JK,0.0,0.0
Edifício Rio Guaiba,0.22,0.0
Edifício Roberto Sampaio Ferreira,0.17,0.0
Edifício Ronaldo Sampaio Ferreira,0.0,0.0
Edifício Sede,0.0,0.0
Edifício Suarez Trade,0.5,0.17
Edifício Tenente Negrão,0.25,0.0
Edifício Torre Boa Vista,0.22,0.0
Edifício Torre Vargas,1.0,0.0
Edifício Verbo Divino,0.16,0.0
Edifício Volkswagen,0.0,0.0
Edifício comercial Raja Quick,,
Eluma,0.0,0.0
Empreendimento Ameixeiras,,
Empreendimento Comercial composto de Lojas e Conjuntos,0.1,0.01
Empreendimento Elizabeta Lips,,
Empreendimento MV9,0.27,0.0
Empreendimento Nun Vila Nova,,
Empreendimento Sapopemba,,
Empreendimento Tijuca Royale - Unidade 604,,
Empreendimento Trend Higienópolis,,
Empreendimento Ulisses,,
Empreendimento Urban Resort,,
Emprendimento Cidade Jardim,0.0,0.0
Eng Muzumbo  Mat 1085,0.0,0.0
Engenho Mangabeira  Mat 576,0.0,0.0
Engenho Meirim  Mat 1810,0.0,0.0
Engenho Pelo Sinal  Mat 6506,0.0,0.0
Escritório,0.0,0.0
Escritório Central,0.0,0.0
Estanplaza Berrini,0.0,0.0
Estanplaza Ibirapuera,0.0,0.0
Estanplaza International,0.0,0.0
Estanplaza Nações Unidas,0.0,0.0
Estivas I  Mat 551,0.0,0.0
Estivas I  Mat 846,0.0,0.0
Estivas II  Mat 550,0.0,0.0
Estivas II  Mat 847,0.0,0.0
Estoque Diversos,,
Estoque Diversos - Rio de Janeiro,,
Estrada Rio do A,,
Estrada do Campo Limpo,,
Eusébio Matoso,0.0,0.0
F Alecrim  Mat 779,0.0,0.0
F Alvorada  Mat 11555,0.0,0.0
F Alvorada  Mat 24900,0.0,0.0
F Alvorada  Mat 48,0.0,0.0
F Amazonas  Mat 1579,0.0,0.0
F Azteca  Mat 221,0.0,0.0
F Boa Esperança  Mat 788,0.0,0.0
F BulhõesVale do Gramame  Mat 1192,0.0,0.0
F Caboclo  Mat 24889,0.0,0.0
F Cametá  Mat 565,0.0,0.0
F Cametá  Mat 566,0.0,0.0
F Cametá  Mat 567,0.0,0.0
F Cametá  Mat 568,0.0,0.0
F Cametá  Mat 569,0.0,0.0
F Cametá  Mat 570,0.0,0.0
F Cametá  Mat 571,0.0,0.0
F Cametá  Mat 572,0.0,0.0
F Cametá  Mat 573,0.0,0.0
F Cametá  Mat 574,0.0,0.0
F Cametá  Mat 575,0.0,0.0
F Capricho  Mat 7713,0.0,0.0
F CapuabaUrucutuba  Mat 6078,0.0,0.0
F Catubaía  Mat 937,0.0,0.0
F Catú ou Ouro Preto II  Mat 218,0.0,0.0
F Cavaleiro  Mat 947,0.0,0.0
F Colibri I  Mat 348,0.0,0.0
F Colibri II  Mat 548,0.0,0.0
F Diamantina  Mat 6293,0.0,0.0
F Fênis V  Mat 1481,0.0,0.0
F Fênis VI  Mat 1482,0.0,0.0
F Fênix  Mat 1278,0.0,0.0
F Fênix  Mat 1413,0.0,0.0
F Fênix  Mat 6451,0.0,0.0
F Fênix II  Mat 1446,0.0,0.0
F Fênix III  Mat 1457,0.0,0.0
F Fênix IV  Mat 1470,0.0,0.0
F Ibura  Mat 65,0.0,0.0
F Ilha  Mat 7817,0.0,0.0
F Ilha do Maranhão   Mat 4183,0.0,0.0
F Lagoa do Poço  Mat 1099,0.0,0.0
F Lagoa do Poço  Mat 1100,0.0,0.0
F Mangueira   Mat 4184,0.0,0.0
F Marfim  Mat 1580,0.0,0.0
F Moura I  Mat 990,0.0,0.0
F Moura II  Mat 991,0.0,0.0
F Moura III  Mat 992,0.0,0.0
F Muriaé I  Mat 387,0.0,0.0
F Muriaé II  Mat 407,0.0,0.0
F Muriaé II  Mat 5747,0.0,0.0
F Muriaé II  Mat 6053,0.0,0.0
F N Sra da Luz  Mat 190,0.0,0.0
F N Sra do Carmo  Mat 1323,0.0,0.0
F Nova Esperança  Mat 1999,0.0,0.0
F Ouro Preto  Mat 950,0.0,0.0
F Penedo  Mat 382,0.0,0.0
F Popocas  Mat 16170,0.0,0.0
F Popocas  Mat 16171,0.0,0.0
F Poços  Mat 343,0.0,0.0
F Quati I  Mat 276,0.0,0.0
F Quati I  Mat 64,0.0,0.0
F S Francisco  Mat 4530,0.0,0.0
F S Luiz  Mat 107,0.0,0.0
F S Pedro  Mat 24892,0.0,0.0
F Santa Clara  Mat 924,0.0,0.0
F Serrota  Mat 24897,0.0,0.0
F Torre   Mat 4182,0.0,0.0
F Três Irmãos  Mat 318,0.0,0.0
F Utinga  Mat 24898,0.0,0.0
F Vale do Gramame II  Mat 350,0.0,0.0
F Vale do Popocas  Mat 1618,0.0,0.0
F belo Horizonte  Mat 1246,0.0,0.0
FAZ.BENEDITOII MAT15,0.0,0.0
FAZ.CAMBALACHO MAT17,0.0,0.0
FAZ.CANDIDA MAT25,0.0,0.0
FAZ.EVA MAT23,0.0,0.0
FAZ.JUNIOR MAT26,0.0,0.0
FAZ.RIBEIRO MAT19,0.0,0.0
FAZ.SANDRA MAT34,0.0,0.0
FAZ.SERGIO MAT20,0.0,0.0
FAZ.ST TEREZIN MAT16,0.0,0.0
FAZ.TREVISAN MAT21,0.0,0.0
FAZ.WALDIR MAT24,0.0,0.0
FL 3500,0.0,0.0
FORTALEZA,0.0,0.0
FORTALEZA-CEN,0.0,0.0
FOS - Iguatemi Fortaleza,0.0,0.0
Fazenda Babilônia,1.0,0.0
Fazenda Boa Alvorada,1.0,0.0
Fazenda Boa Esperança,0.0,0.0
Fazenda Boarete,0.0,0.0
Fazenda Cachoeira,1.0,0.0
Fazenda Descoberta,1.0,0.0
Fazenda Divisão,1.0,0.0
Fazenda Isabel,1.0,0.0
Fazenda Lagoa Serra Verde,1.0,0.0
Fazenda Morada da Prata,0.0,0.0
Fazenda Murici,0.0,0.0
Fazenda Purão,1.0,0.0
Fazenda Santo Izidro - Gleba A,0.0,0.0
Fazenda Santo Izidro - Gleba B,0.0,0.0
Fazenda São Pedro do Pará,0.0,0.0
Fazenda São Roberto II,0.0,0.0
Fazenda Tranquilidade,0.0,0.0
Fazenda Tubarão,1.0,0.0
Fazenda Umburana Grande I,0.0,0.0
Fazenda Ôco D'água 217,0.0,0.0
Fazenda Ôco D'água 3.493,0.0,0.0
Fedex,0.0,0.0
"Felipe Schimidt, 605",0.0,0.0
Fenix VII  Mat 1487,0.0,0.0
Fenix VIII  Mat 541,0.0,0.0
Flamengo Park Towers,0.69,0.0
Florentina I  Mat 2352,0.0,0.0
Florentina II  Mat 2354,0.0,0.0
Florianópolis Shopping Center,0.0,0.0
Focus Business Center,,
Frad.E - Unid. 101 - Bl 1 - Village Acqua,,
Frad.E - Unid. 101 - Bl 10 - Village Acqua,,
Frad.E - Unid. 101 - Bl 11 - Village Acqua,,
Frad.E - Unid. 101 - Bl 3 - Village Acqua,,
Frad.E - Unid. 101 - Bl 3 - Village Natura,,
Frad.E - Unid. 101 - Bl 5 - Village Acqua,,
Frad.E - Unid. 101 - Bl 8 - Village Acqua,,
Frad.E - Unid. 101 - Bl 9 - Village Acqua,,
Frad.E - Unid. 102 - Bl 11 - Village Acqua,,
Frad.E - Unid. 102 - Bl 3 - Village Acqua,,
Frad.E - Unid. 102 - Bl 5 - Village Acqua,,
Frad.E - Unid. 102 - Bl 9 - Village Acqua,,
Frad.E - Unid. 201 - Bl 2 - Village Maris,,
Frad.E - Unid. 201 - Bl 4 - Village Acqua,,
Frad.E - Unid. 201 - Bl 5 - Village Acqua,,
Frad.E - Unid. 201 - Bl 9 - Village Acqua,,
Frad.E - Unid. 202 - Bl 2 - Village Maris,,
Frad.E - Unid. 202 - Bl 4 - Village Acqua,,
Frad.E - Unid. 202 - Bl 5 - Village Acqua,,
Frad.E - Unid. 202 - Bl 8 - Village Acqua,,
Frad.E - Unid. 203 - Bl 5 - Village Natura,,
Frad.E - Unid. 204 - Bl 5 - Village Natura,,
Frad.E - Unid. 301 - Bl 4 - Village Acqua,,
Frad.E - Unid. 301 - Bl 4 - Village Natura,,
Frad.E - Unid. 301 - Bl 5 - Village Natura,,
Frad.E - Unid. 301 - Bl 6 - Village Maris,,
Frad.E - Unid. 301 - Bl 8 - Village Acqua,,
Frad.E - Unid. 302 - Bl 5 - Village Natura,,
Frad.E - Unid. 303 - Bl 3 - Village Natura,,
Freguesia do Ó,0.0,0.0
Fusion,,
Fênix IX  Mat 1222,0.0,0.0
Fênix X  Mat 1223,0.0,0.0
GOI Goiania Shopping,0.0,0.0
GPA São Paulo,0.0,0.0
"GR Louveira - 90,18008%",0.07,0.0
GT Plaza,1.0,0.0
GVT Curitiba,0.0,0.0
Galpão,1.0,0.0
Galpão Industrial,0.25,0.0
Galpão Industrial Jaraguá do Sul,0.0,0.0
General Camara,0.0,0.0
Gift,,
Gleba Alvorada  Mat 9532,0.0,0.0
Gleba Barreiro  Mat 8244,0.0,0.0
Gleba Capeva  Mat 7189,0.0,0.0
Gleba Cercado  Mat 7188,0.0,0.0
"Gleba G,",0.0,0.0
Gleba Goiabinha  Mat 9535,0.0,0.0
Gleba Honda  Mat 6646,0.0,0.0
Gleba Ind A  Mat 12299,0.0,0.0
Gleba Ind B  Mat 12300,0.0,0.0
Gleba Ind C  Mat 12304,0.0,0.0
Gleba Mutum  Mat 9533,0.0,0.0
Gleba Pontal  Mat 6644,0.0,0.0
Gleba Ponte Nova  Mat 9534,0.0,0.0
Gleba Ponte Velha  Mat 7699,0.0,0.0
Gleba Ribeirãozinho  Mat 6645,0.0,0.0
Gleba Santa Cruz  Mat 7187,0.0,0.0
Gleba Vacaria  Mat 6647,0.0,0.0
Global Jundiaí,0.0,0.0
Goiânia,0.0,0.0
Golden Corporate,0.0,0.26
Golden Green 403,0.0,0.0
Gomes Freire,0.0,0.0
Gran Estanplaza,0.0,0.0
Grand Plaza Shopping,0.01,0.05
Granja,0.0,0.0
Granja Bela Vista  Mat 24894,0.0,0.0
Granja Eufrasio   Mat 9365,0.0,0.0
Granja N Sra de Lourdes  Mat 24902,0.0,0.0
Granja Nery  Mat 3694,0.0,0.0
Granja S Francisco  Mat 5192,0.0,0.0
Granja S Francisco  Mat 6108,0.0,0.0
Granja S Jorge  Antiga Serrota  Mat 268,0.0,0.0
Granja S Jorge  Mat 269,0.0,0.0
Granja S Severino  Mat 1733,0.0,0.0
Granja Ser de Santa Rosa  Mat 528,0.0,0.0
Granja Viana,0.0,0.0
Gremfeel,0.0,0.0
Guaianases,0.0,0.0
Guaianazes,0.0,0.0
Guarani,0.0,0.0
Guarapiranga,0.0,0.0
Guaratinguetá,0.0,0.0
Guarulhos,0.0,0.0
HAPPY CLUBE APTO 102,,
HAPPY CLUBE APTO 103,,
HAPPY MOOD APTO 306 /VG 255,,
HAPPY PRAIA APTO 1008,,
HAPPY PRAIA APTO 102,,
HAPPY PRAIA APTO 103,,
HAPPY PRAIA APTO 608,,
HAPPY PRAIA APTO 708,,
HAPPY VIBE APTO 803 /VG 97,,
HAPPY VIDA APTO 401,,
HAPPY VIDA APTO 504,,
Hebraica,0.0,0.0
Holiday Inn,,
Hortolândia - SP,0.0,0.0
Hospital Ifor,0.0,0.0
Hospital São Luiz - BLOCO A,0.0,0.0
Hospital São Luiz - BLOCO B,0.0,0.0
Hospital São Luiz - BLOCO C e E,0.0,0.0
Hospital São Luiz - BLOCO D,0.0,0.0
Hospital da Criança,0.0,0.0
Hospital e Maternidade,0.0,0.0
Hotel,0.0,0.0
