CNPJ_Fundo,Data_Referencia_x,Versao_x,Classe,Nome_Imovel,Endereco_x,Area_x,Numero_Unidades_x,Outras_Caracteristicas_Relevantes_x,Percentual_Vacancia,Percentual_Inadimplencia,Percentual_Receitas_FII,Percentual_Locado,Percentual_Vendido,Percentual_Conclusao_Obras_Realizado,Percentual_Conclusao_Obras_Previsto,Custo_Construcao_Realizado,Custo_Construcao_Previsto,Percentual_Imovel_Total_Investido_x,Data_Referencia_y,Versao_y,Endereco_y,Area_y,Numero_Unidades_y,Outras_Caracteristicas_Relevantes_y,Percentual_Imovel_Total_Investido_y,Categoria,Data_Referencia,Versao,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
08.706.065/0001-69,2025-03-31,1,Imóveis para renda acabados,Ibis Sao Paulo Paulista,"Avenida Paulista, 2355, Sem Complemento, Bela Vista, Sao Paulo/SP, Brasil, 01311-300",106.2,5.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2025-03-31,1.0,"Avenida Paulista, 2355, Sem Complemento, Bela Vista, Sao Paulo/SP, Brasil, 01311-300",2025-02-03,106.2,1.0,Direito de Propriedade,0.0,0.0
24.796.967/0001-90,2025-03-31,1,Imóveis para renda acabados,Edificio Lagoa das Raizes,"Rua Professor Gastao Bahiana, 615, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22071-055",308.0,1.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2025-03-31,1.0,"Rua Professor Gastao Bahiana, 615, Sem Complemento, Lagoa, Rio De Janeiro/RJ, Brasil, 22071-055",2025-02-13,308.0,1.0,Direito de Propriedade,0.02,2.45
24.796.967/0001-90,2025-03-31,1,Imóveis para renda acabados,Edificio Saint Claire Residences,"Rua Henrique Oswald, 140, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22041-020",131.0,1.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2025-03-31,1.0,"Rua Henrique Oswald, 140, Sem Complemento, Copacabana, Rio De Janeiro/RJ, Brasil, 22041-020",2025-01-12,131.0,1.0,Direito de Propriedade,0.01,1.17
24.796.967/0001-90,2025-03-31,1,Imóveis para renda acabados,Edificio Pedroso Alvarenga,"Rua Pedroso Alvarenga, 86, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04531-000",150.03,3.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2025-03-31,1.0,"Rua Pedroso Alvarenga, 86, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04531-000",2025-01-09,150.03,3.0,Direito de Propriedade,0.01,1.5
24.796.967/0001-90,2025-03-31,1,Imóveis para renda acabados,Edificio Mont Seny,"Rua Marques De Sao Vicente, 226, Sem Complemento, Gávea, Rio De Janeiro/RJ, Brasil, 22451-042",440.77,1.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2025-03-31,1.0,"Rua Marques De Sao Vicente, 226, Sem Complemento, Gávea, Rio De Janeiro/RJ, Brasil, 22451-042",2025-02-27,440.77,1.0,Direito de Propriedade,0.02,2.74
24.796.967/0001-90,2025-03-31,1,Imóveis para renda acabados,Edificio Yolanda,"Alameda Lorena, 706, Sem Complemento, Jardim Paulista, São Paulo/SP, Brasil, 01424-000",188.82,2.0,Direito de propriedade,0.0,0.0,0.0,,,,,,,,,,,,,,,,2025-03-31,1.0,"Alameda Lorena, 706, Sem Complemento, Jardim Paulista, São Paulo/SP, Brasil, 01424-000",2025-02-20,188.82,2.0,Direito de Propriedade,0.02,1.84
31.508.219/0001-20,2025-03-31,1,Imóveis para renda acabados,Vargas,"Avenida Presidente Vargas, 824, Centro, Rio de Janeiro",15497.63,23.0,Imóvel Multiusuário,1.0,0.0,0.04,,,,,,,,,,,,,,,,2025-03-31,1.0,"Avenida Presidente Vargas, 824, Centro, Rio de Janeiro",2025-02-20,15497.63,23.0,Não se aplica,0.36,0.17
35.652.102/0001-76,2025-03-31,1,Imóveis para renda acabados,Vila Olimpia Corporate,"Rua Fidencio Ramos, 302, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-010",12630.25,28.0,Direito de propriedade,0.27,0.0,0.04,,,,,,,,,,,,,,,,2025-03-31,1.0,"Rua Fidencio Ramos, 302, Sem Complemento, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-010",2025-01-31,756.32,2.0,Não possui características que destoe dos demais,0.06,0.01
36.517.660/0001-91,2025-03-31,1,Imóveis para venda acabados,Cyrela for you,"Rua Apeninos, 973, Paraíso, São Paulo - SP",3695.0,105.0,Imóvel residencial,,,,,,,,,,1.0,,,,,,,,,2025-03-31,1.0,"Rua Apeninos, 973, Paraíso, São Paulo - SP",2025-03-31,553.5,17.0,n-a,0.17,0.05
36.517.660/0001-91,2025-03-31,1,Imóveis para renda acabados,Cyrela for you,"Rua Apeninos, 973, Paraíso, São Paulo - SP",3695.0,105.0,Imóvel residencial,0.27,0.0,0.44,,,,,,,,,,,,,,,,2025-03-31,1.0,"Rua Apeninos, 973, Paraíso, São Paulo - SP",2025-03-31,553.5,17.0,n-a,0.17,0.05
37.112.770/0001-36,2025-03-31,1,Imóveis para renda acabados,REC Log Camaçari,"Via de Ligação, 109, Polo Industrial, Camaçari/BA",47441.41,1.0,Direito de propriedade,0.14,0.0,0.28,,,,,,,,,,,,,,,,2025-03-31,1.0,"Via de Ligação, 109, Polo Industrial, Camaçari/BA",2025-01-29,47441.41,1.0,Direito de propriedade,1.22,0.11
38.456.508/0001-71,2025-03-31,1,Imóveis para venda acabados,EDIFICIO BELLA,"Avenida Jk, S/n, Quadra 38, Lote S/l, Jardim America, Itumbiara/GO, Brasil, 75523-425",4785.6,26.0,Direito de propriedade.,,,,,,,,,,0.21,,,,,,,,,2025-03-31,1.0,"Avenida Jk, S/n, Quadra 38, Lote S/l, Jardim America, Itumbiara/GO, Brasil, 75523-425",2025-01-29,4785.6,2.0,Direito de propriedade.,0.01,0.87
48.916.699/0001-60,2025-03-31,1,Imóveis para renda acabados,Condominio Faria Lima Plaza - FLP,"Avenida Brigadeiro Faria Lima, 929,  Pinheiros, Sao Paulo/SP, Brasil, 05426-100",69342112.0,272.0,Direito de propriedade,1.0,0.0,0.06,,,,,,,,,,,,,,,,2025-03-31,1.0,"Avenida Brigadeiro Faria Lima, 929, Sem Complemento, Pinheiros, Sao Paulo/SP, Brasil, 05426-100",2025-01-07,69342112.0,191.0,Direito de Propriedade,0.31,42.64
51.870.412/0001-13,2025-03-31,1,Imóveis para venda em construção,"Unlimited - Oscar Freire - Youi, Inc","R. Oscar Freire, 1597 -Cerqueira César  - São Paulo - SP",1540.84,7.0,9 unidades adquiridas no início da operação,,,,,0.22,0.61,0.56,98052216.9,90772053.6,,,,,,,,,,2025-03-31,1.0,"R. Oscar Freire, 1597 -Cerqueira César  - São Paulo - SP",2025-03-27,220.02,1.0,,0.12,0.01
51.870.412/0001-13,2025-03-31,1,Imóveis para venda em construção,Green View - Patrimônio,"Rua São Sebastião, 318, Brooklin - São Paulo / SP.",951.28,14.0,15 unidades adquiridas no início da operação,,,,,0.07,0.73,0.87,33701770.0,40100430.0,,,,,,,,,,2025-03-31,1.0,"Rua São Sebastião, 318, Brooklin - São Paulo / SP.",2025-01-27,57.74,1.0,,0.06,0.0
51.870.412/0001-13,2025-03-31,1,Imóveis para venda em construção,Coral Gables - Vetter,"Av. Antônio Joaquim Tavares, nº 824, Bairro Centro, Penha, Estado de Santa Catarina, CEP 88.838-000.",685.04,4.0,5 unidades adquiridas no início da operação,,,,,0.2,0.94,0.94,42552956.21,42784148.37,,,,,,,,,,2025-03-31,1.0,"Av. Antônio Joaquim Tavares, nº 824, Bairro Centro, Penha, Estado de Santa Catarina, CEP 88.838-000.",2025-01-17,132.13,1.0,,0.16,0.0
51.870.412/0001-13,2025-03-31,1,Imóveis para venda em construção,José Antonio Bortolotto - MGB,R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE,2652.36,62.0,76 unidades adquiridas no início da operação,,,,,0.18,0.99,1.0,5935725.04,5999924.23,,,,,,,,,,2025-03-31,1.0,R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE,2025-02-28,42.78,1.0,,0.01,0.0
51.870.412/0001-13,2025-03-31,1,Imóveis para venda em construção,José Antonio Bortolotto - MGB,R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE,2652.36,62.0,76 unidades adquiridas no início da operação,,,,,0.18,0.99,1.0,5935725.04,5999924.23,,,,,,,,,,2025-03-31,1.0,R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE,2025-03-12,213.9,5.0,,0.07,0.0
51.870.412/0001-13,2025-03-31,1,Imóveis para venda em construção,Haia Boa Vista - GRM,"Av. Boa Vista B, 140 - Boa Vista - Sorocaba - SP",2445.09,13.0,14 unidades adquiridas no início da operação,,,,,0.07,0.52,0.56,39492874.7,42046131.48,,,,,,,,,,2025-03-31,1.0,"Av. Boa Vista B, 140 - Boa Vista - Sorocaba - SP",2025-02-14,188.18,1.0,,0.07,0.0
51.870.412/0001-13,2025-03-31,1,Imóveis para venda em construção,"Vista Madalena By You, Inc","Rua Paulistânia, 80 - Vila Madalena, São Paulo - SP, 05440-000",1201.75,14.0,17 unidades adquiridas no início da operação,,,,,0.18,0.24,0.48,19658340.0,38470790.16,,,,,,,,,,2025-03-31,1.0,"Rua Paulistânia, 80 - Vila Madalena, São Paulo - SP, 05440-000",2025-02-20,104.94,1.0,,0.08,0.0
