Nome_Fundo,Publico_Alvo
CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO PATRIMONIAL IV,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO PATRIMONIAL IV,INVESTIDORES EM GERAL
PROPERTY INVEST - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
SHOPPING WEST PLAZA FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,INVESTIDORES EM GERAL
SEQUÓIA III RENDA IMOBILIÁRIA FII,INVESTIDORES EM GERAL
FII BTG PACTUAL FUNDO DE CRI,INVESTIDORES EM GERAL
PREZAD,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,INVESTIDOR QUALIFICADO
CIDADE JARDIM CONTINENTAL TOWER FII,INVESTIDOR QUALIFICADO
FII FLORIPA SHOPPING,INVESTIDORES EM GERAL
FLORIPA SHOPPING FI IMOBILIARIO,INVESTIDORES EM GERAL
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII PRIME PORTFOLIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,INVESTIDORES EM GERAL
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,INVESTIDORES EM GERAL
DOVEL FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
FII PARQUE DOM PEDRO SHOPPING CENTER,INVESTIDORES EM GERAL
FII PDPSC,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,INVESTIDORES EM GERAL
BTG PACTUAL FUNDO DE FUNDOS FII,INVESTIDORES EM GERAL
FII BTG PACTUAL FUNDO DE FUNDOS,INVESTIDORES EM GERAL
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
ANHANGUERA EDUCACIONAL FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOB. - FII ANHANGUERA EDUCACIONAL,INVESTIDORES EM GERAL
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,INVESTIDORES EM GERAL
JPP FII,INVESTIDOR PROFISSIONAL
FII MAX RETAIL,INVESTIDORES EM GERAL
MAX RETAIL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,INVESTIDORES EM GERAL
PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
PRESIDENTE VARGAS FII,INVESTIDORES EM GERAL
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII CAMPUS FARIA LIMA,INVESTIDORES EM GERAL
CAMPUS FARIA LIMA FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,INVESTIDORES EM GERAL
FATOR VERITA FII,INVESTIDORES EM GERAL
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CSHG LOGISTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
GENERAL SHOPPING E OUTLETS DO BRASIL FII,INVESTIDORES EM GERAL
INCENTIVO FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BTG PACTUAL LOGÍSTICA FII,INVESTIDORES EM GERAL
BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,INVESTIDOR QUALIFICADO
KINEA RENDA IMOBILIARIA FII,INVESTIDORES EM GERAL
SABIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
EXITUS DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR PROFISSIONAL
EXITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
ATRIUM NAÇÕES UNIDAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,INVESTIDORES EM GERAL
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,INVESTIDORES EM GERAL
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FII,INVESTIDORES EM GERAL
OAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA SEQ LOGÍSTICA RENDA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,INVESTIDOR PROFISSIONAL
PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
PARQUE ANHANGUERA FII,INVESTIDORES EM GERAL
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,INVESTIDOR QUALIFICADO
OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SALUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ELDORADO,INVESTIDORES EM GERAL
PSG FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TERRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
CIBRASEC CRÉDITO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL,INVESTIDORES EM GERAL
FII CENESP,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO CENESP,INVESTIDORES EM GERAL
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO DO ESTADO DE SÃO PAULO,INVESTIDOR QUALIFICADO
RB CAPITAL GENERAL SHOPPING SULACAP FII,INVESTIDORES EM GERAL
TREVISO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SONDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBI,INVESTIDOR QUALIFICADO
FUNDO INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL,INVESTIDORES EM GERAL
REAG CICA JUNDIAI FUNDO DE INVESTIMENTO IMOBILIARIO  FII,INVESTIDOR QUALIFICADO
CYRELA THERA CORPORATE FII,INVESTIDORES EM GERAL
FUNDO DE INVEST IMOB - FII CYRELA THERA CORPORATE,INVESTIDORES EM GERAL
FUDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA,INVESTIDORES EM GERAL
PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
POLO FII RECEBÍVEIS IMOBILIÁRIOS I,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII,INVESTIDOR QUALIFICADO
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL,INVESTIDORES EM GERAL
ESTRUTURA II - FUNDO DE INEVSTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FII BM BRASCAN LAJES CORPORATIVAS,INVESTIDORES EM GERAL
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO RENDA CORPORATIVA ANGICO,INVESTIDOR QUALIFICADO
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE,INVESTIDOR QUALIFICADO
HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA,INVESTIDOR QUALIFICADO
HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVEST IMOB,INVESTIDOR QUALIFICADO
FUNDO INVESTIMENTO IMOBILIARIO AMETISTA,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO AMETISTA - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - PATEO BANDEIRANTES,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES,INVESTIDOR QUALIFICADO
FII PATEO BANDEIRANTES,INVESTIDOR QUALIFICADO
NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII,INVESTIDORES EM GERAL
FII SHOPPING JARDIM SUL,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING JARDIM SUL,INVESTIDORES EM GERAL
TRX EDIFICIOS CORPORATIVOS FII,INVESTIDORES EM GERAL
TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO,INVESTIDORES EM GERAL
FI IMOBILIARIO PLUS,INVESTIDOR QUALIFICADO
FII IMOBILIARIO PLUS,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO PLUS,INVESTIDOR QUALIFICADO
CAIXA FII VLT VEICULO LEVE SOBRE TRILHOS,INVESTIDOR QUALIFICADO
VILA OLIMPIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FII EDIFICIO GALERIA,INVESTIDORES EM GERAL
SUCCESS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,INVESTIDOR QUALIFICADO
GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING CIDADE JARDIM,INVESTIDOR QUALIFICADO
FII SHOPPING CIDADE JARDIM,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING CIDADE JARDIM,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTOS IMOBILIÁRIOS BR HÓTEIS,INVESTIDOR QUALIFICADO E PROFISSIONAL
INHAUMA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
BANRISUL NOVAS FRONTEIRAS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,INVESTIDORES EM GERAL
RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,INVESTIDORES EM GERAL
ORCHID - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
CEO CYRELA,INVESTIDORES EM GERAL
CEO CYRELA COMMERCIAL PROPERTIES FII,INVESTIDORES EM GERAL
FII CEO CYRELA COMMERCIAL PROPERTIES,INVESTIDORES EM GERAL
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGISTICA,INVESTIDORES EM GERAL
KINEA RENDIMENTOS IMOBILIÁRIOS FII,INVESTIDORES EM GERAL
XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI,INVESTIDOR QUALIFICADO
SOCOPA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII,INVESTIDORES EM GERAL
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,INVESTIDORES EM GERAL
VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
HEDGE REALTY DEVELOPMENT FII,INVESTIDOR QUALIFICADO
SOLARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
TRANSINC FUNDO DE INVESTIMENTO IMOBILIARIO FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,INVESTIDOR QUALIFICADO E PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,INVESTIDOR QUALIFICADO
CAIXA RIO BRAVO FUNDO DE FII,INVESTIDORES EM GERAL
CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,INVESTIDORES EM GERAL
POLO FII RECEBÍVEIS IMOBILIÁRIOS II,INVESTIDORES EM GERAL
POLO CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVEST. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,INVESTIDORES EM GERAL
JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SB FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SB FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - IMOBILIARIO,INVESTIDOR QUALIFICADO
LATERES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FI IMOBILIARIO JHSF CATARINA CORPORATE BERLIM,INVESTIDOR QUALIFICADO
JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
GOLDEN FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,INVESTIDOR QUALIFICADO
FII SHOPPING LIGHT,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING LIGHT,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SIA CORPORATE,INVESTIDOR QUALIFICADO
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,INVESTIDORES EM GERAL
RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
SALUS -II- FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE,INVESTIDORES EM GERAL
FII TB OFFICE,INVESTIDORES EM GERAL
REAG MULTI ATIVOS IMOBILIÁRIOS - FII,INVESTIDORES EM GERAL
VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII,INVESTIDORES EM GERAL
MAIS SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
MAIS SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVEST IMOB,INVESTIDORES EM GERAL
GENERAL SHOPPING ATIVO E RENDA FII,INVESTIDORES EM GERAL
PESCARA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
PESCARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SAFIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
VANQUISH FUNDO DE INVESTIMENTO IMOBILIÁRO - FII,INVESTIDOR QUALIFICADO
NF CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
VIDA NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII VOTORANTIM SECURITIES MASTER,INVESTIDOR QUALIFICADO
FII NCH BRASIL REC IMOB,INVESTIDORES EM GERAL
FII NCH EQI HIGH YELD REC IMOB,INVESTIDORES EM GERAL
FII NCH EQI HIGH YIELD RI,INVESTIDORES EM GERAL
ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
YAGO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BIRD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
XP HOTÉIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FII PRIME OFFICES I,INVESTIDOR QUALIFICADO E PROFISSIONAL
FII BTG PACTUAL PRIME OFFICES I - FII,INVESTIDOR QUALIFICADO
FII BTG PACTUAL PRIME OFFICES I,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO BTGP PRIME OFFICES I,INVESTIDOR QUALIFICADO
RB CAPITAL PETROS FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II - FII,INVESTIDOR QUALIFICADO
CAM VERA CRUZ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII EXCLUSIVO INFRA PATRIMONIAL II,INVESTIDOR PROFISSIONAL
TARANTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CAPITÂNIA SECURITIES II  - FII,INVESTIDORES EM GERAL
