Nome_Imovel,Percentual_Vacancia,Percentual_Inadimplencia
*1373222,,
*138391,,
*138581,,
*140193,,
*140741,,
*141621,,
*143192,,
*1439530,,
*1439784,,
*146252,,
*1530250,,
*156003,,
*1563792,,
*1567950,,
*1570064,,
*1572617,,
*1584430,,
*158632,,
*158897,,
*160926,,
*1613943,,
*1636364,,
*166870,,
*1680398,,
*198957,,
*198964,,
*210328,,
*2103725,,
*2105960,,
*2109179,,
*211981,,
*2126241,,
*2127122,,
*2127606,,
*2170408,,
*2179418,,
*2195158,,
*223298,,
*223349,,
*223707,,
*2249564,,
*2274400,,
*2274987,,
*2277009,,
*228610,,
*2289771,,
*229552,,
*234766,,
*236190,,
*241562,,
*257791,,
*257881,,
*274539,,
*278084,,
*278203,,
*278598,,
*283105,,
*2916286,,
*2919464_,,
*2922135,,
*294608,,
*2948326,,
*3044072,,
*3059652,,
*309252,,
*311778,,
*3124380,,
*313083,,
*316481,,
*3179915,,
*3181148,,
*331346,,
*333024,,
*334100,,
*337443,,
*338654,,
*3704775,,
*3709890,,
*3711555,,
*3712068,,
*3712693,,
*3716196,,
*3720011,,
*514475,,
*5851493,,
*639184,,
*726042,,
*890830,,
*970770,,
-158602,0.0,0.0
-208404,0.0,0.0
.,,
02 unidades tipo bangalôs Hotel Resort Txai Terravista,,
0305 - SUL,0.0,0.0
0309 - SUL,0.0,0.0
112 - CAMP,,
113 - SANTOS,,
115 - MDC,,
117 - PIR,,
118 - RP,,
12 OUTUB,0.0,0.0
1223394,,
13 DE MAIO,0.0,0.0
132814,,
133555,,
134211,,
134837,,
134861,,
136000,,
136246,,
136498,,
136535,,
1368814,,
136934,,
137 - SP,,
1372465,,
1373222,,
137465,,
137594,,
1376530,,
137768,,
138116,,
138387,,
138391,,
138569,,
138581,,
138591,,
138676,,
138678,,
138681,,
138702,,
1399887,,
14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,
140079,,
140094,,
140193,,
140648,,
140723,,
140741,,
140818,,
140954,,
140971,,
141277,,
141285,,
141609,,
141621,,
142249,,
1424636,,
1424637,,
142938,,
1439530,,
1439720,,
144203,,
144797,,
144905,,
145074,,
1453666,,
1454735,,
145626,,
1456581,,
1456613,,
1456636,,
1456648,,
146005,,
146252,,
146328,,
146406,,
146775,,
146894,,
147414,,
147430,,
150058,,
151112,,
151334,,
151340,,
1522891,,
1527085,,
1530906,,
1532019,,
153275,,
153326,,
1537394,,
1538003,,
1538752,,
1539456,,
1541230,,
154243,,
154721,,
1552163,,
1552171,,
155524,,
155576,,
155606,,
155719,,
155919,,
156003,,
1563034,,
1563792,,
1565792,,
156619,,
1567950,,
1570064,,
1572092,,
1572617,,
157645,,
1585597,,
158632,,
1586416,,
1586730,,
158897,,
158917,,
1589178,,
1591552,,
159376,,
159424,,
159436,,
159945,,
1602227,,
1603160,,
1605081,,
1607014,,
1609091,,
160926,,
161 - BLU,,
161030,,
1611001,,
1612783,,
1613943,,
1630522,,
1633646,,
1636364,,
1641679,,
1650045,,
1652347,,
165832,,
1661782,,
1663715,,
167198,,
1680398,,
1680444,,
168729,,
168753,,
1687560,,
168820,,
180 - RJ,,
181657,,
185484,,
187768,,
189502,,
190 - MAN,,
191883,,
192_SALVADOR,,
193 - BRA,,
193494,,
194656,,
195019,,
195513,,
195618,,
195654,,
196054,,
196424,,
196479,,
197434,,
198449,,
198957,,
198964,,
199 - CAMP,,
1LED1003,,
1LED1005,,
1LED104,,
1LED110,,
1LED1101,,
1LED1104,,
1LED1109,,
1LED1204,,
1LED1207,,
1LED1211,,
1LED1306,,
1LED1311,,
1LED1312,,
1LED1401,,
1LED1403,,
1LED1406,,
1LED1407,,
1LED1504,,
1LED1505,,
1LED1507,,
1LED1511,,
1LED1605,,
1LED1606,,
1LED1608,,
1LED1612,,
1LED201,,
1LED203,,
1LED204,,
1LED210,,
1LED212,,
1LED302,,
1LED304,,
1LED310,,
1LED403,,
1LED404,,
1LED406,,
1LED409,,
1LED410,,
1LED506,,
1LED604,,
1LED611,,
1LED702,,
1LED704,,
1LED705,,
1LED708,,
1LED804,,
1LED806,,
1LED810,,
1LED812,,
1LED911,,
202384,,
202458,,
204403,,
204607,,
204623,,
204903,,
206931,,
207128,,
2073247,,
2077779,,
2080383,,
208394,,
208406,,
208428,,
208436,,
208438,,
208482,,
2085026,,
208544,,
208984,,
209027,,
2093630,,
209504,,
210309,,
210328,,
210611,,
210664,,
2109179,,
210_ARACAJÚ,,
211787,,
211892,,
211981,,
212110,,
2121903,,
212281,,
2126241,,
2127122,,
2127606,,
2127829,,
2127836,,
213604,,
2137837,,
214 - RJ,,
214656,,
214821,,
215092,,
215249,,
215266,,
215273,,
2154152,,
2160141,,
216255,,
2164905,,
2170408,,
217064,,
2171444,,
2174013,,
2174680,,
2174681,,
2176943,,
2178311,,
2178655,,
2179418,,
2180056,,
2182515,,
2188315,,
2188444,,
2191925,,
219480,,
22 - SP,,
2203204,,
2205057,,
220816,,
2210218,,
2213023,,
2213024,,
2213457,,
2214096,,
2216153,,
221618,,
221827,,
222437,,
222438,,
222465,,
2230663,,
2232180,,
223231,,
223245,,
2232470,,
223298,,
2233227,,
223349,,
2235568,,
223707,,
223781,,
2239794,,
224439,,
225039,,
2254519,,
225593,,
2256594,,
2257639,,
225897,,
225899,,
225922,,
225953,,
225983,,
226016,,
2262556,,
226620,,
227058,,
2274400,,
2274987,,
2277009,,
227924,,
2282196,,
2283358,,
228610,,
2286190,,
2289549,,
2289589,,
2289771,,
229090,,
229552,,
2298760,,
230492,,
230640,,
230716,,
231232,,
231374,,
231459,,
231603,,
2321179,,
2321202,,
232161,,
232576,,
232684,,
232687,,
232692,,
232696,,
232732,,
232962,,
232972,,
233821,,
234426,,
234619,,
234766,,
234913,,
234916,,
234985,,
2360323,,
2360407,,
236190,,
2365102,,
2366751,,
2366754,,
2366855,,
2366862,,
2366875,,
237131,,
237458,,
237811,,
237969,,
237999,,
237_RJ,,
2381714,,
239408,,
240020,,
240974,,
242620,,
244099,,
244100,,
244106,,
245809,,
2459453,,
2459909,,
2460539,,
247 - SP,,
248298,,
249564,,
249836,,
24° Andar do Edifício Castello Branco,0.0,0.0
25% Imóvel - FABRICA DA FORD MOTORS DO BRASIL,,
250617,,
251441,,
251449,,
2517548,,
251880,,
254003,,
255 - PA,,
256 - SJC,,
257791,,
257814,,
260322,,
260326,,
265510,,
267605,,
267726,,
267920,,
268496,,
269122,,
269123,,
269125,,
269133,,
27 - SP,,
272488,,
272526,,
273626,,
274320,,
274575,,
275385,,
275628,,
275648,,
276345,,
277231,,
278084,,
278166,,
278179,,
278203,,
278598,,
278659,,
